"",Reporting precincts,Total Precincts,Grassley,Judge,Aldrich,Hennager,Luick-Thrams,Write-in,winner
Adair,6,6,2702,890,110,45,11,2,Grassley
Adams,6,6,1514,454,58,25,9,1,Grassley
Allamakee,8,12,1996,788,79,26,16,0
Appanoose,0,13,0,0,0,0,0,0
Audubon,0,3,0,0,0,0,0,0
Benton,11,20,3943,1432,155,53,12,7
Black Hawk,0,63,0,0,0,0,0,0
Boone,0,16,0,0,0,0,0,0
Bremer,14,14,8572,4351,334,100,28,13,Grassley
Buchanan,16,16,6376,3309,298,121,28,7,Grassley
Buena Vista,11,11,5360,2378,210,71,13,4,Grassley
Butler,0,9,0,0,0,0,0,0
Calhoun,0,11,0,0,0,0,0,0
Carroll,9,14,3520,984,124,49,10,2
Cass,10,14,3024,724,110,67,16,5
Cedar,12,13,4090,1584,191,64,25,6
Cerro Gordo,26,27,13224,8091,581,269,155,21
Cherokee,8,8,4664,1328,128,44,16,4,Grassley
Chickasaw,0,14,0,0,0,0,0,0
Clarke,8,8,2897,1271,118,72,12,6,Grassley
Clay,13,13,6251,1892,226,61,25,5,Grassley
Clayton,12,15,4508,2203,137,135,11,0
Clinton,4,27,5854,5824,238,191,18,8
Crawford,4,9,2710,1292,99,36,10,3
Dallas,0,35,0,0,0,0,0,0
Davis,9,9,2748,970,82,23,13,3,Grassley
Decatur,8,8,2488,1037,91,45,15,5,Grassley
Delaware,13,13,6439,2368,191,160,15,0,Grassley
Des Moines,17,17,10295,7558,474,184,40,26,Grassley
Dickinson,0,15,0,0,0,0,0,0
Dubuque,8,36,13982,12656,584,201,54,17
Emmet,12,12,3338,1170,83,108,7,1,Grassley
Fayette,26,26,6379,3044,215,218,16,13,Grassley
Floyd,9,9,4945,2723,181,97,21,5,Grassley
Franklin,10,13,1760,525,81,26,7,2
Fremont,6,6,2574,733,120,54,13,1,Grassley
Greene,8,8,3194,1342,123,61,13,5,Grassley
Grundy,4,8,1907,482,52,36,3,2
Guthrie,8,9,2743,733,160,39,14,4
Hamilton,9,9,5128,2163,186,94,20,6,Grassley
Hancock,0,11,0,0,0,0,0,0
Hardin,0,9,0,0,0,0,0,0
Harrison,0,14,0,0,0,0,0,0
Henry,0,10,0,0,0,0,0,0
Howard,9,10,2521,1331,110,42,10,2
Humboldt,0,10,0,0,0,0,0,0
Ida,0,8,0,0,0,0,0,0
Iowa,12,12,6048,2430,208,82,22,4,Grassley
Jackson,0,17,0,0,0,0,0,0
Jasper,21,21,11686,6169,525,420,31,20,Grassley
Jefferson,9,13,3117,3210,235,66,27,15
Johnson,58,58,28833,42469,1878,824,377,123,Judge
Jones,15,15,6544,3058,261,172,18,6,Grassley
Keokuk,8,16,1572,508,51,19,7,2
Kossuth,0,21,0,0,0,0,0,0
Lee,0,23,0,0,0,0,0,0
Linn,66,87,52680,42665,3212,843,269,100
Louisa,3,6,2173,977,90,31,8,1
Lucas,0,8,0,0,0,0,0,0
Lyon,9,9,5322,758,107,44,11,3,Grassley
Madison,10,10,5891,2198,276,89,18,8,Grassley
Mahaska,0,12,0,0,0,0,0,0
Marion,18,18,12384,4551,426,164,44,13,Grassley
Marshall,17,20,5347,2372,264,81,15,2
Mills,12,12,5267,1735,257,93,30,10,Grassley
Mitchell,12,12,3668,1525,102,46,11,4,Grassley
Monona,6,12,1234,305,37,17,6,1
Monroe,8,8,2454,1277,75,16,7,1,Grassley
Montgomery,8,8,3642,1065,147,68,16,4,Grassley
Muscatine,23,24,10999,6854,531,361,41,18
O'Brien,0,10,0,0,0,0,0,0
Osceola,9,9,2598,455,53,21,10,3,Grassley
Page,9,9,5189,1456,174,61,11,4,Grassley
Palo Alto,7,7,3375,1106,83,73,9,2,Grassley
Plymouth,14,14,10317,2293,233,74,20,3,Grassley
Pocahontas,0,8,0,0,0,0,0,0
Polk,0,178,0,0,0,0,0,0
Pottawattamie,0,41,0,0,0,0,0,0
Poweshiek,0,11,0,0,0,0,0,0
Ringgold,8,8,1987,616,54,20,5,1,Grassley
Sac,10,10,3956,1013,97,37,11,6,Grassley
Scott,0,64,0,0,0,0,0,0
Shelby,0,10,0,0,0,0,0,0
Sioux,17,17,15876,1697,225,72,16,7,Grassley
Story,0,44,0,0,0,0,0,0
Tama,0,17,0,0,0,0,0,0
Taylor,2,8,1008,275,34,15,6,0
Union,0,9,0,0,0,0,0,0
Van Buren,9,9,2614,762,76,64,5,4,Grassley
Wapello,17,23,7356,4811,289,281,24,14
Warren,30,32,15799,8191,701,219,68,24
Washington,4,11,1893,639,115,25,9,2
Wayne,0,5,0,0,0,0,0,0
Webster,27,29,10569,5238,397,214,61,16
Winnebago,0,11,0,0,0,0,0,0
Winneshiek,0,12,0,0,0,0,0,0
Woodbury,0,45,0,0,0,0,0,0
Worth,8,8,2762,1242,120,70,8,3,Grassley
Wright,11,11,4197,1545,167,39,12,4,Grassley
