Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
192510,"3M Company",MN,100000000301,7579.34,10/26/2014,"Cash or cash equivalent",164332974,"Travel and Lodging","","","",""
192510,"Kuraray America Inc.",NY,100000010536,5000.00,10/31/2013,"Cash or cash equivalent",104940700,Honoraria,"","","",""
192510,"3M Company",MN,100000000301,5000,02/08/2014,"Cash or cash equivalent",164065110,"Compensation for serving as faculty or as a speaker for an accredited or certified continuing education program","","","",""
192510,"Kerr Corporation",CA,100000005552,3500,05/01/2014,"Cash or cash equivalent",212676498,"Compensation for serving as faculty or as a speaker for an accredited or certified continuing education program","","","",""
192510,"3M Company",MN,100000000301,3000,08/22/2014,"Cash or cash equivalent",197685138,"Compensation for serving as faculty or as a speaker for an accredited or certified continuing education program","","","",""
192510,"DENTSPLY LLC",PA,100000010673,1903.5,04/30/2014,"In-kind items and services",170816752,Gift,"","","",""
192510,"3M Company",MN,100000000301,1328.88,12/01/2014,"Cash or cash equivalent",164065936,"Travel and Lodging","","","",""
192510,"Kerr Corporation",CA,100000005552,1144.08,05/01/2014,"Cash or cash equivalent",212676500,"Travel and Lodging","","","",""
192510,"DENTSPLY LLC",PA,100000010673,600.2,04/14/2014,"In-kind items and services",170816724,Gift,"","","",""
192510,"3M Company",MN,100000000301,430.00,08/01/2013,"Cash or cash equivalent",103627122,"Travel and Lodging","","","",""
192510,"3M Company",MN,100000000301,367.9,12/01/2014,"Cash or cash equivalent",164065112,"Food and Beverage","","","",""
192510,"DENTSPLY LLC",PA,100000010673,338.58,08/20/2013,"In-kind items and services",104987854,Gift,"","","",""
192510,"3M Company",MN,100000000301,317.33,08/02/2013,"Cash or cash equivalent",103627124,"Travel and Lodging","","","",""
192510,"Ivoclar Vivadent, Inc.",NY,100000010562,199.95,06/13/2014,"In-kind items and services",164138776,Gift,"","Bluephase Style light probe 10mm black","",""
192510,"3M Company",MN,100000000301,157.62,10/23/2014,"Cash or cash equivalent",164065114,"Food and Beverage","","","",""
192510,"3M Company",MN,100000000301,83.22,06/07/2014,"Cash or cash equivalent",164052300,"Food and Beverage","","","",""
192510,"3M Company",MN,100000000301,72.42,03/21/2014,"Cash or cash equivalent",164051278,"Food and Beverage","","","",""
192510,"Kuraray America Inc.",NY,100000010536,45.3,05/02/2014,"Cash or cash equivalent",214245848,Entertainment,"","","",""
192510,"3M Company",MN,100000000301,39.91,06/09/2014,"Cash or cash equivalent",164052298,"Food and Beverage","","","",""
192510,"Kuraray America Inc.",NY,100000010536,30,03/20/2014,"Cash or cash equivalent",214245846,Entertainment,"","","",""
192510,"Heraeus Kulzer, LLC",IN,100000011000,22.05,03/19/2014,"Cash or cash equivalent",220001886,"Food and Beverage","","","",""
192510,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.05,03/21/2014,"In-kind items and services",148442164,"Food and Beverage","",SYMBICORT,"","Informational Meal"
192510,"3M Company",MN,100000000301,10.00,08/02/2013,"Cash or cash equivalent",103627126,"Food and Beverage","","","",""
