Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
550397,"Zimmer Holding Inc",IN,100000000103,25000,06/20/2014,"Cash or cash equivalent",216471278,Grant,OREF,"","","Grant made to a third party organization, OREF, which then independently provides a transfer of value to a Covered Recipient free from Zimmer influence."
550397,"Arthrex, Inc.",FL,100000005371,1007.6,02/25/2014,"In-kind items and services",187656886,"Travel and Lodging","","","",""
550397,"Pacira Pharmaceuticals Incorporated",NJ,100000000135,1000,05/22/2014,"Cash or cash equivalent",195539908,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Exparel,"",""
550397,"Arthrex, Inc.",FL,100000005371,543.60,12/23/2013,"In-kind items and services",23190806,"Travel and Lodging","","","",""
550397,"Arthrex, Inc.",FL,100000005371,256,01/09/2014,"In-kind items and services",187656880,"Food and Beverage","","","",""
550397,"Pacira Pharmaceuticals Incorporated",NJ,100000000135,155.33,04/23/2014,"Cash or cash equivalent",195537820,"Food and Beverage","",Exparel,"",""
550397,"Arthrex, Inc.",FL,100000005371,100.32,02/25/2014,"In-kind items and services",187656884,"Food and Beverage","","","",""
550397,"Zimmer Holding Inc",IN,100000000103,93.43,01/31/2014,"Cash or cash equivalent",216433752,"Food and Beverage","RUTH JACKSON ORTHOPAEDIC SOCIETY","","","Food and beverage provided in the context of a Zimmer event oractivity related to business meetings and medical training and education on safe and effective use of Zimmer products."
550397,"Exactech, Inc.",FL,100000010981,77,08/20/2014,"In-kind items and services",185061090,"Food and Beverage","",Equinoxe,"",""
550397,"Tornier, Inc.",MN,100000010814,73.75,12/15/2014,"In-kind items and services",220270766,"Food and Beverage","","CLIN  - Aequalis Shoulder Reg","UE - Aequalis Ascend Flex",""
550397,"Arthrex, Inc.",FL,100000005371,54.39,02/05/2014,"In-kind items and services",187656882,"Travel and Lodging","","","",""
550397,"Tornier, Inc.",MN,100000010814,50.16,06/16/2014,"In-kind items and services",220270764,"Food and Beverage","","CLIN -  Global Shoulder Reg","",""
550397,"Stryker Corporation",MI,100000010503,24.08,03/06/2014,"Cash or cash equivalent",199082056,"Food and Beverage","","","",""
550397,"Tornier, Inc.",MN,100000010814,11.23,11/12/2014,"In-kind items and services",220270762,"Food and Beverage","","UE - Aequalis Ascend Flex","UE - Aequalis PerForm",""
