Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,33410,01/02/2014,GNRL,179478126
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,32380.00,08/20/2013,GNRL,103642656
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,18715,12/01/2014,GNRL,179480098
226425,GNRL,"Extremity Medical",NJ,100000010378,13835.24,08/05/2014,GNRL,154941174
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,12130,03/02/2014,GNRL,179478560
226425,GNRL,"Extremity Medical",NJ,100000010378,10675.00,08/15/2013,GNRL,103656058
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,9000,11/17/2014,GNRL,197031218
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,9000,08/15/2014,GNRL,197027712
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,7648.83,11/17/2014,GNRL,187641796
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,6589.54,02/03/2014,GNRL,197022318
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,6420,09/03/2014,GNRL,179479666
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,6408.25,05/15/2014,GNRL,197027792
226425,GNRL,"Tornier, Inc.",MN,100000010814,5000,01/24/2014,GNRL,220273512
226425,GNRL,"Extremity Medical",NJ,100000010378,4561.3,02/27/2014,GNRL,154941158
226425,GNRL,"Extremity Medical",NJ,100000010378,4346.07,08/29/2014,GNRL,154941166
226425,GNRL,"Extremity Medical",NJ,100000010378,4247.55,05/30/2014,GNRL,154941162
226425,GNRL,"Extremity Medical",NJ,100000010378,3994.43,11/27/2013,GNRL,103656056
226425,GNRL,"Extremity Medical",NJ,100000010378,3885.64,11/28/2014,GNRL,154941170
226425,GNRL,"Extremity Medical",NJ,100000010378,3009.53,08/30/2013,GNRL,103656054
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,2750,09/03/2014,GNRL,179479676
226425,GNRL,"Tornier, Inc.",MN,100000010814,2037.67,01/09/2014,GNRL,220273510
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,1910,04/15/2014,GNRL,179478618
226425,GNRL,"Extremity Medical",NJ,100000010378,1790.00,12/06/2013,GNRL,103656060
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,1500,09/03/2014,GNRL,179479660
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,1115,04/15/2014,GNRL,179478614
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,1005,03/02/2014,GNRL,179478566
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,1000,09/03/2014,GNRL,179479694
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,875,03/02/2014,GNRL,179478432
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,859.60,10/01/2013,GNRL,103642664
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,838.32,01/02/2014,GNRL,179478242
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,792.28,06/17/2014,GNRL,197030270
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,766.69,10/01/2013,GNRL,103642658
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,582.2,09/15/2014,GNRL,197030644
226425,RSRCH,"Tornier, Inc.",MN,100000010814,579.68,09/27/2013,RSRCH,106220330
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,567.60,11/15/2013,GNRL,103642750
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,561.62,09/15/2014,GNRL,179479744
226425,GNRL,"Tornier, Inc.",MN,100000010814,556,01/24/2014,GNRL,220273508
226425,GNRL,"Tornier, Inc.",MN,100000010814,452.6,01/23/2014,GNRL,220273506
226425,GNRL,"Tornier, Inc.",MN,100000010814,452.6,01/23/2014,GNRL,220273504
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,411.31,12/12/2014,GNRL,197031496
226425,RSRCH,"Tornier, Inc.",MN,100000010814,371.85,09/27/2013,RSRCH,106220329
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,344.33,06/17/2014,GNRL,179479570
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,299.54,11/16/2013,GNRL,103642840
226425,GNRL,"Tornier, Inc.",MN,100000010814,263.80,10/18/2013,GNRL,105415120
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,249,04/10/2014,GNRL,197028888
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,241.35,12/12/2014,GNRL,197031492
226425,GNRL,"Tornier, Inc.",MN,100000010814,191.65,08/20/2014,GNRL,220273502
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,171.16,11/16/2013,GNRL,103642808
226425,GNRL,"Tornier, Inc.",MN,100000010814,159.2,08/20/2014,GNRL,220273500
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,153.57,05/16/2014,GNRL,197027140
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,153.01,08/15/2014,GNRL,197027716
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,148.35,05/16/2014,GNRL,197027136
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,144.72,09/18/2014,GNRL,187642688
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,134.47,07/19/2014,GNRL,179478916
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,127.77,07/18/2014,GNRL,187629546
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,125.94,12/12/2014,GNRL,179480214
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,125,09/03/2014,GNRL,179479700
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,121.41,05/16/2014,GNRL,187631076
226425,GNRL,"Tornier, Inc.",MN,100000010814,117.56,08/20/2014,GNRL,220273498
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,115.83,08/15/2014,GNRL,187633612
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,114.5,04/15/2014,GNRL,197028288
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,109,12/10/2014,GNRL,179480187
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,104.5,04/15/2014,GNRL,197028378
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,104.21,11/23/2013,GNRL,103642896
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,90.10,08/20/2013,GNRL,103642676
226425,GNRL,"Extremity Medical",NJ,100000010378,87.04,03/12/2014,GNRL,154941176
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,81.00,08/02/2013,GNRL,103642630
226425,GNRL,"Extremity Medical",NJ,100000010378,73.41,05/22/2014,GNRL,154941154
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,67.28,10/01/2013,GNRL,103642660
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,62.55,10/25/2013,GNRL,103642870
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,57.44,07/19/2014,GNRL,179478920
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,55.54,05/17/2014,GNRL,187631368
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,50,12/12/2014,GNRL,197031500
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,40.70,11/15/2013,GNRL,103642756
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,39.51,02/10/2014,GNRL,197026146
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,38.86,05/16/2014,GNRL,197027144
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,34.50,08/09/2013,GNRL,103642678
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,33.34,11/11/2014,GNRL,187651296
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,33.17,08/01/2013,GNRL,103642624
226425,GNRL,"Tornier, Inc.",MN,100000010814,31.48,08/21/2014,GNRL,220273496
226425,GNRL,"Integra LifeSciences Corporation",NJ,100000010950,31.25,04/03/2014,GNRL,187631352
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,30.00,11/16/2013,GNRL,103642822
226425,GNRL,"Arthrosurface Incorporated",MA,100000005469,25.00,09/25/2013,GNRL,103138714
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,21.59,05/19/2014,GNRL,179478820
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,17.53,10/26/2013,GNRL,103642774
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,15.24,05/19/2014,GNRL,179478868
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,13.45,10/26/2013,GNRL,103642770
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,12.49,08/30/2013,GNRL,103642672
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,10.29,07/19/2014,GNRL,179478926
226425,GNRL,"Tornier, Inc.",MN,100000010814,10,01/23/2014,GNRL,220273494
226425,GNRL,"Ascension Orthopedics, Inc.",TX,100000010992,3.1,12/13/2014,GNRL,179480202
