Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,2400.00,11/14/2013,GNRL,32227004
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,2400,10/10/2014,GNRL,160617738
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,2400,10/14/2014,GNRL,160604946
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,2400,10/09/2014,GNRL,160617522
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,2400,12/11/2014,GNRL,160623618
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,2200.00,10/11/2013,GNRL,32226999
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,1800.00,09/19/2013,GNRL,32227003
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,1800,02/19/2014,GNRL,160639096
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,1800,03/27/2014,GNRL,160604204
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,1800,03/13/2014,GNRL,160604200
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,1800,12/01/2014,GNRL,160625540
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,1800,10/22/2014,GNRL,160617742
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,10/23/2014,GNRL,196028378
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,1500,10/16/2014,GNRL,196695462
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,974.32,10/12/2013,GNRL,32226998
333771,GNRL,"AbbVie, Inc.",IL,100000000204,900,02/18/2014,GNRL,189176958
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,880.00,10/12/2013,GNRL,32227000
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,789.32,09/05/2014,GNRL,196028386
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,534.33,10/12/2013,GNRL,32226997
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,335.26,10/12/2013,GNRL,32227001
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,250,09/30/2014,GNRL,196028374
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,217.84,09/05/2014,GNRL,196028384
333771,GNRL,"Medtronic MiniMed, Inc.",MN,100000010391,194.93,11/08/2013,GNRL,101211838
333771,GNRL,"Medtronic MiniMed, Inc.",MN,100000010391,185.06,11/08/2013,GNRL,101211836
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,124.44,09/05/2014,GNRL,196028382
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,100.00,11/14/2013,GNRL,32226994
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,97.92,10/16/2014,GNRL,196028376
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,93.31,09/19/2013,GNRL,32226996
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,91.23,03/13/2014,GNRL,161728994
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,86.2,10/23/2014,GNRL,196028388
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,68.32,10/09/2014,GNRL,160617744
333771,GNRL,"Medtronic MiniMed, Inc.",MN,100000010391,68.28,11/09/2013,GNRL,101211842
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,67.2,10/10/2014,GNRL,160617748
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,58.20,11/14/2013,GNRL,32226995
333771,GNRL,"Medtronic MiniMed, Inc.",MN,100000010391,52.79,11/09/2013,GNRL,101211840
333771,GNRL,"Medtronic MiniMed, Inc.",MN,100000010391,44.25,11/09/2013,GNRL,101211834
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,42,12/11/2014,GNRL,160623620
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,40,09/05/2014,GNRL,196028366
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,40,09/05/2014,GNRL,196695460
333771,GNRL,"Medtronic MiniMed, Inc.",MN,100000010391,38.84,11/09/2013,GNRL,101211832
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,35,09/06/2014,GNRL,196028370
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,31.5,02/03/2014,GNRL,160608130
333771,GNRL,"Abbott Laboratories",IL,100000010680,30.00,08/01/2013,GNRL,102313692
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24.89,09/06/2014,GNRL,196028364
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24.89,09/05/2014,GNRL,196028368
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24.89,09/06/2014,GNRL,196028372
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,24.51,12/11/2014,GNRL,162355164
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,22.03,10/09/2013,GNRL,32226993
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,21.81,02/19/2014,GNRL,162382016
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,19.12,10/10/2014,GNRL,162177498
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,17.66,03/26/2014,GNRL,161107533
333771,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,17.29,12/16/2014,GNRL,196028360
333771,GNRL,"AbbVie, Inc.",IL,100000000204,17.06,11/15/2013,GNRL,104616110
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,16.8,10/22/2014,GNRL,160617752
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,16.8,03/27/2014,GNRL,160604210
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,16.46,10/09/2014,GNRL,162177496
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,15.68,02/19/2014,GNRL,160639102
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,15.06,10/22/2014,GNRL,162177504
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,15.05,12/01/2014,GNRL,162217164
333771,GNRL,"AbbVie, Inc.",IL,100000000204,12.62,08/05/2013,GNRL,104616112
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,11.2,03/13/2014,GNRL,160604208
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,11.03,03/27/2014,GNRL,161213174
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,10.96,09/19/2013,GNRL,32227002
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,10.58,05/22/2014,GNRL,161417734
333771,GNRL,"Novo Nordisk Inc",NJ,100000000144,10.25,09/25/2014,GNRL,162046744
