Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
53149,"Novo Nordisk Inc",NJ,100000000144,2550,11/03/2014,"Cash or cash equivalent",160628344,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Victoza,"",""
53149,"Novo Nordisk Inc",NJ,100000000144,2550,08/12/2014,"Cash or cash equivalent",160620308,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",NovoLog,"",""
53149,"Novo Nordisk Inc",NJ,100000000144,2550,01/30/2014,"Cash or cash equivalent",160620314,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Victoza,"",""
53149,"Novo Nordisk Inc",NJ,100000000144,2550,10/07/2014,"Cash or cash equivalent",160624468,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Victoza,"",""
53149,"Novo Nordisk Inc",NJ,100000000144,2550,01/30/2014,"Cash or cash equivalent",160620320,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Victoza,"",""
53149,"Novo Nordisk Inc",NJ,100000000144,2550,04/23/2014,"Cash or cash equivalent",160620318,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Victoza,"",""
53149,"Novo Nordisk Inc",NJ,100000000144,2550,05/21/2014,"Cash or cash equivalent",160620310,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Victoza,"",""
53149,"Novo Nordisk Inc",NJ,100000000144,2550,11/05/2014,"Cash or cash equivalent",160638702,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Victoza,"",""
53149,"Novo Nordisk Inc",NJ,100000000144,2550,02/19/2014,"Cash or cash equivalent",160620304,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Levemir,"",""
53149,"Novo Nordisk Inc",NJ,100000000144,2520.00,10/11/2013,"Cash or cash equivalent",32311331,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Victoza,"","Fair market value compensation to speak, educate, and provide healthcare providers and patients with balanced scientific and clinical information regarding disease state and Novo Nordisk products."
