Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
1054796,"Novo Nordisk AS","",100000000163,5647.61,10/21/2014,"In-kind items and services",159775884,"Travel and Lodging","","","",""
1054796,"Novo Nordisk AS","",100000000163,4125,07/01/2014,"Cash or cash equivalent",187217728,"Consulting Fee","","","",""
1054796,"Novo Nordisk AS","",100000000163,4125,01/01/2014,"Cash or cash equivalent",159776024,"Consulting Fee","","","",""
1054796,"Novo Nordisk AS","",100000000163,3492.10,08/18/2013,"In-kind items and services",22954005,"Travel and Lodging","","NovoSeven RT","",""
1054796,"Novo Nordisk AS","",100000000163,788.40,09/21/2013,"In-kind items and services",22954002,"Travel and Lodging","","","",""
1054796,"Novo Nordisk AS","",100000000163,549.89,10/21/2014,"In-kind items and services",159775872,"Travel and Lodging","","","",""
1054796,"Novo Nordisk AS","",100000000163,357.54,06/20/2014,"In-kind items and services",159775896,"Travel and Lodging","","","",""
1054796,"Novo Nordisk AS","",100000000163,344.61,10/21/2014,"In-kind items and services",159775876,"Food and Beverage","","","",""
1054796,"Novo Nordisk AS","",100000000163,290,06/21/2014,"In-kind items and services",159775904,"Food and Beverage","","","",""
1054796,"Novo Nordisk AS","",100000000163,269,06/21/2014,"In-kind items and services",159775908,"Travel and Lodging","","","",""
1054796,"Novo Nordisk AS","",100000000163,269,06/20/2014,"In-kind items and services",159775900,"Travel and Lodging","","","",""
1054796,"Novo Nordisk AS","",100000000163,217,06/21/2014,"In-kind items and services",159775888,"Travel and Lodging","","","",""
1054796,"Novo Nordisk AS","",100000000163,207,06/22/2014,"In-kind items and services",159775892,"Food and Beverage","","","",""
1054796,"Novo Nordisk AS","",100000000163,88.88,09/22/2013,"In-kind items and services",22954008,"Food and Beverage","","","",""
1054796,"Novo Nordisk AS","",100000000163,73.37,08/18/2013,"In-kind items and services",22954007,"Travel and Lodging","","NovoSeven RT","",""
1054796,"Novo Nordisk AS","",100000000163,21.32,10/21/2014,"In-kind items and services",159775880,"Travel and Lodging","","","",""
