Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
306739,"Nobel Biocare USA",CA,100000010559,3500,09/15/2014,"Cash or cash equivalent",210126814,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
306739,"Nobel Biocare USA",CA,100000010559,3500,03/12/2014,"Cash or cash equivalent",210126818,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,3500,03/12/2014,"Cash or cash equivalent",210126820,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,3500,10/14/2014,"Cash or cash equivalent",210126830,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,3500,04/24/2014,"Cash or cash equivalent",210126828,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,3500,01/20/2014,"Cash or cash equivalent",210126816,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,3500,04/03/2014,"Cash or cash equivalent",210126826,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,3500,03/16/2014,"Cash or cash equivalent",210126822,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,3500,03/30/2014,"Cash or cash equivalent",210126824,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,2500,08/07/2014,"Cash or cash equivalent",210126812,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,2000.00,10/08/2013,"Cash or cash equivalent",103792906,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,2000.00,11/06/2013,"Cash or cash equivalent",103792934,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,2000,10/26/2014,"Cash or cash equivalent",210126808,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,2000,05/06/2014,"Cash or cash equivalent",210126804,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,2000,11/13/2014,"Cash or cash equivalent",210126810,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,2000,09/10/2014,"Cash or cash equivalent",210126806,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,1500.00,10/10/2013,"Cash or cash equivalent",103792908,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,1500.00,10/10/2013,"Cash or cash equivalent",103792910,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,1500.00,12/01/2013,"Cash or cash equivalent",103792946,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,1500,09/25/2014,"Cash or cash equivalent",210126800,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,1500,11/20/2014,"Cash or cash equivalent",210126802,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,1500,05/08/2014,"Cash or cash equivalent",210126798,Honoraria,"","","",""
306739,"Nobel Biocare USA",CA,100000010559,468.61,11/20/2013,"Cash or cash equivalent",103792940,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,316.07,03/12/2014,"Cash or cash equivalent",210126688,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,294.8,03/12/2014,"Cash or cash equivalent",210126686,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,287.1,10/26/2014,"Cash or cash equivalent",210126710,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,261.96,10/10/2013,"Cash or cash equivalent",103792912,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,258.08,03/12/2014,"Cash or cash equivalent",210126698,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,258.05,01/20/2014,"Cash or cash equivalent",210126714,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,225.80,10/30/2013,"Cash or cash equivalent",103792922,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,225.80,10/31/2013,"Cash or cash equivalent",103792924,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,222.71,09/10/2014,"Cash or cash equivalent",210126732,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,218.65,09/15/2014,"Cash or cash equivalent",210126706,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,202.17,05/08/2014,"Cash or cash equivalent",210126720,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,191.53,05/06/2014,"Cash or cash equivalent",210126674,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,182.85,03/20/2014,"Cash or cash equivalent",210126678,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,182.52,04/03/2014,"Cash or cash equivalent",210126702,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,166.9,04/24/2014,"Cash or cash equivalent",210126682,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,158.91,09/10/2014,"Cash or cash equivalent",210126730,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,156.86,11/21/2013,"Cash or cash equivalent",103792942,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,156.51,11/05/2013,"Cash or cash equivalent",103792932,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,151.59,10/17/2013,"Cash or cash equivalent",103792918,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,143.19,11/24/2014,"Cash or cash equivalent",210126692,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,133.28,10/26/2014,"Cash or cash equivalent",210126708,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,132.8,04/03/2014,"Cash or cash equivalent",210126700,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,127.05,10/17/2013,"Cash or cash equivalent",103792916,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,125.83,03/12/2014,"Cash or cash equivalent",210126696,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,125.83,01/20/2014,"Cash or cash equivalent",210126712,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,122.67,03/12/2014,"Cash or cash equivalent",210126684,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,121.79,09/24/2014,"Cash or cash equivalent",210126796,"Food and Beverage","","","",""
306739,"Nobel Biocare USA",CA,100000010559,119.85,10/20/2014,"Cash or cash equivalent",210126728,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,115.85,10/20/2014,"Cash or cash equivalent",210126726,"Travel and Lodging","","","",""
306739,"Nobel Biocare USA",CA,100000010559,111.1,09/25/2014,"Cash or cash equivalent",210126666,"Travel and Lodging","","","",""
