Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
341529,GNRL,"Zimmer Holding Inc",IN,100000000103,11500,07/01/2014,GNRL,216470681
341529,GNRL,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,8002.5,01/08/2014,GNRL,152198916
341529,GNRL,"Zimmer Holding Inc",IN,100000000103,7125,12/02/2014,GNRL,216470086
341529,GNRL,"Zimmer Holding Inc",IN,100000000103,4250,07/10/2014,GNRL,216469290
341529,GNRL,"Zimmer Holding Inc",IN,100000000103,1500,08/14/2014,GNRL,216466970
341529,GNRL,"Zimmer Holding Inc",IN,100000000103,1200,11/03/2014,GNRL,216466482
341529,GNRL,"Amendia, Inc.",GA,100000011196,1110.12,03/06/2014,GNRL,218303746
341529,GNRL,"Amendia, Inc.",GA,100000011196,1010.54,09/17/2014,GNRL,218303752
341529,GNRL,"Zimmer Holding Inc",IN,100000000103,1000,11/24/2014,GNRL,216465984
341529,GNRL,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,870.10,08/15/2013,GNRL,101222662
341529,GNRL,"Zimmer Holding Inc",IN,100000000103,500,12/02/2014,GNRL,216462068
341529,GNRL,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,460.32,11/21/2013,GNRL,101222656
341529,GNRL,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,321.90,11/21/2013,GNRL,101222642
341529,GNRL,"Amendia, Inc.",GA,100000011196,320,03/03/2014,GNRL,218303744
341529,GNRL,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,214.12,11/20/2013,GNRL,101222644
341529,GNRL,"Amendia, Inc.",GA,100000011196,208.8,01/01/2014,GNRL,218303736
341529,GNRL,"Zimmer Holding Inc",IN,100000000103,193.12,06/05/2014,GNRL,216456536
341529,GNRL,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,160.95,08/15/2013,GNRL,101222660
341529,GNRL,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,156.83,10/22/2013,GNRL,101222650
341529,GNRL,"Amendia, Inc.",GA,100000011196,147.06,07/25/2014,GNRL,218303750
341529,GNRL,"Amendia, Inc.",GA,100000011196,133.75,02/06/2014,GNRL,218303742
341529,GNRL,"Amendia, Inc.",GA,100000011196,128.13,09/27/2014,GNRL,218303754
341529,GNRL,"Amendia, Inc.",GA,100000011196,113.15,02/05/2014,GNRL,218303740
341529,GNRL,"Paradigm Spine, LLC",NY,100000011094,95.95,04/08/2014,GNRL,218640338
