Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
214566,"Janssen Pharmaceuticals, Inc",NJ,100000000232,2850,02/27/2014,"Cash or cash equivalent",156590746,"Consulting Fee","G. Medical, Llc",Invokana,"",""
214566,"Janssen Pharmaceuticals, Inc",NJ,100000000232,2500,11/07/2014,"Cash or cash equivalent",156590816,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","G. Medical, LLC",Invokana,"","Speaker program"
214566,"Janssen Pharmaceuticals, Inc",NJ,100000000232,2500,10/01/2014,"Cash or cash equivalent",156590810,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","G. Medical, LLC",Invokana,"","Speaker program"
214566,"Janssen Pharmaceuticals, Inc",NJ,100000000232,2500,11/07/2014,"Cash or cash equivalent",156590824,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","G. Medical, LLC",Invokana,"","Speaker program"
214566,"Janssen Pharmaceuticals, Inc",NJ,100000000232,2500,11/07/2014,"Cash or cash equivalent",156590820,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","G. Medical, LLC",Invokana,"","Speaker program"
214566,"Baxter Healthcare",IL,100000011010,2207.00,11/15/2013,"Cash or cash equivalent",31249340,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207.00,10/15/2013,"Cash or cash equivalent",31249341,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207.00,12/15/2013,"Cash or cash equivalent",31249339,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,01/15/2014,"Cash or cash equivalent",211114210,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,12/15/2014,"Cash or cash equivalent",211114145,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,11/15/2014,"Cash or cash equivalent",211113230,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,05/15/2014,"Cash or cash equivalent",211114208,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,05/15/2014,"Cash or cash equivalent",211113476,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,02/15/2014,"Cash or cash equivalent",211113202,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,10/15/2014,"Cash or cash equivalent",211113316,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,12/15/2014,"Cash or cash equivalent",211113148,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,04/15/2014,"Cash or cash equivalent",211022302,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,10/15/2014,"Cash or cash equivalent",211114140,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
214566,"Baxter Healthcare",IL,100000011010,2207,02/15/2014,"Cash or cash equivalent",211022310,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
