Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Name_of_Study,Research_Information_Link,Context_of_Research
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161236,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161242,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161246,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161256,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161274,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161280,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161250,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161260,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161270,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
802474,"United Therapeutics Corporation",NC,100000010739,14950.00,01/01/2014,"Cash or cash equivalent",214161284,TYVASO,"","STUDY OF INCIDENCE OF RESPIRATORY TRACT AES IN PATIENTS TREATED WITH TYVASO COMPARED TO OTHER FDA APPROVED PAH THERAPIES ASPIRE",http://clinicaltrials.gov/ct2/show/NCT01266265,NA
