Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
59461,GNRL,"Pfizer Inc.",NY,100000000286,2500.00,08/27/2013,GNRL,205597336
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,2500.00,12/12/2013,GNRL,13999441
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,2500,11/04/2014,GNRL,188134524
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,2500,11/18/2014,GNRL,188155846
59461,GNRL,"Pfizer Inc.",NY,100000000286,2500,11/10/2014,GNRL,206847078
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,2500,04/15/2014,GNRL,187851548
59461,GNRL,"Pfizer Inc.",NY,100000000286,2500,05/22/2014,GNRL,207180142
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,2500,12/04/2014,GNRL,188172118
59461,GNRL,"Pfizer Inc.",NY,100000000286,2500,10/23/2014,GNRL,206291498
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,2500,10/16/2014,GNRL,188101074
59461,GNRL,"Pfizer Inc.",NY,100000000286,2500,10/22/2014,GNRL,207268196
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000.00,08/27/2013,GNRL,205147162
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000.00,10/03/2013,GNRL,205847046
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000.00,09/10/2013,GNRL,205140066
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000.00,09/11/2013,GNRL,205105350
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000.00,10/18/2013,GNRL,205596036
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000.00,08/28/2013,GNRL,205708760
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000,02/10/2014,GNRL,206783426
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000,02/17/2014,GNRL,205454360
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000,03/28/2014,GNRL,206847290
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000,10/31/2014,GNRL,207339052
59461,GNRL,"Pfizer Inc.",NY,100000000286,2000,01/30/2014,GNRL,207286206
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1875,10/16/2014,GNRL,188101056
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1000,09/19/2014,GNRL,188067820
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,842,09/19/2014,GNRL,188069970
59461,GNRL,"Pfizer Inc.",NY,100000000286,274.4,10/22/2014,GNRL,207268194
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,259.32,09/19/2014,GNRL,188069734
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,190.13,09/19/2014,GNRL,188069480
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,179.96,12/04/2014,GNRL,188174010
59461,GNRL,"Pfizer Inc.",NY,100000000286,171.36,05/22/2014,GNRL,207180144
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,171.01,11/18/2014,GNRL,188157760
59461,GNRL,"Covidien Sales LLC",MA,100000000098,115.39,09/11/2014,GNRL,222029986
59461,GNRL,"Pfizer Inc.",NY,100000000286,90.40,08/27/2013,GNRL,205174194
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,88.14,12/12/2013,GNRL,13999446
59461,GNRL,"St. Jude Medical, Inc.",MN,100000000310,88.10,10/15/2013,GNRL,100593594
59461,GNRL,"Pfizer Inc.",NY,100000000286,86.95,10/19/2014,GNRL,206291488
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,85.9,04/15/2014,GNRL,187852886
59461,GNRL,"Pfizer Inc.",NY,100000000286,83.56,11/08/2014,GNRL,206847076
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,75.6,10/16/2014,GNRL,188105480
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,75.6,10/16/2014,GNRL,188105482
59461,GNRL,"St. Jude Medical, Inc.",MN,100000000310,69.5,04/22/2014,GNRL,164774496
59461,GNRL,"St. Jude Medical, Inc.",MN,100000000310,68.75,12/11/2013,GNRL,100609216
59461,GNRL,"Pfizer Inc.",NY,100000000286,62.15,09/11/2013,GNRL,205105356
59461,GNRL,"BIOTRONIK INC.",OR,100000010579,55.50,09/12/2013,GNRL,221269276
59461,GNRL,"Pfizer Inc.",NY,100000000286,51.55,11/08/2014,GNRL,206847068
59461,GNRL,"Pfizer Inc.",NY,100000000286,51.49,08/16/2013,GNRL,205415794
59461,GNRL,"Pfizer Inc.",NY,100000000286,45.20,10/05/2013,GNRL,205596042
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,44.33,11/18/2014,GNRL,188157534
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,43.84,11/04/2014,GNRL,188136044
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,42.08,09/19/2014,GNRL,188068942
59461,GNRL,"Pfizer Inc.",NY,100000000286,39.66,05/28/2014,GNRL,207180138
59461,GNRL,"St. Jude Medical, Inc.",MN,100000000310,37.81,11/13/2013,GNRL,100601012
59461,GNRL,"Pfizer Inc.",NY,100000000286,36.73,09/11/2013,GNRL,205140062
59461,GNRL,"Abbott Laboratories",IL,100000010680,36.04,10/04/2013,GNRL,102325940
59461,GNRL,"Pfizer Inc.",NY,100000000286,32.67,08/20/2013,GNRL,205120290
59461,GNRL,"Boston Scientific Corporation",MA,100000005674,29.87,11/05/2013,GNRL,101881854
59461,GNRL,"St. Jude Medical, Inc.",MN,100000000310,28.91,11/01/2013,GNRL,100600938
59461,GNRL,"Boston Scientific Corporation",MA,100000005674,27.34,02/03/2014,GNRL,153249476
59461,GNRL,"Pfizer Inc.",NY,100000000286,25.50,09/13/2013,GNRL,205105368
59461,GNRL,"Cordis Corporation",CA,100000005411,24.46,12/11/2013,GNRL,10404240
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,24.05,12/04/2014,GNRL,188173602
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,20.92,10/16/2014,GNRL,188104622
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,18.92,09/19/2014,GNRL,188069082
59461,GNRL,"DePuy Synthes Sales Inc.",MA,100000005615,17.31,04/22/2014,GNRL,120863105
59461,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,15.96,03/10/2014,GNRL,196498678
59461,GNRL,"Daiichi Sankyo Inc.",NJ,100000000195,15.65,08/26/2014,GNRL,199576144
59461,GNRL,"Actelion Pharmaceuticals US, Inc.",CA,100000010813,14.01,08/05/2014,GNRL,194981832
59461,GNRL,"ZOLL Lifecor Corporation",PA,100000000178,13.91,11/19/2013,GNRL,103983792
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,13.88,10/15/2014,GNRL,188098000
59461,GNRL,"Pfizer Inc.",NY,100000000286,13.55,09/13/2013,GNRL,205140054
59461,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,13.53,11/01/2013,GNRL,104384958
59461,GNRL,"Covidien Sales LLC",MA,100000000098,13.45,09/11/2014,GNRL,222029988
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,13.24,06/24/2014,GNRL,187935996
59461,GNRL,"Pfizer Inc.",NY,100000000286,12.97,03/25/2014,GNRL,207234414
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,12.78,12/12/2013,GNRL,13999444
59461,GNRL,"Pfizer Inc.",NY,100000000286,12.31,10/19/2014,GNRL,207268186
59461,GNRL,"Pfizer Inc.",NY,100000000286,12.03,11/01/2014,GNRL,207339054
59461,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,11.96,05/13/2014,GNRL,187884502
59461,GNRL,"Actelion Pharmaceuticals US, Inc.",CA,100000010813,11.86,10/28/2014,GNRL,194981834
59461,GNRL,"ZOLL Services LLC (A/K/A ZOLL LifeCor Corp)",PA,100000000178,11.8,12/16/2014,GNRL,202989518
59461,GNRL,"Pfizer Inc.",NY,100000000286,11.79,02/05/2014,GNRL,206165520
