Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
33805,GNRL,"Cochlear Americas",CO,100000005734,24450,02/20/2014,GNRL,187132854
33805,GNRL,"DePuy Orthopaedics Inc.",IN,100000005706,6999.92,08/20/2013,GNRL,10433551
33805,GNRL,"Stryker Corporation",MI,100000010503,5000,08/22/2014,GNRL,199135374
33805,GNRL,"Medtronic Xomed, Inc.",MN,100000010388,3968.00,10/08/2013,GNRL,12815558
33805,GNRL,"Cochlear Americas",CO,100000005734,3900,09/14/2014,GNRL,187130996
33805,GNRL,"Cochlear Americas",CO,100000005734,3600,01/20/2014,GNRL,187132848
33805,GNRL,"Cochlear Americas",CO,100000005734,2500,01/07/2014,GNRL,187130838
33805,GNRL,"Advanced Bionics, LLC",CA,100000010424,2500,10/11/2014,GNRL,217773078
33805,GNRL,"Cochlear Americas",CO,100000005734,2400.00,11/15/2013,GNRL,105358700
33805,GNRL,"Advanced Bionics, LLC",CA,100000010424,2385.00,12/19/2013,GNRL,104247792
33805,GNRL,"Cochlear Americas",CO,100000005734,2315.70,10/16/2013,GNRL,105358706
33805,GNRL,"Stryker Corporation",MI,100000010503,2174,08/22/2014,GNRL,199135386
33805,GNRL,"Advanced Bionics, LLC",CA,100000010424,2032.06,12/19/2013,GNRL,104247794
33805,GNRL,"Advanced Bionics, LLC",CA,100000010424,1802.32,11/10/2014,GNRL,217773072
33805,GNRL,"Cochlear Americas",CO,100000005734,1232.04,11/13/2013,GNRL,105358708
33805,GNRL,"Cochlear Americas",CO,100000005734,1033.60,11/15/2013,GNRL,105358702
33805,GNRL,"Cochlear Americas",CO,100000005734,973.60,11/13/2013,GNRL,105358714
33805,GNRL,"Cochlear Americas",CO,100000005734,915.15,11/10/2013,GNRL,105357698
33805,GNRL,"Cochlear Americas",CO,100000005734,726.62,05/02/2014,GNRL,187130855
33805,GNRL,"Cochlear Americas",CO,100000005734,688.2,09/30/2014,GNRL,187131000
33805,GNRL,"Medtronic Xomed, Inc.",MN,100000010388,683.80,10/08/2013,GNRL,12815567
33805,GNRL,"Stryker Corporation",MI,100000010503,600,01/28/2014,GNRL,199135382
33805,GNRL,"Cochlear Americas",CO,100000005734,539.32,09/19/2014,GNRL,187127816
33805,GNRL,"Cochlear Americas",CO,100000005734,524.04,01/12/2014,GNRL,187132834
33805,GNRL,"Cochlear Americas",CO,100000005734,505.47,09/23/2013,GNRL,105357696
33805,GNRL,"Cochlear Americas",CO,100000005734,498,01/12/2014,GNRL,187132844
33805,GNRL,"Cochlear Americas",CO,100000005734,416.25,10/29/2013,GNRL,105357694
33805,GNRL,"Stryker Corporation",MI,100000010503,350,01/28/2014,GNRL,199135384
33805,GNRL,"Stryker Corporation",MI,100000010503,333.26,08/22/2014,GNRL,199135390
33805,GNRL,"Cochlear Americas",CO,100000005734,308.58,11/09/2013,GNRL,105357692
33805,GNRL,"Stryker Corporation",MI,100000010503,274.5,08/22/2014,GNRL,199135394
33805,RSRCH,"Cochlear Americas",CO,100000005734,268.96,02/22/2014,RSRCH,174047958
33805,GNRL,"Cochlear Americas",CO,100000005734,185.44,11/07/2013,GNRL,105357690
33805,GNRL,"Cochlear Americas",CO,100000005734,178.8,01/12/2014,GNRL,187132840
33805,RSRCH,"Cochlear Americas",CO,100000005734,174.85,02/22/2014,RSRCH,174047960
33805,GNRL,"Cochlear Americas",CO,100000005734,166.91,09/21/2014,GNRL,187127836
33805,GNRL,"Medtronic Xomed, Inc.",MN,100000010388,166.82,08/19/2013,GNRL,12815563
33805,GNRL,"Cochlear Americas",CO,100000005734,166.19,12/11/2014,GNRL,187127830
33805,GNRL,"Cochlear Americas",CO,100000005734,148.52,09/19/2014,GNRL,187127818
33805,GNRL,"Cochlear Americas",CO,100000005734,140.83,06/18/2014,GNRL,187127832
