Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
349053,"GAC International LLC",PA,100000010669,7629.52,06/30/2014,"In-kind items and services",170115066,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,5538.17,09/19/2013,"In-kind items and services",104973950,Gift,"","","",""
349053,"GAC International LLC",PA,100000010669,5216,06/10/2014,"In-kind items and services",170115064,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,4599.69,10/14/2014,"In-kind items and services",170116616,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,3852.38,08/02/2013,"In-kind items and services",104973732,Gift,"","","",""
349053,"GAC International LLC",PA,100000010669,3794.33,08/15/2013,"In-kind items and services",104973734,Gift,"","","",""
349053,"GAC International LLC",PA,100000010669,3545.55,08/19/2014,"In-kind items and services",170116084,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,3263.9,07/24/2014,"In-kind items and services",170115968,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,2375.78,11/30/2014,"In-kind items and services",170116898,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,1255.40,11/25/2013,"In-kind items and services",104974388,Gift,"","","",""
349053,"GAC International LLC",PA,100000010669,915.57,08/11/2014,"In-kind items and services",170116080,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,899.60,10/09/2013,"In-kind items and services",104974178,Gift,"","","",""
349053,"GAC International LLC",PA,100000010669,758.25,06/10/2014,"In-kind items and services",170115062,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,591.68,08/11/2014,"In-kind items and services",170116082,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,370.20,10/23/2013,"In-kind items and services",104974180,Gift,"","","",""
349053,"GAC International LLC",PA,100000010669,370.2,01/08/2014,"In-kind items and services",170113782,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,295.84,07/21/2014,"In-kind items and services",170115966,Grant,"","","",""
349053,"GAC International LLC",PA,100000010669,77.65,12/10/2013,"Cash or cash equivalent",104974640,"Food and Beverage","","","",""
349053,"GAC International LLC",PA,100000010669,40.50,10/24/2013,"In-kind items and services",104974182,Gift,"","","",""
349053,"GAC International LLC",PA,100000010669,19.03,05/22/2014,"Cash or cash equivalent",170115784,"Food and Beverage","","","",""
349053,"GAC International LLC",PA,100000010669,6.66,12/10/2013,"Cash or cash equivalent",104974638,"Food and Beverage","","","",""
349053,"GAC International LLC",PA,100000010669,3.15,12/10/2013,"Cash or cash equivalent",104974636,"Food and Beverage","","","",""
