Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
55276,"Sunovion Pharmaceuticals Inc.",MA,100000000254,3896.62,01/29/2014,"In-kind items and services",163137792,"Travel and Lodging","",Latuda,"",""
55276,"Sunovion Pharmaceuticals Inc.",MA,100000000254,3896.62,01/29/2014,"Cash or cash equivalent",163071392,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Latuda,"",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,3500,03/06/2014,"Cash or cash equivalent",216239244,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,3500,04/01/2014,"Cash or cash equivalent",216239292,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,3500,04/01/2014,"Cash or cash equivalent",216239294,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,3335,10/15/2014,"Cash or cash equivalent",193601164,"Consulting Fee","",BRINTELLIX,"",""
55276,"Takeda Pharmaceuticals U.S.A., Inc.",IL,100000000337,3241.56,07/21/2014,"Cash or cash equivalent",193601326,"Consulting Fee","",Brintellix,"",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,3000,02/27/2014,"Cash or cash equivalent",216239176,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,3000,04/15/2014,"Cash or cash equivalent",216239340,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,3000,03/04/2014,"Cash or cash equivalent",216239224,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,3000,05/22/2014,"Cash or cash equivalent",216239426,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,2900.00,11/07/2013,"Cash or cash equivalent",31928392,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,2900.00,10/15/2013,"Cash or cash equivalent",31928369,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,2900,05/15/2014,"Cash or cash equivalent",216239376,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,2900,02/27/2014,"Cash or cash equivalent",216239180,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,2875,12/04/2014,"Cash or cash equivalent",193601264,"Consulting Fee","",BRINTELLIX,"",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,2500,05/20/2014,"Cash or cash equivalent",216239404,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY MAINTENA","",""
55276,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,2500,02/18/2014,"Cash or cash equivalent",216239108,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","ABILIFY TABLET","",""
55276,"Sunovion Pharmaceuticals Inc.",MA,100000000254,2450,06/18/2014,"Cash or cash equivalent",163065586,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Latuda,"",""
