Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,21240,11/25/2014,GNRL,137304632
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,13740,05/23/2014,GNRL,137304546
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,8740,04/08/2014,GNRL,137304292
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,6250,11/25/2014,GNRL,137303864
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,6250,07/14/2014,GNRL,137303870
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,3750,02/21/2014,GNRL,137302678
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,1250,01/31/2014,GNRL,137295226
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,119.48,10/15/2014,GNRL,137237610
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,115.43,02/05/2014,GNRL,137234908
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,100.1,12/01/2014,GNRL,137223814
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,95.77,02/12/2014,GNRL,137220188
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,85.1,11/20/2014,GNRL,137212028
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,83.13,06/27/2014,GNRL,137210354
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,34.15,11/19/2014,GNRL,137156296
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,30.66,09/24/2014,GNRL,137150571
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,27.27,06/26/2014,GNRL,137143950
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,22.14,01/27/2014,GNRL,137130520
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,21.23,02/13/2014,GNRL,137127624
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,19.05,10/16/2014,GNRL,137120075
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,18.71,06/26/2014,GNRL,137117986
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,18.15,02/05/2014,GNRL,137115286
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,14.21,11/21/2014,GNRL,137090302
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,12.54,10/15/2014,GNRL,137076446
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,10.81,12/02/2014,GNRL,137060176
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,9.65,11/20/2014,GNRL,137053180
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,8.53,06/26/2014,GNRL,137053176
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,3.82,05/23/2014,GNRL,137053169
748966,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,3.7,05/21/2014,GNRL,137053164
