Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
153292,"Baxter Healthcare",IL,100000011010,2250,06/04/2014,"Cash or cash equivalent",211024516,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2250,07/04/2014,"Cash or cash equivalent",211114570,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2250,08/04/2014,"Cash or cash equivalent",211113442,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2250,12/04/2014,"Cash or cash equivalent",211113630,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2250,10/04/2014,"Cash or cash equivalent",211113830,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2250,09/04/2014,"Cash or cash equivalent",211114562,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2250,11/04/2014,"Cash or cash equivalent",211114560,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2150.00,11/12/2013,"Cash or cash equivalent",104771608,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2150.00,12/12/2013,"Cash or cash equivalent",104771600,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2150.00,08/04/2013,"Cash or cash equivalent",104771614,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
153292,"Baxter Healthcare",IL,100000011010,2150.00,10/04/2013,"Cash or cash equivalent",104771612,"Consulting Fee","","BioTherapeutics - Non Product Related","",""
