Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3700,07/08/2014,"Cash or cash equivalent",149156960,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,07/08/2014,"Cash or cash equivalent",150531608,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,2000,10/28/2014,"Cash or cash equivalent",188478394,"Consulting Fee","","","",""
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1850,03/30/2014,"Cash or cash equivalent",148783112,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1850,07/08/2014,"Cash or cash equivalent",150453842,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1850,12/18/2014,"Cash or cash equivalent",150889626,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1850,12/18/2014,"Cash or cash equivalent",150938320,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1850,11/10/2014,"Cash or cash equivalent",149468394,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1400,12/10/2014,"Cash or cash equivalent",149400138,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1400,07/08/2014,"Cash or cash equivalent",148592222,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1300.00,11/06/2013,"Cash or cash equivalent",13970052,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"",""
153526,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1300.00,11/13/2013,"Cash or cash equivalent",13970053,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"",""
153526,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1300.00,10/02/2013,"Cash or cash equivalent",13970051,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"",""
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1300,05/21/2014,"Cash or cash equivalent",148399268,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1300,05/02/2014,"Cash or cash equivalent",149970770,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",FARXIGA,"","Speaker Fee"
153526,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1300,01/29/2014,"Cash or cash equivalent",187748030,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"",""
153526,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,1200.00,12/06/2013,"Cash or cash equivalent",103306552,"Consulting Fee","",Oseni,Kazano,""
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1199.68,06/26/2014,"In-kind items and services",148441556,"Travel and Lodging","",BYDUREON,"","Speaker Expenses"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,900,12/18/2014,"Cash or cash equivalent",148862384,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,800,01/16/2014,"Cash or cash equivalent",148364082,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,800,01/16/2014,"Cash or cash equivalent",150226016,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"INSULET CORPORATION",MA,100000005484,656.25,08/23/2013,"Cash or cash equivalent",105391888,"Consulting Fee","","","",""
153526,"Takeda Pharmaceuticals U.S.A., Inc.",IL,100000000337,250.00,08/27/2013,"Cash or cash equivalent",103306554,"Consulting Fee","",Oseni,Kazano,""
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,250,12/18/2014,"Cash or cash equivalent",150936880,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,250,02/24/2014,"Cash or cash equivalent",149534275,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,129.96,06/26/2014,"In-kind items and services",150797812,"Travel and Lodging","",BYDUREON,"","Speaker Expenses"
153526,"Actelion Pharmaceuticals US, Inc.",CA,100000010813,126,02/25/2014,"In-kind items and services",194991860,"Food and Beverage","","OPSUMIT MACITENTAN","",""
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,103.41,11/04/2014,"In-kind items and services",149257350,"Food and Beverage","",BYDUREON,"","Speaker Expenses"
153526,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,99.56,11/13/2013,"Cash or cash equivalent",13970058,"Food and Beverage","",BYDUREON,"",""
153526,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,89.23,01/29/2014,"Cash or cash equivalent",187751620,"Food and Beverage","",BYDUREON,"",""
153526,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,87.78,10/28/2014,"In-kind items and services",188861720,"Food and Beverage","","","",""
153526,"INSULET CORPORATION",MA,100000005484,87.5,03/19/2014,"Cash or cash equivalent",215519984,"Consulting Fee","","","",""
153526,"AstraZeneca Pharmaceuticals LP",DE,100000000146,84.15,03/19/2014,"In-kind items and services",148246202,"Food and Beverage","",BYDUREON,"","Speaker Expenses"
