Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
190130,"Smith & Nephew, Inc.",TN,100000005456,132250,04/25/2014,"Cash or cash equivalent",183023629,"Royalty or License","MTP Solutions","","","Payment made to a company that the physician is one of the investors."
190130,"Smith & Nephew, Inc.",TN,100000005456,84745.76,10/10/2013,"Cash or cash equivalent",101831904,"Royalty or License","MTP Solutions","","","Payment made to a company that the physician is one of the investors."
190130,"Smith & Nephew, Inc.",TN,100000005456,7500,11/26/2014,"Cash or cash equivalent",182994228,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,7000,06/26/2014,"Cash or cash equivalent",182811292,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,6000,07/30/2014,"Cash or cash equivalent",182842864,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,3250,07/15/2014,"Cash or cash equivalent",182845776,"Consulting Fee","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,915.2,10/17/2014,"In-kind items and services",182978368,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,813.79,05/28/2014,"In-kind items and services",182932296,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,762.71,07/18/2014,"In-kind items and services",182866006,"Travel and Lodging","","","",""
190130,"Arthrex, Inc.",FL,100000005371,500,10/30/2014,"Cash or cash equivalent",187662974,"Consulting Fee","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,462,07/17/2014,"In-kind items and services",182866002,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,333.45,10/18/2014,"In-kind items and services",182978374,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,275.96,05/29/2014,"In-kind items and services",182932300,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,263.8,10/18/2014,"In-kind items and services",182978372,"Travel and Lodging","","","",""
190130,"Arthrex, Inc.",FL,100000005371,250.00,08/01/2013,"Cash or cash equivalent",23193635,"Consulting Fee","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,187.02,05/29/2014,"In-kind items and services",182932304,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,154.21,07/18/2014,"In-kind items and services",182866010,"Travel and Lodging","","","",""
190130,"Arthrex, Inc.",FL,100000005371,125,11/06/2014,"Cash or cash equivalent",187662976,"Consulting Fee","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,110.94,07/18/2014,"In-kind items and services",182866016,"Travel and Lodging","","","",""
190130,"Tornier, Inc.",MN,100000010814,100.44,10/02/2014,"In-kind items and services",220268094,"Food and Beverage","","LE - Salto Talaris Total Ankle","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,91.81,07/18/2014,"In-kind items and services",182866020,"Food and Beverage","","","",""
190130,"WRIGHT MEDICAL TECHNOLOGY, INC.",TN,100000086401,88.38,03/06/2014,"In-kind items and services",220681912,"Food and Beverage","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,43.83,05/29/2014,"In-kind items and services",182972752,"Food and Beverage","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,38.53,11/26/2014,"Cash or cash equivalent",182994448,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,36.04,05/29/2014,"In-kind items and services",182939822,"Food and Beverage","","","",""
190130,"Tornier, Inc.",MN,100000010814,34.17,10/01/2014,"In-kind items and services",220268092,"Food and Beverage","","UE - Aequalis Ascend Flex","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,27.65,10/18/2014,"In-kind items and services",182978378,"Food and Beverage","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,25.62,11/26/2014,"Cash or cash equivalent",182994232,"Food and Beverage","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,24.42,07/30/2014,"Cash or cash equivalent",182842872,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,23.97,06/26/2014,"Cash or cash equivalent",182811311,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,23.75,09/21/2014,"In-kind items and services",183004652,"Food and Beverage","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,21.84,05/29/2014,"In-kind items and services",182939818,"Food and Beverage","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,15.05,07/30/2014,"Cash or cash equivalent",182945604,"Food and Beverage","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,12,06/26/2014,"Cash or cash equivalent",182811314,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,12,07/30/2014,"Cash or cash equivalent",182842875,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,9.95,06/26/2014,"Cash or cash equivalent",182811296,"Travel and Lodging","","","",""
190130,"Smith & Nephew, Inc.",TN,100000005456,9.67,07/30/2014,"Cash or cash equivalent",182842868,"Food and Beverage","","","",""
