Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
905186,"Tornier, Inc.",MN,100000010814,40893,03/19/2014,"Cash or cash equivalent",220267034,"Royalty or License","","LE - MaxLock Extreme","LE - Mini MaxLock Extreme",""
905186,"Tornier, Inc.",MN,100000010814,37308,06/11/2014,"Cash or cash equivalent",220267032,"Royalty or License","","LE - MaxLock Extreme","LE - Mini MaxLock Extreme",""
905186,"Tornier, Inc.",MN,100000010814,32865,09/19/2014,"Cash or cash equivalent",220267030,"Royalty or License","","LE - MaxTorque Cann Screw Sys","",""
905186,"Tornier, Inc.",MN,100000010814,5892,03/13/2014,"Cash or cash equivalent",220267028,"Consulting Fee","","LE - Salto Talaris Total Ankle","",""
905186,"Tornier, Inc.",MN,100000010814,4800,01/13/2014,"Cash or cash equivalent",220267026,"Consulting Fee","","LE - Mini MaxLock Extreme","LE - Cannulated Intra Fix Sys",""
905186,"Tornier, Inc.",MN,100000010814,2692.03,06/23/2014,"Cash or cash equivalent",220267024,"Consulting Fee","","LE - Salto Talaris Total Ankle","",""
905186,"Tornier, Inc.",MN,100000010814,2238.48,08/18/2014,"Cash or cash equivalent",220267022,"Consulting Fee","","LE - MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,1650,08/18/2014,"Cash or cash equivalent",220267020,"Consulting Fee","","LE - MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,1200,07/07/2014,"In-kind items and services",220267018,"Travel and Lodging","","LE - Mini MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,886,01/01/2014,"In-kind items and services",220267016,"Travel and Lodging","","LE - Salto Talaris Total Ankle","LE - Stabilis Plating System",""
905186,"Tornier, Inc.",MN,100000010814,674.7,01/13/2014,"In-kind items and services",220267014,"Travel and Lodging","","LE - Mini MaxLock Extreme","LE - Cannulated Intra Fix Sys",""
905186,"Tornier, Inc.",MN,100000010814,268.8,03/06/2014,"In-kind items and services",220267012,"Travel and Lodging","","LE - Salto Talaris Total Ankle","LE - Stabilis Plating System",""
905186,"Tornier, Inc.",MN,100000010814,252,02/10/2014,"In-kind items and services",220267010,"Travel and Lodging","","LE - Salto Talaris Total Ankle","LE - Stabilis Plating System",""
905186,"RSW Medical Company, Inc.",SD,100000010409,199.00,10/14/2013,"In-kind items and services",22617934,Education,"","","",""
905186,"Tornier, Inc.",MN,100000010814,149.2,03/13/2014,"In-kind items and services",220267008,"Food and Beverage","","LE - Mini MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,146.49,03/06/2014,"In-kind items and services",220267006,"Food and Beverage","","LE - Salto Talaris Total Ankle","",""
905186,"Tornier, Inc.",MN,100000010814,134.7,03/06/2014,"In-kind items and services",220267004,"Travel and Lodging","","LE - Salto Talaris Total Ankle","LE - Stabilis Plating System",""
905186,"Tornier, Inc.",MN,100000010814,133.92,12/19/2014,"In-kind items and services",220267002,"Travel and Lodging","","LE - Mini MaxLock Extreme","",""
905186,"Paragon 28, Inc.",CO,100000010964,101.41,05/22/2014,"Cash or cash equivalent",193041332,"Food and Beverage","","","","Dinner meeting to discuss product portfolio"
905186,"Tornier, Inc.",MN,100000010814,70.13,09/15/2014,"In-kind items and services",220267000,"Food and Beverage","","LE - Salto Talaris Total Ankle","",""
905186,"Tornier, Inc.",MN,100000010814,63.81,03/07/2014,"In-kind items and services",220266998,"Food and Beverage","","LE - MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,63.29,03/06/2014,"In-kind items and services",220266996,"Food and Beverage","","LE - Salto Talaris Total Ankle","LE - Stabilis Plating System",""
905186,"Tornier, Inc.",MN,100000010814,55.65,03/07/2014,"In-kind items and services",220266994,"Food and Beverage","","LE - Salto Talaris Total Ankle","LE - Stabilis Plating System",""
905186,"Tornier, Inc.",MN,100000010814,33.75,03/26/2014,"In-kind items and services",220266992,"Travel and Lodging","","LE - Keelmid-foot plates","",""
905186,"Tornier, Inc.",MN,100000010814,33.18,03/07/2014,"In-kind items and services",220266990,"Travel and Lodging","","LE - Salto Talaris Total Ankle","LE - Stabilis Plating System",""
905186,"Tornier, Inc.",MN,100000010814,32.26,09/20/2014,"In-kind items and services",220266988,"Food and Beverage","","LE - MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,13.79,07/11/2014,"In-kind items and services",220266986,"Food and Beverage","","LE - Mini Inv FA Technique","",""
905186,"Tornier, Inc.",MN,100000010814,12,08/15/2014,"In-kind items and services",220266984,"Food and Beverage","","LE - MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,6.14,09/19/2014,"In-kind items and services",220266982,"Food and Beverage","","LE - MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,1.43,07/11/2014,"In-kind items and services",220266980,"Food and Beverage","","LE - Mini Inv FA Technique","",""
905186,"Tornier, Inc.",MN,100000010814,0,09/19/2014,"Cash or cash equivalent",220266976,"Royalty or License","","LE - MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,0,09/19/2014,"Cash or cash equivalent",220266978,"Royalty or License","","LE - Mini MaxLock Extreme","",""
905186,"Tornier, Inc.",MN,100000010814,0,09/19/2014,"Cash or cash equivalent",220266974,"Royalty or License","","LE - CalcLock Extreme","",""
