Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,3600,11/11/2014,"Cash or cash equivalent",188144230,"Consulting Fee","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,3275,05/08/2014,"Cash or cash equivalent",187880964,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,3275,07/28/2014,"Cash or cash equivalent",187986556,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1900.00,10/24/2013,"Cash or cash equivalent",14023912,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1900.00,11/15/2013,"Cash or cash equivalent",14023911,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1500.00,10/18/2013,"Cash or cash equivalent",14023910,"Consulting Fee","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1077.08,07/28/2014,"Cash or cash equivalent",187988780,"Travel and Lodging","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,945.5,05/08/2014,"Cash or cash equivalent",187882156,"Travel and Lodging","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,805.21,10/24/2013,"Cash or cash equivalent",14023920,"Travel and Lodging","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,781.24,07/28/2014,"Cash or cash equivalent",187988774,"Travel and Lodging","",NULOJIX,"",""
1268775,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,692.50,10/18/2013,"Cash or cash equivalent",14023919,"Travel and Lodging","",NULOJIX,"",""
