Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
352640,"AbbVie, Inc.",IL,100000000204,3400,08/25/2014,"Cash or cash equivalent",189471386,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
352640,"Gilead Sciences Inc",CA,100000000108,3000,03/25/2014,"Cash or cash equivalent",164534980,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","680636-1760615-8027718 - 1008601 - 20822173-1008601-Gilead Sciences-VRL"
352640,"Gilead Sciences Inc",CA,100000000108,3000,11/04/2014,"Cash or cash equivalent",164535002,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","733451-1833818-8032981 - 1038902 - 20822173-1038902-Gilead Sciences-VRL"
352640,"AbbVie, Inc.",IL,100000000204,2975,12/16/2014,"Cash or cash equivalent",189654428,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
352640,"Gilead Sciences Inc",CA,100000000108,2500,03/08/2014,"Cash or cash equivalent",164534972,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","603402-1639817-mzamel20140424111513-34-mzamel20140424111513-34-34-Gilead Sciences-VRL"
352640,"Gilead Sciences Inc",CA,100000000108,2500,04/24/2014,"Cash or cash equivalent",164534982,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","694125-1779079-8028836 - 1014274 - 20822173-1014274-Gilead Sciences-VRL"
352640,"Gilead Sciences Inc",CA,100000000108,2500,10/23/2014,"Cash or cash equivalent",164535116,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",Harvoni,"","741096-1845467-mzamel20141217081221-34-mzamel20141217081221-34-34-Gilead Sciences-VRL"
352640,"Gilead Sciences Inc",CA,100000000108,2500,09/20/2014,"Cash or cash equivalent",164535114,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","740927-1845298-mzamel20141217075831-94-mzamel20141217075831-94-94-Gilead Sciences-VRL"
352640,"Gilead Sciences Inc",CA,100000000108,2500,09/30/2014,"Cash or cash equivalent",164534999,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","709309-1801433-8032617 - 1034081 - 20822173-1034081-Gilead Sciences-VRL"
352640,"Bayer HealthCare Pharmaceuticals Inc.",NJ,100000005467,2240.00,11/19/2013,"Cash or cash equivalent",31069614,"Consulting Fee","",Nexavar,"",""
