Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
274203,"Siemens Medical Solutions USA, Inc.",PA,100000010755,15000,04/08/2014,"Cash or cash equivalent",152008492,"Consulting Fee","","","",""
274203,"HOLOGIC INC",MA,100000010400,4000,02/12/2014,"Cash or cash equivalent",181492642,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
274203,"Philips Electronics North America Corporation",MA,100000000198,2000,12/12/2014,"Cash or cash equivalent",193159750,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
274203,"HOLOGIC INC",MA,100000010400,2000,06/30/2014,"Cash or cash equivalent",181492652,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
274203,"HOLOGIC INC",MA,100000010400,2000,11/13/2014,"Cash or cash equivalent",181492664,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
274203,"HOLOGIC INC",MA,100000010400,1500,05/08/2014,"Cash or cash equivalent",181492656,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
274203,"HOLOGIC INC",MA,100000010400,750,09/11/2014,"Cash or cash equivalent",181492658,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
274203,"Siemens Medical Solutions USA, Inc.",PA,100000010755,598.06,10/07/2014,"In-kind items and services",152016166,"Travel and Lodging","","","",""
274203,"Siemens Medical Solutions USA, Inc.",PA,100000010755,548.30,11/14/2013,"In-kind items and services",105379178,"Travel and Lodging","","","",""
274203,"Siemens Medical Solutions USA, Inc.",PA,100000010755,509.84,10/07/2014,"In-kind items and services",152019284,"Travel and Lodging","","","",""
274203,"Siemens Medical Solutions USA, Inc.",PA,100000010755,505.23,11/07/2013,"In-kind items and services",105378862,"Travel and Lodging","","","",""
274203,"Becton, Dickinson and Company",NJ,100000005485,500,07/10/2014,"Cash or cash equivalent",215941558,"Consulting Fee","","","",""
274203,"Siemens Medical Solutions USA, Inc.",PA,100000010755,448.3,09/09/2014,"In-kind items and services",152016212,"Travel and Lodging","","","",""
274203,"Siemens Medical Solutions USA, Inc.",PA,100000010755,446.02,11/07/2013,"In-kind items and services",105378860,"Travel and Lodging","","","",""
274203,"HOLOGIC INC",MA,100000010400,396.6,02/12/2014,"Cash or cash equivalent",181492650,"Travel and Lodging","","","",""
