Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
117573,"Amarin Pharma Inc.",NJ,100000010379,2500.00,10/29/2013,"In-kind items and services",32212691,Honoraria,"",Vascepa,"",""
117573,"Amarin Pharma Inc.",NJ,100000010379,2500.00,10/15/2013,"In-kind items and services",32211628,Honoraria,"",Vascepa,"",""
117573,"Amarin Pharma Inc.",NJ,100000010379,2500.00,08/12/2013,"In-kind items and services",32206924,Honoraria,"",Vascepa,"",""
117573,"Novo Nordisk Inc",NJ,100000000144,2050,03/28/2014,"Cash or cash equivalent",160613066,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","MARK CARLSON CONSULTING, PLLC",Victoza,"",""
117573,"Novo Nordisk Inc",NJ,100000000144,2050,03/19/2014,"Cash or cash equivalent",160634241,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","MARK CARLSON CONSULTING, PLLC",NovoLog,"",""
117573,"Novo Nordisk Inc",NJ,100000000144,2050,10/27/2014,"Cash or cash equivalent",160617022,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","MARK CARLSON CONSULTING, PLLC",Victoza,"",""
117573,"Novo Nordisk Inc",NJ,100000000144,2050,04/23/2014,"Cash or cash equivalent",160613062,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","MARK CARLSON CONSULTING, PLLC",Victoza,"",""
117573,"Novo Nordisk Inc",NJ,100000000144,1870.00,10/11/2013,"Cash or cash equivalent",32268051,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","MARK O. CARLSON, M.D.",Victoza,"","Fair market value compensation to speak, educate, and provide healthcare providers and patients with balanced scientific and clinical information regarding disease state and Novo Nordisk products."
117573,"Novo Nordisk Inc",NJ,100000000144,1614.12,10/12/2013,"In-kind items and services",32268050,"Travel and Lodging","",Victoza,"",""
117573,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,1595,08/06/2014,"Cash or cash equivalent",194238713,"Consulting Fee","",Kazano,Oseni,""
