Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3750,09/16/2014,"Cash or cash equivalent",149200220,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3700,12/04/2014,"Cash or cash equivalent",150117600,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3700,04/23/2014,"Cash or cash equivalent",149960487,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3700,12/01/2014,"Cash or cash equivalent",150407003,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,08/19/2014,"Cash or cash equivalent",150908988,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,01/06/2014,"Cash or cash equivalent",148704442,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,04/23/2014,"Cash or cash equivalent",148427542,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,10/12/2014,"Cash or cash equivalent",149412497,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,11/09/2014,"Cash or cash equivalent",148424842,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,10/26/2014,"Cash or cash equivalent",150020590,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","",BYDUREON,"","Speaker Fee"
