Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
792096,"AbbVie, Inc.",IL,100000000204,4000,09/02/2014,"Cash or cash equivalent",189482056,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
792096,"AbbVie, Inc.",IL,100000000204,3500,12/23/2014,"Cash or cash equivalent",189662798,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
792096,"AbbVie, Inc.",IL,100000000204,3500,10/28/2014,"Cash or cash equivalent",189571220,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
792096,"AbbVie, Inc.",IL,100000000204,3500,12/22/2014,"Cash or cash equivalent",189661630,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
792096,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,2925,10/31/2014,"Cash or cash equivalent",188131936,"Consulting Fee","","","",""
792096,"AbbVie, Inc.",IL,100000000204,2500,09/30/2014,"Cash or cash equivalent",189527008,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
792096,"AbbVie, Inc.",IL,100000000204,760.2,12/18/2014,"In-kind items and services",189658312,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,620.2,08/22/2014,"In-kind items and services",189467744,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,534.2,10/21/2014,"In-kind items and services",189557654,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,513.2,12/16/2014,"In-kind items and services",189653262,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,419.18,12/16/2014,"In-kind items and services",189652046,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,302.71,08/22/2014,"In-kind items and services",189467762,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,259.32,08/22/2014,"In-kind items and services",189467742,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,252.63,10/21/2014,"In-kind items and services",189557640,"Travel and Lodging","","","",""
792096,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,216.88,09/30/2014,"Cash or cash equivalent",188081518,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,204.96,12/16/2014,"In-kind items and services",189652044,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,131.31,08/22/2014,"In-kind items and services",189467756,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,128.83,08/22/2014,"In-kind items and services",189467746,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,121.4,08/22/2014,"In-kind items and services",189467750,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,112.65,10/21/2014,"In-kind items and services",189557658,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,112.65,10/21/2014,"In-kind items and services",189557650,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,109.28,10/21/2014,"In-kind items and services",189557652,"Food and Beverage","","","",""
792096,"Gilead Sciences Inc",CA,100000000108,93.34,10/01/2014,"In-kind items and services",168253690,"Food and Beverage","","","","709447-1801571-8032744 - 1623764 - 20814877-1623764-Gilead Sciences"
792096,"Gilead Sciences Inc",CA,100000000108,93.11,11/07/2014,"In-kind items and services",168253695,"Food and Beverage","",Sovaldi,"","718677-1812848-4871326-378-Gilead Sciences"
792096,"Gilead Sciences Inc",CA,100000000108,88.77,06/12/2014,"In-kind items and services",168253686,"Food and Beverage","","","","696570-1781524-8029316 - 1584507 - 20814877-1584507-Gilead Sciences"
792096,"AbbVie, Inc.",IL,100000000204,86.96,05/05/2014,"In-kind items and services",189303248,"Food and Beverage","","","",""
792096,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,78.41,09/30/2014,"Cash or cash equivalent",188081420,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,71.08,12/16/2014,"In-kind items and services",189653270,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,69,12/16/2014,"In-kind items and services",189653266,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,67.77,12/16/2014,"In-kind items and services",189653260,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,58.8,09/25/2014,"In-kind items and services",189519906,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,55,10/21/2014,"In-kind items and services",189557656,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,50,12/16/2014,"In-kind items and services",189653264,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,50,10/21/2014,"In-kind items and services",189557644,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,47.84,12/18/2014,"In-kind items and services",189657278,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,45.14,08/22/2014,"In-kind items and services",189467754,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,29.23,10/21/2014,"In-kind items and services",189557648,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,28,08/22/2014,"In-kind items and services",189467752,"Travel and Lodging","","","",""
792096,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,26.51,09/29/2014,"Cash or cash equivalent",188079954,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,26.32,09/25/2014,"In-kind items and services",189519908,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,25,12/18/2014,"In-kind items and services",189658310,"Travel and Lodging","","","",""
792096,"AbbVie, Inc.",IL,100000000204,23.37,08/22/2014,"In-kind items and services",189466024,"Food and Beverage","","","",""
792096,"AbbVie, Inc.",IL,100000000204,18,08/22/2014,"In-kind items and services",189467760,"Travel and Lodging","","","",""
