Change_Type,Covered_Recipient_Type,Noncovered_Recipient_Entity_Name,Teaching_Hospital_CCN,Teaching_Hospital_ID,Teaching_Hospital_Name,Physician_Profile_ID,Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Physician_Name_Suffix,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_State,Recipient_Zip_Code,Recipient_Country,Recipient_Province,Recipient_Postal_Code,Physician_Primary_Type,Physician_Specialty,Physician_License_State_code1,Physician_License_State_code2,Physician_License_State_code3,Physician_License_State_code4,Physician_License_State_code5,Principal_Investigator_1_Profile_ID,Principal_Investigator_1_First_Name,Principal_Investigator_1_Middle_Name,Principal_Investigator_1_Last_Name,Principal_Investigator_1_Name_Suffix,Principal_Investigator_1_Business_Street_Address_Line1,Principal_Investigator_1_Business_Street_Address_Line2,Principal_Investigator_1_City,Principal_Investigator_1_State,Principal_Investigator_1_Zip_Code,Principal_Investigator_1_Country,Principal_Investigator_1_Province,Principal_Investigator_1_Postal_Code,Principal_Investigator_1_Primary_Type,Principal_Investigator_1_Specialty,Principal_Investigator_1_License_State_code1,Principal_Investigator_1_License_State_code2,Principal_Investigator_1_License_State_code3,Principal_Investigator_1_License_State_code4,Principal_Investigator_1_License_State_code5,Principal_Investigator_2_Profile_ID,Principal_Investigator_2_First_Name,Principal_Investigator_2_Middle_Name,Principal_Investigator_2_Last_Name,Principal_Investigator_2_Name_Suffix,Principal_Investigator_2_Business_Street_Address_Line1,Principal_Investigator_2_Business_Street_Address_Line2,Principal_Investigator_2_City,Principal_Investigator_2_State,Principal_Investigator_2_Zip_Code,Principal_Investigator_2_Country,Principal_Investigator_2_Province,Principal_Investigator_2_Postal_Code,Principal_Investigator_2_Primary_Type,Principal_Investigator_2_Specialty,Principal_Investigator_2_License_State_code1,Principal_Investigator_2_License_State_code2,Principal_Investigator_2_License_State_code3,Principal_Investigator_2_License_State_code4,Principal_Investigator_2_License_State_code5,Principal_Investigator_3_Profile_ID,Principal_Investigator_3_First_Name,Principal_Investigator_3_Middle_Name,Principal_Investigator_3_Last_Name,Principal_Investigator_3_Name_Suffix,Principal_Investigator_3_Business_Street_Address_Line1,Principal_Investigator_3_Business_Street_Address_Line2,Principal_Investigator_3_City,Principal_Investigator_3_State,Principal_Investigator_3_Zip_Code,Principal_Investigator_3_Country,Principal_Investigator_3_Province,Principal_Investigator_3_Postal_Code,Principal_Investigator_3_Primary_Type,Principal_Investigator_3_Specialty,Principal_Investigator_3_License_State_code1,Principal_Investigator_3_License_State_code2,Principal_Investigator_3_License_State_code3,Principal_Investigator_3_License_State_code4,Principal_Investigator_3_License_State_code5,Principal_Investigator_4_Profile_ID,Principal_Investigator_4_First_Name,Principal_Investigator_4_Middle_Name,Principal_Investigator_4_Last_Name,Principal_Investigator_4_Name_Suffix,Principal_Investigator_4_Business_Street_Address_Line1,Principal_Investigator_4_Business_Street_Address_Line2,Principal_Investigator_4_City,Principal_Investigator_4_State,Principal_Investigator_4_Zip_Code,Principal_Investigator_4_Country,Principal_Investigator_4_Province,Principal_Investigator_4_Postal_Code,Principal_Investigator_4_Primary_Type,Principal_Investigator_4_Specialty,Principal_Investigator_4_License_State_code1,Principal_Investigator_4_License_State_code2,Principal_Investigator_4_License_State_code3,Principal_Investigator_4_License_State_code4,Principal_Investigator_4_License_State_code5,Principal_Investigator_5_Profile_ID,Principal_Investigator_5_First_Name,Principal_Investigator_5_Middle_Name,Principal_Investigator_5_Last_Name,Principal_Investigator_5_Name_Suffix,Principal_Investigator_5_Business_Street_Address_Line1,Principal_Investigator_5_Business_Street_Address_Line2,Principal_Investigator_5_City,Principal_Investigator_5_State,Principal_Investigator_5_Zip_Code,Principal_Investigator_5_Country,Principal_Investigator_5_Province,Principal_Investigator_5_Postal_Code,Principal_Investigator_5_Primary_Type,Principal_Investigator_5_Specialty,Principal_Investigator_5_License_State_code1,Principal_Investigator_5_License_State_code2,Principal_Investigator_5_License_State_code3,Principal_Investigator_5_License_State_code4,Principal_Investigator_5_License_State_code5,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country,Product_Indicator,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Name_of_Associated_Covered_Drug_or_Biological3,Name_of_Associated_Covered_Drug_or_Biological4,Name_of_Associated_Covered_Drug_or_Biological5,NDC_of_Associated_Covered_Drug_or_Biological1,NDC_of_Associated_Covered_Drug_or_Biological2,NDC_of_Associated_Covered_Drug_or_Biological3,NDC_of_Associated_Covered_Drug_or_Biological4,NDC_of_Associated_Covered_Drug_or_Biological5,Name_of_Associated_Covered_Device_or_Medical_Supply1,Name_of_Associated_Covered_Device_or_Medical_Supply2,Name_of_Associated_Covered_Device_or_Medical_Supply3,Name_of_Associated_Covered_Device_or_Medical_Supply4,Name_of_Associated_Covered_Device_or_Medical_Supply5,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Expenditure_Category1,Expenditure_Category2,Expenditure_Category3,Expenditure_Category4,Expenditure_Category5,Expenditure_Category6,Preclinical_Research_Indicator,Delay_in_Publication_Indicator,Name_of_Study,Dispute_Status_for_Publication,Record_ID,Program_Year,Payment_Publication_Date,ClinicalTrials_Gov_Identifier,Research_Information_Link,Context_of_Research
NEW,Covered Recipient Teaching Hospital,,160058,2948,Univ Of Iowa Hosp & Clinic,,,,,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,,,,,,,,1157105,Joel,N,Kline,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,United States,Non-covered,,,,,,,,,,,,,,,,658.84,12/31/2015,In-kind items and services,,,,,,,No,No,"Multicentre, Double-blind, Randomized, Parallel Group, Phase 3 Safety Extension Study to Evaluate the Safety and Tolerability of Benralizumab MEDI-563 in Asthmatic Adults and Adolescents on Inhaled Corticosteroid Plus Long-acting Beta2 Agonist BORA",No,254936860,2015,06/30/2016,,,
NEW,Covered Recipient Teaching Hospital,,160058,2948,UNIV OF IOWA HOSP & CLINIC,,,,,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLOGIC INC,100000010400,HOLOGIC INC,MA,United States,Covered,,,,,,,,,,,Tomosynthesis,,,,,9375.00,10/21/2015,Cash or cash equivalent,,,,,,,No,No,Protocol 15 01 ALARA2015 1,No,239738556,2015,06/30/2016,,,A prospective program to collect clinical image data from both 2D FFDM and 3D tomosynthesis mammograms for use in testing and refining the performance of a supervised pixel based machine learning SPML technique to reduce noise and artifacts in FFDM and tomosynthesis images acquired at a reduced xray radiation dose
NEW,Covered Recipient Teaching Hospital,,160058,2948,UNIV OF IOWA HOSP & CLINIC,,,,,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLOGIC INC,100000010400,HOLOGIC INC,MA,United States,Covered,,,,,,,,,,,Tomosynthesis,,,,,5000.00,11/12/2015,Cash or cash equivalent,,,,,,,No,No,Protocol 15 01 ALARA2015 1,No,239738560,2015,06/30/2016,,,A prospective program to collect clinical image data from both 2D FFDM and 3D tomosynthesis mammograms for use in testing and refining the performance of a supervised pixel based machine learning SPML technique to reduce noise and artifacts in FFDM and tomosynthesis images acquired at a reduced xray radiation dose
NEW,Non-covered Recipient Entity,Iowa Diabetes And Endocrinology Research Center Pl,,,,,,,,,411 Laurel St,,Des Moines,IA,50314-3017,United States,,,,,,,,,,211123,Anuj,,Bhargava,,411 Laurel St,Suite 3262,Des Moines,IA,50314,United States,,,Medical Doctor,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,United States,Covered,BRILINTA,,,,,00018-607-76,,,,,,,,,,24850.43,01/13/2015,Cash or cash equivalent,,,,,,,No,No,A Multinational  Randomised  Double Blind  Placebo Controlled Trial to Evaluate the Effect of Ticagrelor 90 mg twice daily on the Incidence of Cardiovascular Death  Myocardial Infarction or Stroke in Patients with Type 2 Diabetes,No,254909914,2015,06/30/2016,,,
NEW,Covered Recipient Teaching Hospital,,160058,2948,Univ Of Iowa Hosp & Clinic,,,,,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,,,,,,,,1157105,Joel,N,Kline,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,United States,Non-covered,,,,,,,,,,,,,,,,45546.90,12/31/2015,In-kind items and services,,,,,,,No,No,Efficacy and Safety Study of Benralizumab to Reduce OCS Use in Patients With Uncontrolled Asthma on High Dose Inhaled Corticosteroid Plus LABA and Chronic OCS Therapy,No,254938724,2015,06/30/2016,,,
NEW,Covered Recipient Teaching Hospital,,160058,2948,Univ Of Iowa Hosp & Clinic,,,,,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,,,,,,,,480785,Phillip,A,Horwitz,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,United States,Covered,BRILINTA,,,,,00018-607-76,,,,,,,,,,13612.25,01/14/2015,Cash or cash equivalent,,,,,,,No,No,"A Randomised, Double-Blind, Placebo Controlled, Parallel Group, Multicenter Trial, to Assess the Prevention of Thrombotic Events with Ticagrelor Compared to Placebo in Addition to Existing Acetyl Salicylic Acid ASA Therapy in Patients with History of Myocardial Infarction and Risk of Thrombotic Even",No,254941378,2015,06/30/2016,,,
NEW,Covered Recipient Teaching Hospital,,160058,2948,Univ Of Iowa Hosp & Clinic,,,,,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,,,,,,,,1157105,Joel,N,Kline,,200 Hawkins Dr,,Iowa City,IA,52242,United States,,,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,United States,Non-covered,,,,,,,,,,,,,,,,5454.14,04/30/2015,In-kind items and services,,,,,,,No,No,High dose ICS LABA 2ndController Study SIROCCO,No,254939708,2015,06/30/2016,,,
NEW,Non-covered Recipient Entity,Iowa Diabetes And Endocrinology Research Center Pl,,,,,,,,,411 Laurel St,,Des Moines,IA,50314-3017,United States,,,,,,,,,,211123,Anuj,,Bhargava,,411 Laurel St,Suite 3262,Des Moines,IA,50314,United States,,,Medical Doctor,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,United States,Covered,BYDUREON,,,,,06678-002-19,,,,,,,,,,1008.26,12/31/2015,In-kind items and services,,,,,,,No,No,Exenatide Study of Cardiovascular Event Lowering EXSCEL A Placebo controlled Double blind Trial Examining the Effect of Exenatide QW Treatment on Major Macrovascular Events in Patients with Type 2 Diabetes with Elevated CV Risk,No,254949428,2015,06/30/2016,,,
NEW,Covered Recipient Teaching Hospital,,160083,2938,Mercy Medical Center-Des Moines,,,,,,1111 6th Ave,,Des Moines,IA,50314,United States,,,,,,,,,,183169,Mark,A,Tannenbaum,,5880 University Ave,,West Des Moines,IA,50266,United States,,,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,United States,Covered,BRILINTA,,,,,00018-607-76,,,,,,,,,,39050.00,07/15/2015,Cash or cash equivalent,,,,,,,No,No,Affordability and Real world Antiplatelet Treatment Effectiveness After Myocardial Infarction Study Current patterns of P2Y12 receptor inhibitor use provide an excellent opportunity to test the impact of copayment reduction on clinician choice of medication patient adherence and clinical outcomes,No,254943524,2015,06/30/2016,,,
NEW,Covered Recipient Teaching Hospital,,160104,2815,Trinity Bettendorf,,,,,,4500 Utica Ridge Rd,,Bettendorf,IA,52722,United States,,,,,,,,,,45952,Sanjeev,,Puri,,350 John Deere Rd,,Moline,IL,61265,United States,,,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,United States,Covered,FARXIGA,,,,,00031-062-05,,,,,,,,,,17634.74,01/13/2015,Cash or cash equivalent,,,,,,,No,No,"Dapagliflozin Effect on Cardiovascular Events  A Multicenter, Randomized, Double-Blind, Placebo-Controlled Trial to Evaluate the Effect of Dapagliflozin 10 mg Once Daily on the Incidence of Cardiovascular Death, Myocardial Infarction or Ischemic Stroke in Patients with Type 2 Diabetes",No,254933524,2015,06/30/2016,,,
