GIS_Number,GIS_Number_2,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed
132515100200000,132515100200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.281,,,,,,,,
132515100300000,132515100300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.422,,,,,,,,
132515200100000,132515200100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,10.53,,,,,,,,
132515300800000,132515300800000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.298,,,,,,,,
132517600200000,132517600200000,,EXEMPT,CITY PROPERTY,3572,JOHNSON AVE NW,CEDAR RAPIDS CITY OF,4.0,,,,,,,,
132520401600000,132520401600000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.4624,,,,,,,,
132525301500000,132525301500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.2254,,,,,,,,
132525301600000,132525301600000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,2.4929,,,,,,,,
132525800100000,132525800100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.71,,,,,,,,
132527601000000,132527601000000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.5676,,,,,,,,
132528400100000,132528400100000,,EXEMPT,CITY PROPERTY,4201,JUPITER AVE NW,CEDAR RAPIDS CITY OF,0.1688,,,,,,,,
132528400200000,132528400200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.5506,,,,,,,,
132528500100000,132528500100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.18,,,,,,,,
132528600600000,132528600600000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.17,,,,,,,,
132528700100000,132528700100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.27,,,,,,,,
132528700200000,132528700200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.83,,,,,,,,
132530300200000,132530300200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.05,,,,,,,,
132532700200000,132532700200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.16,,,,,,,,
132535100500000,132535100500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.91,,,,,,,,
132537700100000,132537700100000,,EXEMPT,CITY PROPERTY,100,WILEY BLVD SW,CEDAR RAPIDS CITY OF,1.0,,,,,,,,
132548000600000,132548000600000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.988,,,,,,,,
132627600100000,132627600100000,,EXEMPT,CITY PROPERTY,341,STONEY POINT RD NW,CEDAR RAPIDS CITY OF,61.27,,,,,,,,
132632700300000,132632700300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,2.538,,,,,,,,
132642702200000,132642702200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,6.96,,,,,,,,
132710300100000,132710300100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.49,,,,,,,,
132710400700000,132710400700000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.52,,,,,,,,
132712701800000,132712701800000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,,,,,,,,,
132725500200000,132725500200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.86,,,,,,,,
132725601800000,132725601800000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.14,,,,,,,,
132740103500000,132740103500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.88,,,,,,,,
132742700100000,132742700100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.5254,,,,,,,,
133517600100000,133517600100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,16.39,,,,,,,,
133525201200000,133525201200000,,EXEMPT,SW 408,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.4,,,,,,,,
133525202500000,133525202500000,,EXEMPT,SW 408,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.96,,,,,,,,
133525400900000,133525400900000,,EXEMPT,SW 408,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.23,,,,,,,,
140220201100000,140220201100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,6.64,,,,,,,,
140232600600000,140232600600000,,EXEMPT,CITY PROPERTY,4523,C AVE NE,CEDAR RAPIDS CITY OF,0.182,Single-Family,1 Story Frame,1956,1280.0,,,,
140232600700000,140232600700000,,EXEMPT,CITY PROPERTY,4519,C AVE NE,CEDAR RAPIDS CITY OF,0.182,Single-Family,Split Level Frame,1954,1120.0,,,,
140237600500000,140237600500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,,,,,,,,,
140240200500000,140240200500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,,,,,,,,,
140320400100000,140320400100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.33,,,,,,,,
140330100200000,140330100200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.81,,,,,,,,
140332600100000,140332600100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,99.0,,,,,,,,
140340401300000,140340401300000,,EXEMPT,CITY PROPERTY,4524,C AVE NE,CEDAR RAPIDS CITY OF,0.321,Single-Family,1 Story Frame,1956,1216.0,,,,
140340401400000,140340401400000,,EXEMPT,CITY PROPERTY,4530,C AVE NE,CEDAR RAPIDS CITY OF,0.364,Single-Family,1 Story Frame,1956,1578.0,,,,
140417600500000,140417600500000,PT PAVING/PT VACANT,COMMERCIAL,FLAT PARKING,5131,COUNCIL ST NE,CEDAR RAPIDS CITY OF,2.66,,,,,,,,
140425100100000,140425100100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.77,,,,,,,,
140425200100000,140425200100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,19.95,,,,,,,,
140430101200000,140430101200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.8,,,,,,,,
140430101400000,140430101400000,,EXEMPT,CITY PROPERTY,,0 VACANT LAND NE,CEDAR RAPIDS CITY OF,0.08,,,,,,,,
140437600500000,140437600500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.05,,,,,,,,
140445800900000,140445800900000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.2,,,,,,,,
140447800800000,140447800800000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.03,,,,,,,,
140447801000000,140447801000000,,EXEMPT,CITY PROPERTY,4424,RUSHMORE DR NE,CEDAR RAPIDS CITY OF,0.217,,,,,,,,
140447802800000,140447802800000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.095,,,,,,,,
140535100100000,140535100100000,FIRE STN & GOLF COURSE,EXEMPT,CITY PROPERTY,3600,42ND ST NE,CEDAR RAPIDS CITY OF,148.14,,,,,,,,
140540200100000,140540200100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,8.48,,,,,,,,
140547601400000,140547601400000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,1.9,,,,,,,,
140627600300000,140627600300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,8.08,,,,,,,,
140737600100000,140737600100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,23.0,,,,,,,,
140745100100000,140745100100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,46.0,,,,,,,,
140818001300000,140818001300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.4,,,,,,,,
140822602400000,140822602400000,INFORMATION TECHNLGY,EXEMPT,CITY PROPERTY,3601,42ND ST NE,CEDAR RAPIDS CITY OF,0.95,,,,,Office - General,1977,7018-01-01,
140832602700000,140832602700000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,19.51,,,,,,,,
140837600100000,140837600100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,24.91,,,,,,,,
140930201600000,140930201600000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,3.86,,,,,,,,
140945200100000,140945200100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.84,,,,,,,,
141015900800000,141015900800000,,EXEMPT,CITY PROPERTY,900,35TH ST NE,CEDAR RAPIDS CITY OF,1.72,,,,,,,,
141127603200000,141127603200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,3.27,,,,,,,,
141130500600000,141130500600000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.3391,,,,,,,,
141130500700000,141130500700000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.35,,,,,,,,
141130500800000,141130500800000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.35,,,,,,,,
141135300300000,141135300300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.1,,,,,,,,
141135300500000,141135300500000,,EXEMPT,CITY PROPERTY,206,29TH ST NE,CEDAR RAPIDS CITY OF,0.38,,,,,,,,
141137600400000,141137600400000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.231,,,,,,,,
141137600500000,141137600500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.296,,,,,,,,
141137600600000,141137600600000,,EXEMPT,CITY PROPERTY,3145,EMERALD AVE SE,CEDAR RAPIDS CITY OF,0.149,,,,,,,,
141138001700000,141138001700000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.065,,,,,,,,
141138001800000,141138001800000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,2.954,,,,,,,,
141145700700000,141145700700000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.657,,,,,,,,
141332600900000,141332600900000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,14.15,,,,,,,,
141337602000000,141337602000000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,4.98,,,,,,,,
141337602100000,141337602100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,
141345400100000,141345400100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,4.94,,,,,,,,
141420100100000,141420100100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,2.826,,,,,,,,
141420100200000,141420100200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.292,,,,,,,,
141445100300000,141445100300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,8.89,,,,,,,,
141445200100000,141445200100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,2.84,,,,,,,,
141445200400000,141445200400000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.28,,,,,,,,
141447800400000,141447800400000,,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,6.62,,,,,,,,
141515102100000,141515102100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.2268,,,,,,,,
141515102500000,141515102500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.2727,,,,,,,,
141530101100000,141530101100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.85,,,,,,,,
141536100100000,141536100100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.6061,,,,,,,,
141615200100000,141615200100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,14.1,,,,,,,,
141625100200000,141625100200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,45.99,,,,,,,,
141630100100000,141630100100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.8687,,,,,,,,
141630100400000,141630100400000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,1.45,,,,,,,,
141632600100000,141632600100000,,EXEMPT,CITY PROPERTY,1111,SHAVER RD NE,CEDAR RAPIDS CITY OF,17.66,,,,,,,,
141632600400000,141632600400000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,4.5,,,,,,,,
141632600700000,141632600700000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.13,,,,,,,,
141635100200000,141635100200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,1.02,,,,,,,,
141637700100000,141637700100000,,EXEMPT,CITY PROPERTY,855,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.6741,,,,,,,,
141640100100000,141640100100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,25.67,,,,,,,,
141645900100000,141645900100000,,EXEMPT,CITY PROPERTY,791,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.172,,,,,,,,
141645900200000,141645900200000,,EXEMPT,CITY PROPERTY,793,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.069,,,,,,,,
141645900300000,141645900300000,,EXEMPT,CITY PROPERTY,795,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.114,,,,,,,,
141645900400000,141645900400000,,EXEMPT,CITY PROPERTY,799,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.119,,,,,,,,
141645900500000,141645900500000,,EXEMPT,CITY PROPERTY,801,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.125,,,,,,,,
141645900700000,141645900700000,,EXEMPT,CITY PROPERTY,813,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.1607,,,,,Shop,1964,1516-01-01,
141645900800000,141645900800000,,EXEMPT,CITY PROPERTY,821,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.374,,,,,,,,
141645900900000,141645900900000,,EXEMPT,CITY PROPERTY,825,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.282,,,,,,,,
141645901300000,141645901300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.126,,,,,,,,
141715300100000,141715300100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,29.73,,,,,,,,
141717800200000,141717800200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,6.5,,,,,,,,
141720300100000,141720300100000,,EXEMPT,CITY PROPERTY,100,J AVE NE,CEDAR RAPIDS CITY OF,2.5,,,,,,,,
141722600100000,141722600100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,15.0,,,,,,,,
141725100400000,141725100400000,,EXEMPT,CITY PROPERTY,2510,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.467,,,,,,,,
141725100500000,141725100500000,,EXEMPT,CITY PROPERTY,2335,16TH ST NW,CEDAR RAPIDS CITY OF,0.397,,,,,,,,
141725101200000,141725101200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,6.41,,,,,,,,
141725200100000,141725200100000,,EXEMPT,CITY PROPERTY,2514,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.429,,,,,,,,
141725200200000,141725200200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,13.91,,,,,,,,
141727600200000,141727600200000,,EXEMPT,CITY PROPERTY,2400,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.249,,,,,,,,
141730100100000,141730100100000,,EXEMPT,CITY PROPERTY,1876,ELLIS LN NW,CEDAR RAPIDS CITY OF,156.68,,,,,,,,
141732600100000,141732600100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,22.2,,,,,,,,
141740200200000,141740200200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,47.2,,,,,,,,
141745100300000,141745100300000,,EXEMPT,CITY PROPERTY,1919,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.168,,,,,,,,
141745100400000,141745100400000,,EXEMPT,CITY PROPERTY,1915,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.256,,,,,,,,
141745100500000,141745100500000,VACANT LAND,EXEMPT,CITY PROPERTY,1895,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.793,,,,,,,,
141745100600000,141745100600000,,EXEMPT,CITY PROPERTY,1871,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.361,Single-Family,Salvage,1900,1578.0,,,,
141745200100000,141745200100000,,EXEMPT,CITY PROPERTY,1884,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.148,,,,,,,,
141745200200000,141745200200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.134,,,,,,,,
141745200400000,141745200400000,,EXEMPT,CITY PROPERTY,1880,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.218,,,,,,,,
141745200700000,141745200700000,,EXEMPT,CITY PROPERTY,1861,8TH ST NW,CEDAR RAPIDS CITY OF,0.192,,,,,,,,
141745200800000,141745200800000,,EXEMPT,CITY PROPERTY,1857,8TH ST NW,CEDAR RAPIDS CITY OF,0.096,,,,,,,,
141745200900000,141745200900000,,EXEMPT,CITY PROPERTY,1847,8TH ST NW,CEDAR RAPIDS CITY OF,0.116,,,,,,,,
141745201000000,141745201000000,,EXEMPT,CITY PROPERTY,1845,8TH ST NW,CEDAR RAPIDS CITY OF,0.093,,,,,,,,
141745201100000,141745201100000,,EXEMPT,CITY PROPERTY,1837,8TH ST NW,CEDAR RAPIDS CITY OF,0.1,Detached Structures Only,,2010,,,,,
141745201200000,141745201200000,,EXEMPT,CITY PROPERTY,1833,8TH ST NW,CEDAR RAPIDS CITY OF,0.151,,,,,,,,
141745201400000,141745201400000,,EXEMPT,CITY PROPERTY,1832,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.297,,,,,,,,
