GIS_Number,GIS_Number_2,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area
142847700600000,142847700600000,NATIONAL CZECH & SLOVAK MUSEUM,EXEMPT,CITY PROPERTY,28,16TH AVE SW,CEDAR RAPIDS CITY OF,1.72,,,,,,,
142847802000000,142847802000000,NATIONAL CZECH & SLOVAK MUSEUM,EXEMPT,CITY PROPERTY,1400,INSPIRATION PL SW,CEDAR RAPIDS CITY OF,2.96,Single-Family,1 Story Frame,1880,448.0,Library,1995,58324
142847801700000,142847801700000,NATIONAL CZECH & SLOVAK MUSEUM & LIBRARY,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.33,,,,,,,
191112700200000,191112700200000,NAVAJO PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,9.9997,,,,,,,
142910400100000,142910400100000,NEW E AVE,EXEMPT,CITY PROPERTY,505,E AVE NW,CEDAR RAPIDS CITY OF,0.0643,,,,,,,
142812600400000,142812600400000,NEW LIBRARY,EXEMPT,CITY PROPERTY,401,4TH AVE SE,CEDAR RAPIDS CITY OF,1.9284,,,,,,,
192037600200000,192037600200000,NEW NATIONAL GUARD BLDG,EXEMPT,CITY PROPERTY,1500,WRIGHT BROTHERS BLVD SW,CEDAR RAPIDS CITY OF,21.95,,,,,,,
113315104000000,113315104000000,NIXON PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,4.55,,,,,,,
113315103900000,113315103900000,NIXON PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,14.93,,,,,,,
140332600100000,140332600100000,NOELRIDGE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,99.0,,,,,,,
191910100100000,191910100100000,NORDSTROM.COM,COMMERCIAL,WAREHOUSE,7700,18TH ST SW,CEDAR RAPIDS CITY OF (NORDSTROM),46.7,,,,,Warehouse,1997,614550
142720200400000,142720200400000,OAK HILL CEMETARY,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.128,,,,,,,
142720100100000,142720100100000,OAK HILL CEMETARY,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,3.0,,,,,,,
142732800100000,142732800100000,OLD FARMSTEAD SITE/ 3 BLDGS REMAIN,EXEMPT,CITY PROPERTY,1800,3RD ST SE,CEDAR RAPIDS CITY OF,30.17,,,,,Warehouse,1920,10640
141138001800000,141138001800000,PAPOOSE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,2.954,,,,,,,
142813100102000,142813100102000,PARAMOUNT THEATRE,EXEMPT,THEATER,305,2ND ST SE,CEDAR RAPIDS CITY OF,,,,,,,,
142132601400000,142132601400000,PARCEL WITH CEMENT STRUCTURE,EXEMPT,CITY PROPERTY,114,K AVE NW,CEDAR RAPIDS CITY OF,1.5,,,,,,,
142815800300000,142815800300000,PARK,EXEMPT,CITY PROPERTY,40,8TH AVE SW,CEDAR RAPIDS CITY OF,2.2,,,,,,,
142542901100000,142542901100000,PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,14.32,,,,,,,
142138000100000,142138000100000,PARK WITH 5 SEASONS STATUE,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.598,,,,,,,
142812700600000,142812700600000,PARKING GARAGE,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.698,,,,,,,
142812900100000,142812900100000,PARKING GARAGE,EXEMPT,CITY PROPERTY,349,4TH AVE SE,CEDAR RAPIDS CITY OF,1.8,,,,,,,
142823400300000,142823400300000,PARKING LOT,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.305,,,,,,,
142813300400000,142813300400000,PARKING RAMP,EXEMPT,CITY PROPERTY,201,4TH AVE SE,CEDAR RAPIDS CITY OF,1.652,,,,,,,
142815200500000,142815200500000,PARKING STRUCTURE,EXEMPT,CITY PROPERTY,601,2ND ST SE,CEDAR RAPIDS CITY OF,2.1378,,,,,,,
142048301200000,142048301200000,PART OF ALLEY,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.0092,,,,,,,
141515102500000,141515102500000,PART OF BIKE/WALKING TRAIL,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.2727,,,,,,,
141720300100000,141720300100000,PART OF CITY WATER WORKS,EXEMPT,CITY PROPERTY,100,J AVE NE,CEDAR RAPIDS CITY OF,2.5,,,,,,,
141740200200000,141740200200000,PART OF CITY WATER WORKS,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,47.2,,,,,,,
142730500300000,142730500300000,PART OF INTERSTATE POWER,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,2.43,,,,,,,
142823401100000,142823401100000,PAVED CITY LOT,EXEMPT,CITY PROPERTY,214,1ST ST SW,CEDAR RAPIDS CITY OF,0.3668,,,,,,,
191415800800000,191415800800000,PAVILION,EXEMPT,CITY PROPERTY,2007,ROOSEVELT RD SW,CEDAR RAPIDS CITY OF,0.266,,,,,,,
142847801000000,142847801000000,PAVING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1194,,,,,,,
142913101600000,142913101600000,PAVING,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,
142913101700000,142913101700000,PAVING ONLY,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,
142043000100000,142043000100000,PAVING ONLY,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,
142040700900000,142040700900000,PAVING ONLY,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.646,,,,,,,
140547601400000,140547601400000,PIERCE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,1.9,,,,,,,
190215100100000,190215100100000,POLICE FIRING RANGE,EXEMPT,CITY PROPERTY,2727,OLD RIVER RD SW,CEDAR RAPIDS CITY OF,23.927,,,,,,,
142911001500000,142911001500000,PORTION OF ALLEY,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.0098,,,,,,,
142847801500000,142847801500000,PORTION OF DRIVEWAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.01,,,,,,,
142848300100000,142848300100000,PORTION OF DRIVEWAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1022,,,,,,,
142918900800000,142918900800000,PORTION OF STREET,EXEMPT,CITY PROPERTY,843,3RD AVE SW,CEDAR RAPIDS CITY OF,0.0575,,,,,,,
142845600600000,142845600600000,PORTION OF STREET,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.39,,,,,,,
142845900200000,142845900200000,PORTION OF STREET,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.781,,,,,,,
142813101504000,142813101504000,POTENTIAL FLOOD CONSTRUCTION,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,
142735400300000,142735400300000,POTENTIAL FLOOD CONSTRUCTION,EXEMPT,CITY PROPERTY,43,20TH AVE SW,CEDAR RAPIDS CITY OF,0.321,Single-Family,1 1/2 Story Brick,1905,1575.9,,,
140417600500000,140417600500000,PT PAVING/PT VACANT,COMMERCIAL,FLAT PARKING,5131,COUNCIL ST NE,CEDAR RAPIDS CITY OF,2.66,,,,,,,
142835301500000,142835301500000,PUBLIC WORKS & RECYCLING FACILITY,EXEMPT,CITY PROPERTY,500,15TH AVE SW,CEDAR RAPIDS CITY OF,17.97,,,,,,,
191535100100000,191535100100000,PUMP FOR KIRKWOOD TRUCK DRIVING AREA,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.0345,,,,,,,
142732801300000,142732801300000,RAILROAD RIGHT OF WAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,
140425100100000,140425100100000,RAILROAD RIGHT OF WAY,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.77,,,,,,,
190417900200000,190417900200000,RALIROAD FACILITY,EXEMPT,CITY PROPERTY,28,37TH AVE SW,CEDAR RAPIDS CITY OF,4.2425,,,,,,,
142227800100000,142227800100000,REDMOND PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.23,,,,,,,
142940100200000,142940100200000,REED PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.6013,,,,,,,
141130500700000,141130500700000,RIGHT OF WAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.08,,,,,,,
141130500800000,141130500800000,RIGHT OF WAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.14,,,,,,,
143417700200000,143417700200000,RIVER SEGMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,23.14,,,,,,,
142845100600000,142845100600000,RIVERSIDE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,,,,,,,,
142845300700000,142845300700000,RIVERSIDE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,,,,,,,,
142845300800000,142845300800000,RIVERSIDE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.47,,,,,,,
141822800100000,141822800100000,SECTION OF RIVER,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,4.0,,,,,,,
141715300100000,141715300100000,SECTION OF RIVER,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,29.73,,,,,,,
141810100100000,141810100100000,SECTION OF RIVER,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,44.11,,,,,,,
131327600100000,131327600100000,SEMINOLE VALLEY PARK,EXEMPT,CITY PROPERTY,5925,SEMINOLE VALLEY TR NE,CEDAR RAPIDS CITY OF,217.27,,,,,,,
141625100200000,141625100200000,SHAVER PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,45.99,,,,,,,
141940100100000,141940100100000,SHAWNEE PARK,EXEMPT,CITY PROPERTY,1101,19TH ST NW,CEDAR RAPIDS CITY OF,19.83,,,,,,,
143037700100000,143037700100000,SIDEWALK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1,,,,,,,
142815300100000,142815300100000,SIDEWALK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.11,,,,,,,
142822801300000,142822801300000,SIDEWALK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.14,,,,,,,
142433001200000,142433001200000,SIDEWALK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.181,,,,,,,
142726000800000,142726000800000,SINCLAIR PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.97,,,,,,,
142815300300000,142815300300000,SITTING AREA,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.18,,,,,,,
142040501800000,142040501800000,SLIVER OF LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.001,,,,,,,
142135400100000,142135400100000,SOUVENIR INC.,EXEMPT,CITY PROPERTY,202,F AVE NW,CEDAR RAPIDS CITY OF,1.68,,,,,,,
191610203200000,191610203200000,STORAGE,EXEMPT,CITY PROPERTY,48,OKLAHOMA AVE SW,CEDAR RAPIDS CITY OF,0.3101,,,,,,,
133525201200000,133525201200000,STORM WATER MANAGEMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.4,,,,,,,
191615500700000,191615500700000,STORM WATER MANAGEMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.72,,,,,,,
133525202500000,133525202500000,STORM WATER MANAGEMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.96,,,,,,,
190610101500000,190610101500000,STORM WATER MANAGEMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.95,,,,,,,
141135300300000,141135300300000,STREET,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.1,,,,,,,
143030101000000,143030101000000,STREET SEGEMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.1384,,,,,,,
142720302300000,142720302300000,STREET SEGMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.026,,,,,,,
142720302100000,142720302100000,STREET SEGMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.052,,,,,,,
142720302200000,142720302200000,STREET SEGMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.067,,,,,,,
142928500300000,142928500300000,STREET SEGMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.1269,,,,,,,
143312700100000,143312700100000,STREET SEGMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1775,,,,,,,
142937600300000,142937600300000,STREET SEGMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.1231,,,,,,,
190722600200000,190722600200000,STREET SEGMENT,EXEMPT,CITY PROPERTY,4801,EDGEWOOD RD SW,CEDAR RAPIDS CITY OF,2.293,,,,,,,
142135100200000,142135100200000,STRIP OF LAND ALONG RIVER,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,5.27,,,,,,,
142725900600000,142725900600000,STRIP OF VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.28,,,,,,,
190320100100000,190320100100000,TAIT CUMMINGS SPORTS COMPLEX,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,160.1244,,,,,,,
191712600400000,191712600400000,TANK AND BRICK PUMP BLDG,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.7449,,,,,,,
141530101100000,141530101100000,TOMAHAWK PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.85,,,,,,,
143640200100000,143640200100000,TRAIL,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,186.9415,,,,,,,
142145500300000,142145500300000,US CELLULAR PARKING STRUCTURE,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,,,,,,,,
142145500200000,142145500200000,US CELLULAR PARKING STRUCTURE,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.7713,,,,,,,
142137700600000,142137700600000,US CELLULAR/CONVENTION CENTER,EXEMPT,CITY PROPERTY,350,1ST AVE NE,CEDAR RAPIDS CITY OF,4.16,,,,,,,
191612701200000,191612701200000,UTILITY EASEMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.3459,,,,,,,
191612701100000,191612701100000,UTILITY EASMENT,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.3453,,,,,,,
142910100600000,142910100600000,VAC LOT,EXEMPT,CITY PROPERTY,311,4TH ST NW,CEDAR RAPIDS CITY OF,0.0528,,,,,,,
142847801300000,142847801300000,VAC LOT,EXEMPT,CITY PROPERTY,48,16TH AVE SW,CEDAR RAPIDS CITY OF,0.0597,,,,,,,
142910100400000,142910100400000,VAC LOT,EXEMPT,CITY PROPERTY,315,E AVE NW,CEDAR RAPIDS CITY OF,0.072,,,,,,,
142730300600000,142730300600000,VAC LOT,EXEMPT,CITY PROPERTY,1616,9TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,
142910100100000,142910100100000,VAC LOT,EXEMPT,CITY PROPERTY,301,E AVE NW,CEDAR RAPIDS CITY OF,0.0987,,,,,,,
142911200100000,142911200100000,VAC LOT,EXEMPT,CITY PROPERTY,220,6TH ST NW,CEDAR RAPIDS CITY OF,0.722,,,,,,,
142048701300000,142048701300000,VAC LOT,EXEMPT,CITY PROPERTY,418,E AVE NW,CEDAR RAPIDS CITY OF,1.1487,,,,,,,
142040700800000,142040700800000,VACANT,EXEMPT,CITY PROPERTY,1111,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,
142910400200000,142910400200000,VACANT  BUILDING,EXEMPT,CITY PROPERTY,509,E AVE NW,CEDAR RAPIDS CITY OF,0.0231,,,,,,,
143532700200000,143532700200000,VACANT (PAVING ONLY),EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,8.04,,,,,,,
142848700200000,142848700200000,VACANT BLDG,EXEMPT,CITY PROPERTY,1710,C ST SW,CEDAR RAPIDS CITY OF,0.0921,,,,,,,
142823900100000,142823900100000,VACANT BUILDING,EXEMPT,CITY PROPERTY,301,2ND AVE SW,CEDAR RAPIDS CITY OF,0.0923,,,,,Bars and Lounges,1956,3558
142848300900000,142848300900000,VACANT BUILDING,EXEMPT,CITY PROPERTY,63,17TH AVE SW,CEDAR RAPIDS CITY OF,0.115,Single-Family,1 Story Frame,1900,896.0,,,
142848200700000,142848200700000,VACANT BUILDING,EXEMPT,CITY PROPERTY,57,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,Single-Family,Salvage,1890,1088.0,,,
143225300900000,143225300900000,VACANT BUILDING,EXEMPT,CITY PROPERTY,1732,WILSON AVE SW,CEDAR RAPIDS CITY OF,0.357,Single-Family,1 Story Frame,1951,972.0,,,
142827900100000,142827900100000,VACANT BUILDING,EXEMPT,CITY PROPERTY,525,VALOR WAY SW,CEDAR RAPIDS CITY OF,0.629,,,,,Warehouse,1900,15936
142847600300000,142847600300000,VACANT BUILDING,EXEMPT,CITY PROPERTY,1805,A ST SW,CEDAR RAPIDS CITY OF,3.55,,,,,,,
143422600100000,143422600100000,VACANT BUILDING,EXEMPT,CITY PROPERTY,15,22ND AVE SW,CEDAR RAPIDS CITY OF,4.4693,,,,,,,
192912600900000,192912600900000,VACANT DWELLING,EXEMPT,CITY PROPERTY,1113,WRIGHT BROTHERS BLVD SW,CEDAR RAPIDS CITY OF,0.342,Single-Family,1 Story Frame,1952,1332.0,,,
192912600700000,192912600700000,VACANT DWELLING,EXEMPT,CITY PROPERTY,1105,WRIGHT BROTHERS BLVD SW,CEDAR RAPIDS CITY OF,0.346,Single-Family,1 Story Frame,1920,1336.0,,,
192912600800000,192912600800000,VACANT DWELLING,EXEMPT,CITY PROPERTY,1109,WRIGHT BROTHERS BLVD SW,CEDAR RAPIDS CITY OF,0.415,Single-Family,1 Story Frame,1955,1242.0,,,
142910701800000,142910701800000,VACANT LAND,EXEMPT,BOWLING ALLEY,214,4TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142528003300000,142528003300000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,
142530102000000,142530102000000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,
191137701600000,191137701600000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,,,,,,,,
142735401400000,142735401400000,VACANT LAND,EXEMPT,CITY PROPERTY,38,21ST AVE SW,CEDAR RAPIDS CITY OF,,,,,,,,
142125101200000,142125101200000,VACANT LAND,EXEMPT,CITY PROPERTY,1400,1ST ST NW,CEDAR RAPIDS CITY OF,,,,,,,,
140237600500000,140237600500000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.002,,,,,,,
142117700200000,142117700200000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.0104,,,,,,,
142822801100000,142822801100000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.0167,,,,,,,
141337602100000,141337602100000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.03,,,,,,,
142040801300000,142040801300000,VACANT LAND,EXEMPT,CITY PROPERTY,414,I AVE NW,CEDAR RAPIDS CITY OF,0.032,,,,,,,
142018500200000,142018500200000,VACANT LAND,EXEMPT,CITY PROPERTY,415,M AVE NW,CEDAR RAPIDS CITY OF,0.034,,,,,,,
142910700900000,142910700900000,VACANT LAND,EXEMPT,CITY PROPERTY,215,5TH ST NW,CEDAR RAPIDS CITY OF,0.034,,,,,,,
140447800800000,140447800800000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.034,,,,,,,
142048701800000,142048701800000,VACANT LAND,EXEMPT,CITY PROPERTY,604,4TH ST NW,CEDAR RAPIDS CITY OF,0.036,,,,,,,
142235202100000,142235202100000,VACANT LAND,EXEMPT,CITY PROPERTY,1047,5TH AVE SE,CEDAR RAPIDS CITY OF,0.0367,,,,,,,
142817600400000,142817600400000,VACANT LAND,EXEMPT,CITY PROPERTY,904,5TH ST SE,CEDAR RAPIDS CITY OF,0.037,,,,,,,
142940800700000,142940800700000,VACANT LAND,EXEMPT,CITY PROPERTY,819,8TH ST SW,CEDAR RAPIDS CITY OF,0.038,,,,,,,
142828000100000,142828000100000,VACANT LAND,EXEMPT,CITY PROPERTY,500,1ST ST SW,CEDAR RAPIDS CITY OF,0.0383,,,,,,,
142910701900000,142910701900000,VACANT LAND,EXEMPT,CITY PROPERTY,216,4TH ST NW,CEDAR RAPIDS CITY OF,0.039,,,,,,,
142822801000000,142822801000000,VACANT LAND,EXEMPT,CITY PROPERTY,125,2ND ST NW,CEDAR RAPIDS CITY OF,0.039,,,,,,,
142725700200000,142725700200000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.041,,,,,,,
142817600500000,142817600500000,VACANT LAND,EXEMPT,CITY PROPERTY,908,5TH ST SE,CEDAR RAPIDS CITY OF,0.041,,,,,,,
142825500900000,142825500900000,VACANT LAND,EXEMPT,CITY PROPERTY,202,4TH AVE SW,CEDAR RAPIDS CITY OF,0.041,,,,,,,
142047900700000,142047900700000,VACANT LAND,EXEMPT,CITY PROPERTY,621,I AVE NW,CEDAR RAPIDS CITY OF,0.041,,,,,,,
142911001400000,142911001400000,VACANT LAND,EXEMPT,CITY PROPERTY,120,4TH ST NW,CEDAR RAPIDS CITY OF,0.042,,,,,,,
142940800800000,142940800800000,VACANT LAND,EXEMPT,CITY PROPERTY,728,9TH AVE SW,CEDAR RAPIDS CITY OF,0.043,,,,,,,
142048601600000,142048601600000,VACANT LAND,EXEMPT,CITY PROPERTY,600,3RD ST NW,CEDAR RAPIDS CITY OF,0.043,,,,,,,
142048701500000,142048701500000,VACANT LAND,EXEMPT,CITY PROPERTY,408,E AVE NW,CEDAR RAPIDS CITY OF,0.043,,,,,,,
142840700300000,142840700300000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.043,,,,,,,
142040601600000,142040601600000,VACANT LAND,EXEMPT,CITY PROPERTY,514,J AVE NW,CEDAR RAPIDS CITY OF,0.044,,,,,,,
142040701000000,142040701000000,VACANT LAND,EXEMPT,CITY PROPERTY,610,J AVE NW,CEDAR RAPIDS CITY OF,0.044,,,,,,,
142048601700000,142048601700000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.044,,,,,,,
142825600600000,142825600600000,VACANT LAND,EXEMPT,CITY PROPERTY,225,4TH AVE SW,CEDAR RAPIDS CITY OF,0.045,,,,,,,
142047601200000,142047601200000,VACANT LAND,EXEMPT,CITY PROPERTY,310,H AVE NW,CEDAR RAPIDS CITY OF,0.045,,,,,,,
142048601500000,142048601500000,VACANT LAND,EXEMPT,CITY PROPERTY,306,E AVE NW,CEDAR RAPIDS CITY OF,0.045,,,,,,,
142828100200000,142828100200000,VACANT LAND,EXEMPT,CITY PROPERTY,504,2ND ST SW,CEDAR RAPIDS CITY OF,0.046,,,,,,,
142047900800000,142047900800000,VACANT LAND,EXEMPT,CITY PROPERTY,623,I AVE NW,CEDAR RAPIDS CITY OF,0.046,,,,,,,
142048601300000,142048601300000,VACANT LAND,EXEMPT,CITY PROPERTY,312,E AVE NW,CEDAR RAPIDS CITY OF,0.046,,,,,,,
142822800200000,142822800200000,VACANT LAND,EXEMPT,CITY PROPERTY,117,A AVE NW,CEDAR RAPIDS CITY OF,0.046,,,,,,,
142910702000000,142910702000000,VACANT LAND,EXEMPT,CITY PROPERTY,220,4TH ST NW,CEDAR RAPIDS CITY OF,0.046,,,,,,,
142911000100000,142911000100000,VACANT LAND,EXEMPT,CITY PROPERTY,128,4TH ST NW,CEDAR RAPIDS CITY OF,0.047,,,,,,,
142235600500000,142235600500000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.047,,,,,,,
142840601200000,142840601200000,VACANT LAND,EXEMPT,CITY PROPERTY,1225,2ND ST SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142840601300000,142840601300000,VACANT LAND,EXEMPT,CITY PROPERTY,1226,1ST ST SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142828002100000,142828002100000,VACANT LAND,EXEMPT,CITY PROPERTY,504,1ST ST SW,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142848300500000,142848300500000,VACANT LAND,EXEMPT,CITY PROPERTY,1613,A ST SW,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142826000700000,142826000700000,VACANT LAND,EXEMPT,CITY PROPERTY,427,5TH AVE SW,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142910200700000,142910200700000,VACANT LAND,EXEMPT,CITY PROPERTY,323,5TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142910701000000,142910701000000,VACANT LAND,EXEMPT,CITY PROPERTY,211,5TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142910701700000,142910701700000,VACANT LAND,EXEMPT,CITY PROPERTY,212,4TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,
