Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
181055,"AstraZeneca Pharmaceuticals LP",DE,100000000146,44.83,02/07/2014,"In-kind items and services",148303750,"Food and Beverage","",CRESTOR,FARXIGA,"Informational Meal"
181055,"AstraZeneca Pharmaceuticals LP",DE,100000000146,42.91,02/03/2015,"In-kind items and services",260060196,"Food and Beverage","",DALIRESP,SYMBICORT,"Informational Meal"
181055,"Janssen Pharmaceuticals, Inc",NJ,100000000232,31.16,03/03/2015,"In-kind items and services",275374280,"Food and Beverage","",Xarelto,Invokana,""
181055,"Janssen Pharmaceuticals, Inc",NJ,100000000232,29.95,09/30/2013,"In-kind items and services",23817302,Education,"",Invokana,"","Medical Textbook"
181055,"Novo Nordisk Inc",NJ,100000000144,27.61,09/15/2014,"In-kind items and services",162094118,"Food and Beverage","",Levemir,NovoLog,""
181055,"Sunovion Pharmaceuticals Inc.",MA,100000000254,24.88,09/02/2015,"In-kind items and services",321340134,"Food and Beverage","",Brovana,"",""
181055,"Pfizer Inc.",NY,100000000286,24.34,12/21/2015,"In-kind items and services",323524276,"Food and Beverage","",LYRICA,"",""
181055,"Novo Nordisk Inc",NJ,100000000144,22.56,02/24/2015,"In-kind items and services",270257750,"Food and Beverage","",Levemir,Victoza,""
181055,"AstraZeneca Pharmaceuticals LP",DE,100000000146,22.32,12/04/2013,"In-kind items and services",12176253,"Food and Beverage","",ONGLYZA,"","Informational Meal"
181055,"Novo Nordisk Inc",NJ,100000000144,21.14,06/06/2015,"In-kind items and services",269757362,"Food and Beverage","",Levemir,Victoza,""
181055,"Novo Nordisk Inc",NJ,100000000144,21.13,01/27/2015,"In-kind items and services",269562836,"Food and Beverage","",Levemir,Victoza,""
