Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
56959,"St. Jude Medical, Inc.",MN,100000000310,689.57,05/17/2014,"Cash or cash equivalent",164636520,"Travel and Lodging","Iowa Chapter of the American College of Cardiology","","",""
56959,"Thoratec Corporation",CA,100000000296,571.60,11/07/2013,"In-kind items and services",103187312,"Travel and Lodging","","","",""
56959,"Thoratec Corporation",CA,100000000296,306.58,11/07/2013,"In-kind items and services",103187310,"Travel and Lodging","","","",""
56959,"Thoratec Corporation",CA,100000000296,259.08,11/07/2013,"In-kind items and services",103187308,"Travel and Lodging","","","",""
56959,"Thoratec Corporation",CA,100000000296,139.57,11/08/2013,"In-kind items and services",103187306,"Food and Beverage","","","",""
56959,"Thoratec Corporation",CA,100000000296,121.35,11/08/2013,"In-kind items and services",103187304,"Food and Beverage","","","",""
56959,"Thoratec Corporation",CA,100000000296,112.67,11/08/2013,"In-kind items and services",103187302,"Food and Beverage","","","",""
56959,"Thoratec Corporation",CA,100000000296,91.26,11/09/2013,"In-kind items and services",103187300,"Food and Beverage","","","",""
56959,"Thoratec Corporation",CA,100000000296,32.99,11/08/2013,"In-kind items and services",103187298,"Food and Beverage","","","",""
56959,"Thoratec Corporation",CA,100000000296,29.69,11/07/2013,"In-kind items and services",103187296,"Food and Beverage","","","",""
56959,"Boston Scientific Corporation",MA,100000005674,18.05,01/26/2015,"In-kind items and services",246079898,"Food and Beverage","","","",""
56959,"Boston Scientific Corporation",MA,100000005674,12.55,07/22/2014,"In-kind items and services",153264750,"Food and Beverage","","","",""
56959,"Boston Scientific Corporation",MA,100000005674,11.59,07/14/2014,"In-kind items and services",153264746,"Food and Beverage","","","",""
56959,"Boston Scientific Corporation",MA,100000005674,10.41,07/24/2015,"In-kind items and services",246079896,"Food and Beverage","","","",""
