Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,2500.00,12/03/2013,GNRL,103754172
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,2500.00,08/28/2013,GNRL,103754170
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,2500.00,07/02/2014,GNRL,211858818
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,2500.00,11/24/2014,GNRL,211858824
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,2500.00,06/18/2014,GNRL,211935322
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,2500.00,02/11/2015,GNRL,341592210
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,954.20,12/05/2014,GNRL,340376742
292104,GNRL,"Davol Inc.",RI,100000005490,555.20,08/21/2015,GNRL,317687180
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,500.00,09/19/2013,GNRL,103754174
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,500.00,11/20/2013,GNRL,103754176
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,500.00,03/26/2014,GNRL,211935318
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,500.00,10/29/2014,GNRL,211858820
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,474.00,02/11/2014,GNRL,211899708
292104,GNRL,"Davol Inc.",RI,100000005490,462.83,09/30/2015,GNRL,317690410
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,373.66,07/01/2014,GNRL,211827146
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,300.00,11/24/2014,GNRL,211858822
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,300.00,06/18/2014,GNRL,211935326
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,299.00,01/22/2015,GNRL,341592206
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,296.82,12/08/2015,GNRL,341592200
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,199.00,04/15/2014,GNRL,211899724
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,150.00,08/28/2013,GNRL,103754178
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,150.00,12/03/2013,GNRL,103754180
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,150.00,07/02/2014,GNRL,211858816
292104,GNRL,"Intuitive Surgical, Inc.",CA,100000005384,150.00,02/11/2015,GNRL,341592196
