Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
37332,"Janssen Pharmaceuticals, Inc",NJ,100000000232,99.95,04/21/2015,"In-kind items and services",275027156,Education,"",Xarelto,"","Medical Textbook"
37332,"AstraZeneca Pharmaceuticals LP",DE,100000000146,37.55,01/10/2014,"In-kind items and services",150217402,"Food and Beverage","",SYMBICORT,CRESTOR,"Informational Meal"
37332,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,37.25,05/27/2014,"In-kind items and services",188624982,"Food and Beverage","",LANTUS,"",""
37332,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,25.07,08/25/2015,"In-kind items and services",290877460,"Food and Beverage","",STIOLTO,"",""
37332,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,23.66,04/03/2015,"In-kind items and services",290877470,"Food and Beverage","",GLYXAMBI,"",""
37332,"Novo Nordisk Inc",NJ,100000000144,21.59,06/26/2015,"In-kind items and services",267168104,"Food and Beverage","",Levemir,NovoLog,""
37332,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,21.46,10/08/2013,"Cash or cash equivalent",14043768,"Food and Beverage","",ONGLYZA,"",""
37332,"Janssen Pharmaceuticals, Inc",NJ,100000000232,20.79,06/29/2015,"In-kind items and services",275027158,"Food and Beverage","",Xarelto,"",""
37332,"Sunovion Pharmaceuticals Inc.",MA,100000000254,20.48,03/31/2014,"In-kind items and services",163279732,"Food and Beverage","",Brovana,"",""
37332,"AstraZeneca Pharmaceuticals LP",DE,100000000146,19.95,04/28/2014,"In-kind items and services",148233802,"Food and Beverage","",BYDUREON,"","Informational Meal"
37332,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,19.92,07/02/2015,"In-kind items and services",290877462,"Food and Beverage","",STIOLTO,"",""
37332,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,19.88,12/12/2013,"Cash or cash equivalent",13983536,"Food and Beverage","",BYDUREON,"",""
37332,"Eisai Inc.",NJ,100000000136,19.49,09/26/2014,"Cash or cash equivalent",184657930,"Food and Beverage","",Belviq,"",""
37332,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,19.20,07/23/2015,"In-kind items and services",290134026,"Food and Beverage","",GLYXAMBI,"",""
37332,"Daiichi Sankyo Inc.",NJ,100000000195,19.16,01/30/2014,"In-kind items and services",199572910,"Food and Beverage","",Benicar,"",""
37332,"Janssen Pharmaceuticals, Inc",NJ,100000000232,19.04,02/17/2015,"In-kind items and services",275027144,"Food and Beverage","",Xarelto,Invokana,""
37332,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,18.99,09/28/2015,"In-kind items and services",290877456,"Food and Beverage","",STIOLTO,"",""
37332,"AstraZeneca Pharmaceuticals LP",DE,100000000146,18.88,06/24/2014,"In-kind items and services",149939854,"Food and Beverage","",FARXIGA,"","Informational Meal"
37332,"GlaxoSmithKline, LLC.",NC,100000005449,18.57,12/11/2014,"In-kind items and services",248132278,"Food and Beverage","",ANORO,"",""
37332,"Lilly USA, LLC",IN,100000000066,18.45,12/08/2015,"In-kind items and services",267763594,"Food and Beverage","",HUMALOG,TRULICITY,""
37332,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,18.26,10/30/2013,"In-kind items and services",104436794,"Food and Beverage","",PRADAXA,"COMBIVENT RESPIMAT",""
37332,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,18.21,05/04/2015,"In-kind items and services",290877466,"Food and Beverage","","SPIRIVA RESPIMAT","",""
37332,"Janssen Pharmaceuticals, Inc",NJ,100000000232,18.01,12/15/2015,"In-kind items and services",275027140,"Food and Beverage","",INVOKANA,XARELTO,"Related to product discussion"
37332,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,17.26,09/16/2014,"In-kind items and services",193829168,"Food and Beverage","",Brintellix,"",""
37332,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,16.81,12/10/2015,"Cash or cash equivalent",332204241,"Food and Beverage","",ELIQUIS,"",""
37332,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,16.63,05/19/2014,"In-kind items and services",193829174,"Food and Beverage","",Nesina,Oseni,""
37332,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,16.55,06/23/2015,"Cash or cash equivalent",331727013,"Food and Beverage","",ELIQUIS,"",""
37332,"AstraZeneca Pharmaceuticals LP",DE,100000000146,16.50,07/18/2014,"In-kind items and services",148796359,"Food and Beverage","",CRESTOR,"","Informational Meal"
37332,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,15.96,10/04/2013,"In-kind items and services",103254134,"Food and Beverage","",Dexilant,"",""
37332,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,15.89,09/29/2014,"In-kind items and services",196688628,"Food and Beverage","",Jardiance,"",""
37332,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.34,10/13/2014,"In-kind items and services",148862434,"Food and Beverage","","BYDUREON WEEKLY","","Informational Meal"
37332,"Purdue Pharma L.P.",CT,100000005432,15.32,06/23/2015,"Cash or cash equivalent",251099034,"Food and Beverage","",BUTRANS,"HYSINGLA ER",""
37332,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,15.14,10/02/2015,"In-kind items and services",290877452,"Food and Beverage","",JARDIANCE,"",""
37332,"Janssen Pharmaceuticals, Inc",NJ,100000000232,14.82,11/21/2014,"In-kind items and services",156025284,"Food and Beverage","",Invokana,"",""
37332,"EISAI INC.",NJ,100000000136,14.81,08/11/2015,"Cash or cash equivalent",338048708,"Food and Beverage","",BELVIQ,"",""
37332,"Janssen Pharmaceuticals, Inc",NJ,100000000232,14.79,09/23/2015,"In-kind items and services",275027150,"Food and Beverage","",Xarelto,Invokana,"Related to product discussion"
37332,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,14.78,03/26/2015,"In-kind items and services",337046514,"Food and Beverage","",Brintellix,"",""
37332,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.61,05/23/2014,"In-kind items and services",148513740,"Food and Beverage","",CRESTOR,"","Informational Meal"
37332,"Janssen Pharmaceuticals, Inc",NJ,100000000232,14.55,08/28/2014,"In-kind items and services",156025288,"Food and Beverage","",Xarelto,Invokana,""
37332,"Actavis Pharma Inc",NJ,100000010642,14.52,10/01/2015,"In-kind items and services",339470038,"Food and Beverage","","NAMENDA XR",NAMZARIC,""
37332,"Janssen Pharmaceuticals, Inc",NJ,100000000232,14.43,06/26/2015,"In-kind items and services",275027154,"Food and Beverage","",Xarelto,Invokana,""
37332,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.33,02/05/2015,"In-kind items and services",256089270,"Food and Beverage","",CRESTOR,"","Informational Meal"
37332,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.14,10/05/2015,"In-kind items and services",256130888,"Food and Beverage","",FARXIGA,"","Informational Meal"
37332,"Sunovion Pharmaceuticals Inc.",MA,100000000254,14.04,11/19/2013,"In-kind items and services",101236802,"Food and Beverage","",Brovana,"",""
