Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
298897,"Allergan Inc.",CA,100000000278,125.26,09/25/2013,"In-kind items and services",102503060,"Food and Beverage","",COMBIGAN,"",""
298897,"Allergan Inc.",CA,100000000278,124.94,04/22/2014,"In-kind items and services",192501636,"Food and Beverage","",COMBIGAN,"",""
298897,"Alcon Laboratories Inc",TX,100000005405,114.00,10/09/2014,"In-kind items and services",167486756,"Food and Beverage","",Ilevro,"",""
298897,"Alcon Laboratories Inc",TX,100000005405,108.48,03/05/2015,"In-kind items and services",315017238,"Food and Beverage","","Travatan Z",Simbrinza,""
298897,"Allergan Inc.",CA,100000000278,92.82,11/13/2014,"In-kind items and services",192501640,"Food and Beverage","",COMBIGAN,"",""
298897,"Carl Zeiss Meditec, Inc.",CA,100000005433,85.79,11/16/2013,"Cash or cash equivalent",105364228,"Food and Beverage","","","",""
298897,"Alcon Laboratories Inc",TX,100000005405,82.92,10/18/2013,"In-kind items and services",102436102,"Food and Beverage","",Simbrinza,"Travatan Z",""
298897,"Allergan Inc.",CA,100000000278,78.71,02/13/2014,"In-kind items and services",203719646,"Food and Beverage","","","",""
298897,"Allergan Inc.",CA,100000000278,74.12,03/12/2015,"In-kind items and services",289796336,"Food and Beverage","",RESTASIS,"",""
298897,"Carl Zeiss Meditec, Inc.",CA,100000005433,18.00,11/16/2013,"In-kind items and services",105363978,Gift,"","","",""
298897,"Allergan Inc.",CA,100000000278,17.22,12/18/2013,"In-kind items and services",102503062,"Food and Beverage","",COMBIGAN,"",""
298897,"Alcon Laboratories Inc",TX,100000005405,13.15,07/22/2014,"In-kind items and services",167486750,"Food and Beverage","",TravatanZ,Simbrinza,""
298897,"Alcon Laboratories Inc",TX,100000005405,12.93,02/04/2014,"In-kind items and services",167486742,"Food and Beverage","",Pataday,TravatanZ,""
298897,"Alcon Laboratories Inc",TX,100000005405,10.63,10/29/2013,"In-kind items and services",102433322,"Food and Beverage","",Systane,Simbrinza,""
298897,"Alcon Laboratories Inc",TX,100000005405,8.12,04/02/2014,"In-kind items and services",167486754,"Food and Beverage","",TravatanZ,Simbrinza,""
298897,"Alcon Laboratories Inc",TX,100000005405,7.98,08/21/2013,"In-kind items and services",102400686,"Food and Beverage","",Systane,Simbrinza,""
298897,"Alcon Laboratories Inc",TX,100000005405,4.33,04/01/2014,"In-kind items and services",167486746,"Food and Beverage","",TravatanZ,Simbrinza,""
