Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,74.95,06/24/2014,GNRL,156651464
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,31.64,09/01/2015,GNRL,260114378
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,31.39,04/03/2014,GNRL,150047074
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,28.27,04/30/2015,GNRL,260128138
834599,GNRL,"Meda Pharmaceuticals, Inc.",NJ,100000011184,21.81,11/13/2015,GNRL,326853352
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,19.64,07/29/2014,GNRL,161793232
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,19.49,01/29/2014,GNRL,156651466
834599,GNRL,"GlaxoSmithKline, LLC.",NC,100000005449,19.32,06/10/2014,GNRL,197877692
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,19.15,08/19/2014,GNRL,161960008
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,17.83,12/16/2014,GNRL,162399434
834599,GNRL,"Pfizer Inc.",NY,100000000286,17.82,05/06/2014,GNRL,206278288
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,17.41,10/10/2013,GNRL,23818301
834599,GNRL,"Actavis Pharma Inc",NJ,100000010642,17.07,04/01/2015,GNRL,339618604
834599,GNRL,"Actavis Pharma Inc",NJ,100000010642,16.76,08/06/2015,GNRL,339606650
834599,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,16.62,07/14/2015,GNRL,337283940
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,16.40,01/02/2014,GNRL,160657302
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,16.23,11/06/2014,GNRL,162252990
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.95,03/12/2015,GNRL,260078840
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,15.82,06/23/2014,GNRL,156651472
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,15.79,10/27/2014,GNRL,162188372
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.76,07/28/2015,GNRL,260103292
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,15.51,02/12/2014,GNRL,156651468
834599,GNRL,"Eisai Inc.",NJ,100000000136,15.50,10/07/2014,GNRL,184603552
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,15.38,11/07/2013,GNRL,32248995
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,15.37,01/27/2015,GNRL,275604774
834599,GNRL,"Shire North American Group Inc",MA,100000061292,15.23,11/05/2015,GNRL,301068826
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.22,07/31/2014,GNRL,149043646
834599,GNRL,"Meda Pharmaceuticals, Inc.",NJ,100000011184,14.88,09/16/2014,GNRL,221168608
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,14.58,04/28/2015,GNRL,275604776
834599,GNRL,"GlaxoSmithKline, LLC.",NC,100000005449,14.52,10/20/2015,GNRL,320617770
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,14.48,03/25/2014,GNRL,161077544
834599,GNRL,"Valeant Pharmaceuticals North America LLC",NJ,100000010935,14.47,10/27/2015,GNRL,295486868
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.44,03/10/2015,GNRL,260111408
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.16,10/06/2015,GNRL,260128354
834599,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,14.04,11/03/2015,GNRL,290388902
834599,GNRL,"Shire North American Group Inc",MA,100000061292,14.02,02/24/2015,GNRL,299165194
834599,GNRL,"Meda Pharmaceuticals, Inc.",NJ,100000011184,13.73,04/01/2014,GNRL,221142708
834599,GNRL,"Pfizer Inc.",NY,100000000286,13.71,09/24/2015,GNRL,323401042
834599,GNRL,"Shire North American Group Inc",MA,100000061292,13.65,06/09/2015,GNRL,300273496
834599,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,13.55,10/27/2015,GNRL,337422560
834599,GNRL,"Shire North American Group Inc",MA,100000061292,13.45,03/24/2015,GNRL,299165196
834599,GNRL,"Pfizer Inc.",NY,100000000286,13.45,07/16/2015,GNRL,323862384
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,13.29,08/05/2014,GNRL,161891756
834599,GNRL,"Phadia US Inc.",MI,100000010419,13.23,06/30/2015,GNRL,243581600
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,13.19,02/12/2015,GNRL,267176642
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,13.16,09/03/2015,GNRL,266974572
834599,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,13.05,11/20/2015,GNRL,290388900
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,12.98,08/21/2014,GNRL,156651474
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,12.88,07/07/2015,GNRL,266818298
834599,GNRL,"Celgene Corporation",NJ,100000000343,12.83,12/03/2015,GNRL,328478544
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,12.82,09/10/2014,GNRL,149427120
834599,GNRL,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,12.73,10/16/2015,GNRL,318676150
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,12.69,02/07/2014,GNRL,162374868
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,12.63,07/31/2015,GNRL,275604782
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,12.58,05/05/2015,GNRL,266751734
834599,GNRL,"Pfizer Inc.",NY,100000000286,12.53,08/12/2014,GNRL,206694854
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,12.51,11/12/2015,GNRL,275604768
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,12.48,10/23/2014,GNRL,150726430
834599,GNRL,"Astellas Pharma US Inc",IL,100000000137,12.45,07/01/2014,GNRL,168565970
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,12.43,02/25/2015,GNRL,266325902
834599,GNRL,"Purdue Pharma L.P.",CT,100000005432,12.41,07/09/2015,GNRL,251105050
834599,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,12.39,08/13/2015,GNRL,290388752
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,12.38,12/02/2014,GNRL,162394090
834599,GNRL,"Phadia US Inc.",MI,100000010419,12.36,04/24/2015,GNRL,243578280
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,12.32,04/24/2014,GNRL,150656682
834599,GNRL,"Pfizer Inc.",NY,100000000286,12.28,04/21/2015,GNRL,323116868
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,12.12,09/02/2014,GNRL,150287710
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,12.08,12/15/2015,GNRL,267158960
834599,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,12.05,05/30/2014,GNRL,147167272
834599,GNRL,"Mylan Specialty L.P.",WV,100000005573,12.02,12/09/2015,GNRL,320317783
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,12.01,04/02/2015,GNRL,260024006
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,11.96,05/08/2014,GNRL,148712286
834599,GNRL,"Shire North American Group Inc",MA,100000061292,11.95,09/12/2015,GNRL,300666389
834599,GNRL,"GlaxoSmithKline, LLC.",NC,100000005449,11.95,06/04/2015,GNRL,320617764
834599,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,11.91,03/03/2015,GNRL,337042966
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,11.85,05/22/2014,GNRL,161462398
834599,GNRL,"Novo Nordisk Inc",NJ,100000000144,11.80,05/12/2015,GNRL,266715630
834599,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,11.77,10/21/2014,GNRL,147167284
834599,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,11.56,10/13/2015,GNRL,275604790
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,11.52,05/01/2015,GNRL,260103378
834599,GNRL,"Purdue Pharma L.P.",CT,100000005432,11.51,05/28/2015,GNRL,251089972
834599,GNRL,"Actavis Pharma Inc",NJ,100000010642,11.48,06/12/2015,GNRL,339256826
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,11.25,05/07/2015,GNRL,260028774
834599,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,11.24,06/26/2014,GNRL,150905591
