Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
269683,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,1400.00,10/31/2013,GNRL,6764263
269683,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,1400.00,01/24/2014,GNRL,147587889
269683,GNRL,"Ironwood Pharmaceuticals, Inc",MA,100000000245,105.93,11/22/2013,GNRL,100710496
269683,GNRL,"Janssen Biotech, Inc.",PA,100000000329,96.00,08/18/2015,GNRL,269917322
269683,GNRL,"Janssen Products, LP",PA,100000000325,88.00,07/02/2014,GNRL,155880122
269683,GNRL,"AbbVie, Inc.",IL,100000000204,75.99,11/30/2013,GNRL,31116908
269683,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,71.56,05/28/2015,GNRL,337466416
269683,GNRL,"AbbVie, Inc.",IL,100000000204,23.98,05/08/2014,GNRL,189312398
269683,GNRL,"AbbVie, Inc.",IL,100000000204,23.70,04/02/2015,GNRL,317222172
269683,GNRL,"Janssen Biotech, Inc.",PA,100000000329,22.33,06/17/2015,GNRL,269917290
269683,GNRL,"AbbVie, Inc.",IL,100000000204,22.17,06/16/2015,GNRL,317193996
269683,GNRL,"Janssen Biotech, Inc.",PA,100000000329,21.86,11/18/2015,GNRL,269917264
269683,GNRL,"AbbVie, Inc.",IL,100000000204,21.82,12/10/2013,GNRL,31116904
269683,GNRL,"AbbVie, Inc.",IL,100000000204,21.24,01/07/2015,GNRL,317018682
269683,GNRL,"AbbVie, Inc.",IL,100000000204,21.12,01/15/2014,GNRL,189124144
269683,GNRL,"AbbVie, Inc.",IL,100000000204,20.87,10/11/2013,GNRL,31116906
269683,GNRL,"AbbVie, Inc.",IL,100000000204,20.34,04/29/2015,GNRL,317201341
269683,GNRL,"AbbVie, Inc.",IL,100000000204,20.13,09/01/2014,GNRL,189480184
269683,GNRL,"AbbVie, Inc.",IL,100000000204,20.11,07/29/2015,GNRL,317427690
269683,GNRL,"AbbVie, Inc.",IL,100000000204,19.88,05/13/2014,GNRL,189317046
269683,GNRL,"AbbVie, Inc.",IL,100000000204,19.60,03/04/2014,GNRL,189196882
269683,GNRL,"AbbVie, Inc.",IL,100000000204,18.85,08/13/2013,GNRL,31116905
269683,GNRL,"AbbVie, Inc.",IL,100000000204,18.65,11/04/2014,GNRL,189580898
269683,GNRL,"Janssen Biotech, Inc.",PA,100000000329,17.80,04/15/2015,GNRL,269917284
269683,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,17.63,08/12/2014,GNRL,193561022
269683,GNRL,"AbbVie, Inc.",IL,100000000204,17.55,11/18/2014,GNRL,189607500
269683,GNRL,"Janssen Biotech, Inc.",PA,100000000329,17.40,07/22/2015,GNRL,269917301
269683,GNRL,"AbbVie, Inc.",IL,100000000204,17.16,03/11/2015,GNRL,308901031
