Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
244407,GNRL,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,99.00,07/17/2014,GNRL,216375444
244407,GNRL,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,69.00,08/29/2013,GNRL,105122316
244407,GNRL,"Shire North American Group Inc",MA,100000061292,20.73,04/16/2015,GNRL,300354494
244407,GNRL,"Lundbeck LLC",IL,100000000236,19.87,09/18/2014,GNRL,145234522
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,19.65,01/09/2014,GNRL,149152408
244407,GNRL,"Lundbeck LLC",IL,100000000236,19.24,08/14/2014,GNRL,145234518
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,19.18,05/22/2014,GNRL,150718372
244407,GNRL,"Lundbeck LLC",IL,100000000236,18.70,04/23/2015,GNRL,294121936
244407,GNRL,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,18.13,06/12/2014,GNRL,216375442
244407,GNRL,"Lundbeck LLC",IL,100000000236,17.96,11/12/2015,GNRL,294121942
244407,GNRL,"Lundbeck LLC",IL,100000000236,17.36,06/04/2015,GNRL,294121938
244407,GNRL,"Lundbeck LLC",IL,100000000236,17.13,04/10/2014,GNRL,145234509
244407,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,17.11,05/08/2014,GNRL,147684266
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,17.01,11/13/2014,GNRL,150141356
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,16.97,10/03/2014,GNRL,148215130
244407,GNRL,"Shire US Holdings",PA,100000000241,16.66,08/22/2013,GNRL,6378851
244407,GNRL,"Shire North American Group Inc",MA,100000061292,16.62,03/13/2014,GNRL,136446216
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,16.34,07/31/2014,GNRL,148509456
244407,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,15.88,10/03/2013,GNRL,100436622
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.75,08/28/2014,GNRL,149486165
244407,GNRL,"Shire North American Group Inc",MA,100000061292,15.74,07/03/2014,GNRL,136446218
244407,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,15.67,06/19/2014,GNRL,194760688
244407,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,15.46,08/15/2013,GNRL,100436620
244407,GNRL,"Shire North American Group Inc",MA,100000061292,15.32,09/04/2014,GNRL,136446220
244407,GNRL,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,15.19,12/12/2013,GNRL,105122322
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.03,03/20/2014,GNRL,148643960
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.83,05/07/2015,GNRL,260066712
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.63,10/17/2013,GNRL,174050152
244407,GNRL,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,14.61,03/26/2015,GNRL,333515398
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.26,06/25/2015,GNRL,260057870
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.18,04/17/2014,GNRL,148544392
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.13,06/05/2014,GNRL,148504128
244407,GNRL,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,14.06,03/06/2014,GNRL,216375432
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,13.72,01/08/2015,GNRL,260117910
244407,GNRL,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,13.09,05/01/2014,GNRL,216375436
244407,GNRL,"Shire US Holdings",PA,100000000241,13.04,11/07/2013,GNRL,6378853
244407,GNRL,"Shire North American Group Inc",MA,100000061292,13.01,01/16/2014,GNRL,136446214
244407,GNRL,"Lundbeck LLC",IL,100000000236,13.00,08/27/2015,GNRL,294121940
244407,GNRL,"Actavis Pharma Inc",NJ,100000010642,13.00,09/24/2015,GNRL,339381118
244407,GNRL,"Arbor Pharmaceuticals, Inc.",GA,100000005507,12.92,11/05/2015,GNRL,283323410
244407,GNRL,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,12.76,10/10/2013,GNRL,105122318
244407,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,12.67,02/06/2014,GNRL,148196210
