Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
351761,"Purdue Pharma L.P.",CT,100000005432,89.57,02/19/2015,"Cash or cash equivalent",251005616,"Food and Beverage","","HYSINGLA ER","",""
351761,"Janssen Pharmaceuticals, Inc",NJ,100000000232,29.95,08/05/2015,"In-kind items and services",275139406,Education,"",Invokana,"","Medical Textbook"
351761,"AstraZeneca Pharmaceuticals LP",DE,100000000146,25.57,04/23/2014,"In-kind items and services",149427979,"Food and Beverage","",SYMBICORT,"","Informational Meal"
351761,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,20.18,09/10/2013,"In-kind items and services",105017158,"Food and Beverage","","","",""
351761,"Janssen Pharmaceuticals, Inc",NJ,100000000232,18.39,01/29/2014,"In-kind items and services",156149264,"Food and Beverage","",Invokana,Xarelto,""
351761,"AstraZeneca Pharmaceuticals LP",DE,100000000146,17.31,05/14/2014,"In-kind items and services",150692337,"Food and Beverage","","BYDUREON WEEKLY","","Informational Meal"
351761,"Pfizer Inc.",NY,100000000286,16.56,11/26/2013,"In-kind items and services",206001278,"Food and Beverage","",PRISTIQ,LYRICA,""
351761,"GlaxoSmithKline, LLC.",NC,100000005449,15.84,05/06/2014,"In-kind items and services",198666162,"Food and Beverage","",ANORO,"",""
351761,"Pfizer Inc.",NY,100000000286,15.53,12/17/2013,"In-kind items and services",205927632,"Food and Beverage","",LYRICA,PRISTIQ,""
351761,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,15.35,09/24/2013,"In-kind items and services",215695992,"Food and Beverage","",Nesina,Oseni,""
351761,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.16,03/19/2014,"In-kind items and services",148650666,"Food and Beverage","",FARXIGA,"","Informational Meal"
351761,"Pfizer Inc.",NY,100000000286,15.05,08/12/2013,"In-kind items and services",205450304,"Food and Beverage","",TOVIAZ,VIAGRA,""
351761,"GlaxoSmithKline, LLC.",NC,100000005449,15.02,04/28/2015,"In-kind items and services",319796450,"Food and Beverage","",ANORO,BREO,""
351761,"Pfizer Inc.",NY,100000000286,14.61,08/21/2013,"In-kind items and services",205121988,"Food and Beverage","",PRISTIQ,LYRICA,""
351761,"GlaxoSmithKline, LLC.",NC,100000005449,14.34,04/16/2015,"In-kind items and services",319796426,"Food and Beverage","",TANZEUM,"",""
351761,"Merck Sharp & Dohme Corporation",NJ,100000000053,13.68,02/12/2015,"In-kind items and services",330188809,"Food and Beverage","",VYTORIN,ZETIA,""
351761,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,13.61,01/30/2014,"In-kind items and services",196504138,"Food and Beverage","",SPIRIVA,PRADAXA,""
351761,"Actavis Pharma Inc",NJ,100000010642,13.17,02/25/2015,"In-kind items and services",339389874,"Food and Beverage","",FETZIMA,VIIBRYD,""
351761,"Pfizer Inc.",NY,100000000286,13.08,09/16/2013,"In-kind items and services",205572184,"Food and Beverage","",LYRICA,"",""
351761,"Merck Sharp & Dohme Corporation",NJ,100000000053,12.91,01/16/2014,"In-kind items and services",200995434,"Food and Beverage","","PNEUMOVAX 23",ZOSTAVAX,""
351761,"Janssen Pharmaceuticals, Inc",NJ,100000000232,12.60,06/12/2014,"In-kind items and services",156149266,"Food and Beverage","",Xarelto,Invokana,""
351761,"Novartis Pharmaceuticals Corporation",NJ,100000000228,12.60,04/03/2014,"In-kind items and services",152439268,"Food and Beverage","","EXELON PATCH","",""
351761,"Janssen Pharmaceuticals, Inc",NJ,100000000232,12.10,09/24/2014,"In-kind items and services",156149268,"Food and Beverage","",Xarelto,Invokana,""
351761,"Janssen Pharmaceuticals, Inc",NJ,100000000232,11.95,10/08/2014,"In-kind items and services",156149274,"Food and Beverage","",Xarelto,"",""
351761,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,11.95,10/21/2014,"In-kind items and services",196504140,"Food and Beverage","",Jardiance,"",""
351761,"Janssen Pharmaceuticals, Inc",NJ,100000000232,11.35,02/05/2015,"In-kind items and services",275139404,"Food and Beverage","",Invokana,Xarelto,""
351761,"Valeritas, Inc.",NJ,100000010873,11.26,01/08/2014,"In-kind items and services",209414248,"Food and Beverage","","","",""
351761,"Shionogi Inc",NJ,100000005589,11.11,04/10/2014,"In-kind items and services",217451854,"Food and Beverage","",Osphena,"",""
351761,"Purdue Pharma L.P.",CT,100000005432,11.10,04/30/2014,"Cash or cash equivalent",158128390,"Food and Beverage","",OXYCONTIN,BUTRANS,""
351761,"Janssen Pharmaceuticals, Inc",NJ,100000000232,7.83,04/23/2014,"In-kind items and services",156149270,"Food and Beverage","",Xarelto,"",""
351761,"Janssen Pharmaceuticals, Inc",NJ,100000000232,3.18,10/08/2014,"In-kind items and services",156149272,"Food and Beverage","",Xarelto,"",""
