Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
254941,"Davol Inc.",RI,100000005490,294.09,10/18/2013,"Cash or cash equivalent",101627664,"Travel and Lodging","","","",""
254941,"LifeCell Corporation",NJ,100000010566,162.02,01/24/2014,"In-kind items and services",188324190,"Food and Beverage","","","",""
254941,"Davol Inc.",RI,100000005490,146.01,08/24/2013,"Cash or cash equivalent",101625610,"Food and Beverage","","","",""
254941,"Davol Inc.",RI,100000005490,122.78,10/18/2013,"Cash or cash equivalent",101627756,"Food and Beverage","","","",""
254941,"Davol Inc.",RI,100000005490,46.18,10/03/2013,"Cash or cash equivalent",101627050,"Food and Beverage","","","",""
254941,"Davol Inc.",RI,100000005490,46.02,08/26/2013,"Cash or cash equivalent",101625630,"Food and Beverage","","","",""
254941,"Davol Inc.",RI,100000005490,40.04,11/15/2013,"Cash or cash equivalent",101629278,"Food and Beverage","","","",""
254941,"Olympus America Inc.",PA,100000005451,18.10,09/24/2013,"In-kind items and services",104500084,"Food and Beverage","","","",""
254941,"Davol Inc.",RI,100000005490,14.68,08/25/2013,"Cash or cash equivalent",101625614,"Food and Beverage","","","",""
254941,"Davol Inc.",RI,100000005490,13.13,08/25/2013,"Cash or cash equivalent",101625616,"Food and Beverage","","","",""
254941,"Genentech USA, Inc.",CA,100000000226,11.99,06/03/2014,"In-kind items and services",227856392,"Food and Beverage","",Perjeta,"",""
254941,"Covidien Sales LLC",MA,100000000098,11.09,10/17/2013,"Cash or cash equivalent",104901542,"Food and Beverage","","","",""
254941,"Davol Inc.",RI,100000005490,8.25,08/25/2013,"Cash or cash equivalent",101625622,"Food and Beverage","","","",""
