Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
84665,"Stryker Corporation",MI,100000010503,957.50,06/26/2014,"Cash or cash equivalent",199175822,"Travel and Lodging","","","",""
84665,"Stryker Corporation",MI,100000010503,796.34,06/08/2014,"Cash or cash equivalent",199175828,"Travel and Lodging","","","",""
84665,"Stryker Corporation",MI,100000010503,582.60,09/05/2013,"Cash or cash equivalent",104162580,"Travel and Lodging","","","",""
84665,"Stryker Corporation",MI,100000010503,252.13,09/06/2013,"Cash or cash equivalent",104162588,"Travel and Lodging","","","",""
84665,"Stryker Corporation",MI,100000010503,145.50,10/04/2013,"Cash or cash equivalent",104162558,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,139.35,06/28/2014,"Cash or cash equivalent",199175788,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,121.55,09/05/2013,"Cash or cash equivalent",104162536,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,112.65,11/22/2013,"Cash or cash equivalent",104162564,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,110.15,09/06/2013,"Cash or cash equivalent",104162554,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,109.16,02/13/2014,"Cash or cash equivalent",199175750,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,95.56,10/01/2015,"Cash or cash equivalent",316821690,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,84.73,08/29/2013,"Cash or cash equivalent",104162538,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,83.74,06/27/2014,"Cash or cash equivalent",199175784,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,81.53,04/24/2015,"Cash or cash equivalent",316821678,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,80.98,09/08/2015,"Cash or cash equivalent",316897474,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,80.04,10/03/2015,"Cash or cash equivalent",316821692,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,73.36,10/19/2015,"Cash or cash equivalent",316821696,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,56.81,10/03/2013,"Cash or cash equivalent",104162560,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,56.44,08/21/2015,"Cash or cash equivalent",316821686,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,53.04,12/18/2013,"Cash or cash equivalent",104162576,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,52.64,11/13/2015,"Cash or cash equivalent",316821700,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,51.55,11/13/2013,"Cash or cash equivalent",104162566,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,50.81,07/23/2014,"Cash or cash equivalent",199175800,"Food and Beverage","","","",""
84665,"Stryker Corporation",MI,100000010503,50.80,04/02/2015,"Cash or cash equivalent",316821676,"Food and Beverage","","","",""
