Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
979632,GNRL,"Stryker Corporation",MI,100000010503,221.26,01/27/2015,GNRL,316771310
979632,GNRL,"Stryker Corporation",MI,100000010503,141.90,02/26/2015,GNRL,316771312
979632,GNRL,"SI-BONE, Inc.",CA,100000011102,49.85,07/27/2015,GNRL,338662058
979632,GNRL,"Stryker Corporation",MI,100000010503,40.12,02/20/2015,GNRL,316771308
979632,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,22.08,12/30/2014,GNRL,227530168
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,19.40,11/12/2015,GNRL,251142898
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,19.22,02/24/2015,GNRL,251042102
979632,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,18.28,06/04/2015,GNRL,260071735
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,17.54,07/09/2015,GNRL,251104754
979632,GNRL,"Horizon Pharma plc","",100000131389,17.48,07/30/2015,GNRL,281948870
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,16.65,05/28/2014,GNRL,158295114
979632,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.15,07/02/2015,GNRL,260041950
979632,GNRL,"Egalet US Inc",PW,100000136486,15.02,12/09/2015,GNRL,334624296
979632,GNRL,"Bioventus LLC",NC,100000000302,14.57,08/21/2014,GNRL,214132902
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,14.34,05/21/2015,GNRL,251082902
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,13.45,09/23/2014,GNRL,158295120
979632,GNRL,"Egalet US Inc",PW,100000136486,13.33,08/03/2015,GNRL,334619680
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,12.58,02/13/2015,GNRL,251030442
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,11.95,03/12/2015,GNRL,251049832
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,10.00,02/05/2015,GNRL,251045408
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,8.39,04/14/2015,GNRL,251066134
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,7.00,12/02/2015,GNRL,251152674
979632,GNRL,"Purdue Pharma L.P.",CT,100000005432,2.70,03/17/2015,GNRL,251053656
