Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,8552.10,01/26/2015,GNRL,294847448
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,8258.66,12/28/2015,GNRL,294847526
3998,GNRL,"W. L. Gore & Associates, Inc.",DE,100000010774,6000.00,04/17/2015,GNRL,295979702
3998,GNRL,"Lake Region Medical, Inc.",MA,100000076360,3389.00,04/15/2015,GNRL,332901430
3998,GNRL,"Covidien Sales LLC",MA,100000000098,3000.00,12/06/2013,GNRL,31666920
3998,GNRL,"Abbott Laboratories",IL,100000010680,3000.00,10/30/2015,GNRL,333010568
3998,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,2800.00,01/27/2015,GNRL,296285312
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,2100.00,12/15/2014,GNRL,204829556
3998,GNRL,"Abbott Laboratories",IL,100000010680,1125.00,10/30/2015,GNRL,333071410
3998,GNRL,"Abbott Laboratories",IL,100000010680,977.20,10/26/2015,GNRL,332979936
3998,GNRL,"W. L. Gore & Associates, Inc.",DE,100000010774,874.12,02/25/2015,GNRL,295979716
3998,GNRL,"W. L. Gore & Associates, Inc.",DE,100000010774,867.54,03/11/2015,GNRL,295955216
3998,GNRL,"Lake Region Medical, Inc.",MA,100000076360,675.00,11/04/2015,GNRL,332901438
3998,GNRL,"W. L. Gore & Associates, Inc.",DE,100000010774,579.61,03/11/2015,GNRL,295979722
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,551.60,01/27/2015,GNRL,294847454
3998,GNRL,"Edwards Lifesciences Corporation",CA,100000010633,523.76,03/21/2014,GNRL,209043318
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,410.20,12/28/2015,GNRL,294847530
3998,GNRL,"Abbott Laboratories",IL,100000010680,359.81,10/26/2015,GNRL,333032738
3998,GNRL,"Medtronic Vascular, Inc.",MN,100000010384,345.72,01/08/2015,GNRL,296285308
3998,GNRL,"Edwards Lifesciences Corporation",CA,100000010633,337.02,03/21/2014,GNRL,209043466
3998,GNRL,"Cook Incorporated",IN,100000010458,305.85,07/09/2014,GNRL,211340172
3998,GNRL,"Abbott Laboratories",IL,100000010680,224.76,10/26/2015,GNRL,332909752
3998,GNRL,"W. L. Gore & Associates, Inc.",DE,100000010774,190.78,03/24/2015,GNRL,295979719
3998,GNRL,"Endologix, Inc.",CA,100000000079,177.25,11/12/2013,GNRL,100496466
3998,GNRL,"Cook Incorporated",IN,100000010458,172.90,01/26/2014,GNRL,211340170
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,152.22,11/18/2014,GNRL,204829548
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,152.22,11/19/2014,GNRL,204829550
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,150.00,12/27/2015,GNRL,294847522
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,149.62,09/16/2014,GNRL,204829542
3998,GNRL,"Abbott Laboratories",IL,100000010680,149.31,10/26/2015,GNRL,333057004
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,148.11,06/25/2014,GNRL,204829534
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,145.46,10/12/2015,GNRL,294847502
3998,GNRL,"Bard Peripheral Vascular, Inc.",AZ,100000005481,142.60,07/11/2015,GNRL,317653350
3998,GNRL,"Cook Medical LLC",IN,100000010457,139.12,11/08/2013,GNRL,103153616
3998,GNRL,"Edwards Lifesciences Corporation",CA,100000010633,132.60,03/13/2014,GNRL,209058520
3998,GNRL,"Cook Incorporated",IN,100000010458,128.97,07/08/2015,GNRL,336575040
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,125.87,10/29/2013,GNRL,30203997
3998,GNRL,"Edwards Lifesciences Corporation",CA,100000010633,125.42,11/19/2013,GNRL,103724954
3998,GNRL,"Edwards Lifesciences Corporation",CA,100000010633,124.00,03/21/2014,GNRL,209043248
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,121.17,11/18/2014,GNRL,204829546
3998,GNRL,"Endologix, Inc.",CA,100000000079,119.88,11/11/2013,GNRL,100496468
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,111.09,04/09/2015,GNRL,294847474
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,103.13,10/13/2015,GNRL,294847510
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,101.59,01/28/2014,GNRL,204829528
3998,GNRL,"Boston Scientific Corporation",MA,100000005674,99.74,11/26/2013,GNRL,19733693
3998,GNRL,"Maquet Cardiovascular U.S. Sales, L.L.C.",NJ,100000010724,97.87,09/26/2014,GNRL,203670008
3998,GNRL,"Cook Medical LLC",IN,100000010457,93.47,02/12/2014,GNRL,208798804
3998,GNRL,"Volcano Corporation",CA,100000000212,92.35,07/08/2015,GNRL,338773070
3998,GNRL,"Abbott Laboratories",IL,100000010680,86.31,10/26/2015,GNRL,332979306
3998,GNRL,"Edwards Lifesciences Corporation",CA,100000010633,84.26,03/21/2014,GNRL,209058531
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,83.37,09/14/2014,GNRL,204829538
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,82.78,01/27/2015,GNRL,294847456
3998,GNRL,"Cook Medical LLC",IN,100000010457,77.39,10/30/2013,GNRL,208845658
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,66.78,12/04/2014,GNRL,204829554
3998,GNRL,"Abbott Laboratories",IL,100000010680,66.08,10/26/2015,GNRL,333060032
3998,GNRL,"Bard Peripheral Vascular, Inc.",AZ,100000005481,62.38,07/17/2014,GNRL,215151186
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,61.67,03/20/2015,GNRL,294847470
3998,GNRL,"Lantheus Medical Imaging, Inc.",MA,100000005400,58.06,03/05/2014,GNRL,182165502
3998,GNRL,"AngioScore, Inc.",CA,100000010429,55.55,05/02/2014,GNRL,220085530
3998,GNRL,"The Spectranetics Corporation",CO,100000005380,54.92,11/21/2014,GNRL,204829552
