Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
191959,"WARDLOW ENTERPRISES",IA,100000010546,1349.00,11/13/2014,"In-kind items and services",195524036,Education,"","","",""
191959,"DePuy Synthes Sales Inc.",MA,100000005615,630.66,10/23/2014,"In-kind items and services",120825831,"Travel and Lodging","","","","Related to Product Training Activity"
191959,"DePuy Synthes Sales Inc.",MA,100000005615,149.96,10/23/2014,"In-kind items and services",120825835,"Travel and Lodging","","","","Related to Product Training Activity"
191959,"DePuy Synthes Sales Inc.",MA,100000005615,117.30,10/23/2014,"In-kind items and services",120825833,"Travel and Lodging","","","","Related to Product Training Activity"
191959,"Smith & Nephew, Inc.",TN,100000005456,103.82,11/12/2014,"In-kind items and services",182971408,"Food and Beverage","","","",""
191959,"DePuy Synthes Sales Inc.",MA,100000005615,82.28,10/23/2014,"In-kind items and services",120825827,"Food and Beverage","","","","Related to Product Training Activity"
191959,"DePuy Synthes Sales Inc.",MA,100000005615,60.17,07/27/2015,"In-kind items and services",267237040,"Food and Beverage","","","","Related to product discussion"
191959,"DePuy Synthes Sales Inc.",MA,100000005615,49.67,05/01/2014,"In-kind items and services",120825843,"Food and Beverage","","","","RELATED TO PRODUCT DISCUSSION"
191959,"Smith & Nephew, Inc.",TN,100000005456,39.90,03/21/2015,"In-kind items and services",303063960,"Food and Beverage","","","",""
191959,"DePuy Synthes Sales Inc.",MA,100000005615,39.11,10/24/2014,"In-kind items and services",120825829,"Food and Beverage","","","","Related to Product Training Activity"
191959,"Zimmer Holding Inc",IN,100000000103,35.77,09/12/2014,"In-kind items and services",216393432,"Food and Beverage","","","","Food and beverage provided in the context of a Zimmer event oractivity related to business meetings and medical training and education on safe and effective use of Zimmer products."
191959,"Stryker Corporation",MI,100000010503,34.36,07/17/2014,"Cash or cash equivalent",198982271,"Food and Beverage","","","",""
191959,"Stryker Corporation",MI,100000010503,30.75,08/27/2014,"Cash or cash equivalent",198982276,"Food and Beverage","","","",""
191959,"Zimmer Holding Inc",IN,100000000103,29.42,09/12/2014,"In-kind items and services",216383830,"Travel and Lodging","","","","Travel and lodging provided in the context of a medical training and education program on the safe and effective use of Zimmer products."
191959,"Zimmer Holding Inc",IN,100000000103,27.26,09/12/2014,"In-kind items and services",216380994,"Food and Beverage","","","","Food and beverage provided in the context of a Zimmer event oractivity related to business meetings and medical training and education on safe and effective use of Zimmer products."
191959,"DePuy Synthes Sales Inc.",MA,100000005615,24.74,10/24/2014,"In-kind items and services",120825839,"Food and Beverage","","","","Related to Product Training Activity"
191959,"Integra LifeSciences Corporation",NJ,100000010950,20.57,05/19/2014,"In-kind items and services",187644636,"Food and Beverage","","","",""
191959,"DePuy Synthes Sales Inc.",MA,100000005615,19.43,10/24/2014,"In-kind items and services",120825837,"Food and Beverage","","","","Related to Product Training Activity"
191959,"WARDLOW ENTERPRISES",IA,100000010546,18.93,05/09/2015,"In-kind items and services",263814486,"Food and Beverage","","","",""
191959,"DePuy Synthes Sales Inc.",MA,100000005615,16.73,10/24/2014,"In-kind items and services",120825841,"Travel and Lodging","","","","Related to Product Training Activity"
191959,"Mallinckrodt LLC",MO,100000005429,11.04,04/18/2015,"In-kind items and services",334474180,"Food and Beverage","",OFIRMEV,"",""
191959,"Horizon Pharma USA, Inc.",IL,100000005713,10.70,05/08/2014,"Cash or cash equivalent",207984332,"Food and Beverage","",VIMOVO,VIMOVO,""
191959,"Pfizer Inc.",NY,100000000286,10.53,02/10/2014,"In-kind items and services",206679008,"Food and Beverage","",CELEBREX,"",""
191959,"Smith & Nephew, Inc.",TN,100000005456,10.38,11/12/2014,"In-kind items and services",182990506,"Food and Beverage","","","",""
