Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
23449,"Tosoh Bioscience, Inc.",OH,100000000223,575.76,11/25/2014,"In-kind items and services",187782198,Gift,"Siouxland Community Health Center","","",""
23449,"Tosoh Bioscience, Inc.",OH,100000000223,512.87,11/24/2014,"In-kind items and services",187782176,Gift,"Siouxland Community Health Center","","",""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,80.00,10/22/2014,"In-kind items and services",148436062,Education,"","","",Journal
23449,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,69.00,11/07/2013,"In-kind items and services",105107342,Education,"","ABILIFY TABLET","",""
23449,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,23.64,11/18/2015,"In-kind items and services",318798672,"Food and Beverage","",TOUJEO,"",""
23449,"Astellas Pharma US Inc",IL,100000000137,22.45,09/09/2013,"In-kind items and services",101656838,"Food and Beverage","",Myrbetriq,"",""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,20.66,01/10/2014,"In-kind items and services",150086678,"Food and Beverage","",SYMBICORT,"","Informational Meal"
23449,"GlaxoSmithKline, LLC.",NC,100000005449,18.61,04/29/2014,"In-kind items and services",198663768,"Food and Beverage","",BREO,"",""
23449,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,17.93,12/30/2015,"In-kind items and services",290488400,"Food and Beverage","",STIOLTO,"",""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,16.80,10/25/2013,"In-kind items and services",101110680,"Food and Beverage","",SYMBICORT,"","Informational Meal"
23449,"Astellas Pharma US Inc",IL,100000000137,16.18,05/01/2014,"In-kind items and services",168477252,"Food and Beverage","",Myrbetriq,Vesicare,""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.73,07/18/2014,"In-kind items and services",148805984,"Food and Beverage","",SYMBICORT,"","Informational Meal"
23449,"Upsher-Smith Laboratories Inc.",MN,100000005468,15.23,06/12/2015,"In-kind items and services",283416524,"Food and Beverage","","QUDEXY XR Topiramate Extended Release Capsules","",""
23449,"LILLY USA, LLC",IN,100000000066,15.21,07/23/2014,"In-kind items and services",137757718,"Food and Beverage","",TRADJENTA,"",""
23449,"Actavis Pharma Inc",NJ,100000010642,15.17,02/20/2015,"In-kind items and services",339502656,"Food and Beverage","",BYSTOLIC,"",""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.15,11/19/2013,"In-kind items and services",101128756,"Food and Beverage","",SYMBICORT,"","Informational Meal"
23449,"Astellas Pharma US Inc",IL,100000000137,14.88,10/27/2013,"In-kind items and services",101672290,"Food and Beverage","",Myrbetriq,VESIcare,""
23449,"GlaxoSmithKline, LLC.",NC,100000005449,14.55,08/15/2014,"In-kind items and services",198698184,"Food and Beverage","",ANORO,BREO,""
23449,"Merck Sharp & Dohme Corporation",NJ,100000000053,13.96,01/09/2015,"In-kind items and services",330163279,"Food and Beverage","",GARDASIL,ZOSTAVAX,""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,13.91,05/27/2015,"In-kind items and services",260113320,"Food and Beverage","",SYMBICORT,"","Informational Meal"
23449,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,13.11,10/28/2015,"Cash or cash equivalent",332039925,"Food and Beverage","",SUSTIVA,"",""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,12.87,07/11/2014,"In-kind items and services",149867750,"Food and Beverage","",CRESTOR,"","Informational Meal"
23449,"Merck Sharp & Dohme Corporation",NJ,100000000053,12.44,11/07/2014,"In-kind items and services",202506630,"Food and Beverage","",GARDASIL,ZOSTAVAX,""
23449,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,12.42,09/03/2013,"In-kind items and services",105107332,"Food and Beverage","","ABILIFY TABLET","",""
23449,"Merck Sharp & Dohme Corporation",NJ,100000000053,12.38,11/10/2015,"In-kind items and services",331060137,"Food and Beverage","",ISENTRESS,"",""
23449,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,12.20,12/23/2015,"Cash or cash equivalent",332493503,"Food and Beverage","","","",""
23449,"Genentech USA, Inc.",CA,100000000226,11.85,02/19/2014,"In-kind items and services",208352722,"Food and Beverage","",Pegasys,"",""
23449,"Merck Sharp & Dohme Corporation",NJ,100000000053,11.53,09/16/2014,"In-kind items and services",202131366,"Food and Beverage","",JANUVIA,JANUMET,""
23449,"LILLY USA, LLC",IN,100000000066,11.50,03/14/2014,"In-kind items and services",137648934,"Food and Beverage","",HUMALOG,"",""
23449,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,11.43,10/08/2013,"In-kind items and services",105107336,"Food and Beverage","","ABILIFY TABLET","",""
23449,"Actavis Pharma Inc",NJ,100000010642,11.29,02/06/2015,"In-kind items and services",339240710,"Food and Beverage","",FETZIMA,VIIBRYD,""
23449,"Sunovion Pharmaceuticals Inc.",MA,100000000254,11.22,11/20/2013,"In-kind items and services",101237500,"Food and Beverage","",Brovana,"",""
23449,"Teva Pharmaceuticals USA, Inc.",PA,100000000141,10.97,04/07/2015,"In-kind items and services",293771786,"Food and Beverage","",PARAGARD,"",""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,10.89,09/23/2013,"In-kind items and services",101096902,"Food and Beverage","",SYMBICORT,"","Informational Meal"
23449,"GlaxoSmithKline, LLC.",NC,100000005449,10.83,08/28/2015,"In-kind items and services",320194478,"Food and Beverage","",BREO,ARNUITY,""
23449,"GlaxoSmithKline, LLC.",NC,100000005449,10.53,10/02/2015,"In-kind items and services",320194486,"Food and Beverage","",ANORO,"",""
23449,"Pfizer Inc.",NY,100000000286,10.52,12/17/2013,"In-kind items and services",205533160,"Food and Beverage","",LYRICA,CELEBREX,""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,10.45,10/21/2014,"In-kind items and services",149503998,"Food and Beverage","",SYMBICORT,"","Informational Meal"
23449,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,10.41,12/18/2013,"In-kind items and services",105107344,"Food and Beverage","","ABILIFY TABLET","",""
23449,"Janssen Pharmaceuticals, Inc",NJ,100000000232,10.31,09/09/2013,"In-kind items and services",23818244,"Food and Beverage","",Invokana,Xarelto,""
23449,"Actavis Pharma Inc",NJ,100000010642,10.29,06/19/2015,"In-kind items and services",339154950,"Food and Beverage","",LINZESS,"",""
23449,"AstraZeneca Pharmaceuticals LP",DE,100000000146,7.51,02/07/2014,"In-kind items and services",148899734,"Food and Beverage","",SYMBICORT,"","Informational Meal"
23449,"Sunovion Pharmaceuticals Inc.",MA,100000000254,2.41,11/20/2013,"In-kind items and services",101237498,"Food and Beverage","",Brovana,"",""
