Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
491325,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,453.20,11/07/2014,"In-kind items and services",152195318,"Travel and Lodging","","","",""
491325,"Toshiba America Medical Systems, Inc.",CA,100000000344,394.26,09/02/2015,"Cash or cash equivalent",286240996,"Travel and Lodging","","","",""
491325,"Philips Electronics North America Corporation",MA,100000000198,179.10,08/20/2015,"Cash or cash equivalent",298662146,"Travel and Lodging","","","",""
491325,"LDR SPINE USA, INC",TX,100000010603,94.36,11/14/2013,"In-kind items and services",26381040,"Food and Beverage","","","",""
491325,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,92.47,11/08/2014,"In-kind items and services",152185332,"Food and Beverage","","","",""
491325,"Philips Electronics North America Corporation",MA,100000000198,66.80,08/20/2015,"Cash or cash equivalent",298662144,"Travel and Lodging","","","",""
491325,"Philips Electronics North America Corporation",MA,100000000198,59.10,08/21/2015,"Cash or cash equivalent",298662148,"Travel and Lodging","","","",""
491325,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,56.25,11/08/2014,"In-kind items and services",152180138,"Food and Beverage","","","",""
491325,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,44.19,11/08/2014,"In-kind items and services",152177546,"Food and Beverage","","","",""
491325,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,39.67,11/08/2014,"In-kind items and services",152175826,"Food and Beverage","","","",""
491325,"Stryker Corporation",MI,100000010503,23.08,05/09/2014,"Cash or cash equivalent",199051398,"Food and Beverage","","","",""
491325,"Philips Electronics North America Corporation",MA,100000000198,22.89,09/02/2015,"Cash or cash equivalent",298662150,"Food and Beverage","","","",""
491325,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,18.00,11/10/2014,"In-kind items and services",152150668,"Travel and Lodging","","","",""
491325,"Siemens Medical Solutions USA, Inc.",PA,100000010755,15.66,06/30/2015,"In-kind items and services",254158500,"Food and Beverage","","","",""
491325,"Stryker Corporation",MI,100000010503,13.87,05/07/2014,"Cash or cash equivalent",199051402,"Food and Beverage","","","",""
491325,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,12.28,05/08/2014,"In-kind items and services",152133642,"Food and Beverage","","","",""
