Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,74.99,09/10/2014,"In-kind items and services",156794550,Education,"",Invokana,"","Medical Textbook"
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,26.11,08/13/2014,"In-kind items and services",148676996,"Food and Beverage","",SYMBICORT,"","Informational Meal"
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,25.40,11/10/2014,"In-kind items and services",156794560,"Food and Beverage","",Xarelto,Invokana,""
255272,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24.11,07/28/2014,"In-kind items and services",196497594,"Food and Beverage","",PRADAXA,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,24.05,09/16/2013,"In-kind items and services",32248872,"Food and Beverage","",NovoLog,"",""
255272,"Pfizer Inc.",NY,100000000286,23.96,03/26/2014,"In-kind items and services",206909584,"Food and Beverage","",LYRICA,CELEBREX,""
255272,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,23.69,04/30/2015,"Cash or cash equivalent",331616287,"Food and Beverage","",ELIQUIS,"",""
255272,"Lilly USA, LLC",IN,100000000066,23.41,12/07/2015,"In-kind items and services",268131132,"Food and Beverage","",GLYXAMBI,"",""
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,22.89,07/01/2014,"In-kind items and services",148883981,"Food and Beverage","","BYDUREON WEEKLY","","Educational Program"
255272,"Novo Nordisk Inc",NJ,100000000144,22.79,03/24/2014,"In-kind items and services",162415674,"Food and Beverage","",Victoza,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,22.70,11/17/2014,"In-kind items and services",162235970,"Food and Beverage","",Victoza,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,22.39,02/12/2014,"In-kind items and services",160676350,"Food and Beverage","",NovoLog,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,21.86,08/12/2013,"In-kind items and services",32248879,"Food and Beverage","",Victoza,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,21.66,11/07/2013,"In-kind items and services",32248878,"Food and Beverage","",Victoza,"",""
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,21.54,06/01/2015,"In-kind items and services",256287504,"Food and Beverage","",SYMBICORT,"","Informational Meal"
255272,"Novo Nordisk Inc",NJ,100000000144,21.52,10/22/2014,"In-kind items and services",162107602,"Food and Beverage","",NovoLog,"",""
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,21.40,01/06/2015,"In-kind items and services",275743602,"Food and Beverage","",Xarelto,Invokana,""
255272,"Sunovion Pharmaceuticals Inc.",MA,100000000254,20.89,07/30/2014,"In-kind items and services",178522677,Education,"",Brovana,"",""
255272,"Pfizer Inc.",NY,100000000286,20.70,12/11/2013,"In-kind items and services",205486234,"Food and Beverage","",LYRICA,CELEBREX,""
255272,"Novo Nordisk Inc",NJ,100000000144,20.60,11/19/2013,"In-kind items and services",32248869,"Food and Beverage","",Levemir,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,20.56,03/31/2014,"In-kind items and services",162423658,"Food and Beverage","",Levemir,Victoza,""
255272,"Novo Nordisk Inc",NJ,100000000144,20.51,12/17/2013,"In-kind items and services",32248876,"Food and Beverage","",Victoza,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,20.51,01/30/2014,"In-kind items and services",160726712,"Food and Beverage","",Victoza,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,20.51,07/07/2014,"In-kind items and services",161641724,"Food and Beverage","",Victoza,"",""
255272,"Pfizer Inc.",NY,100000000286,20.43,12/17/2015,"In-kind items and services",323745954,"Food and Beverage","",CHANTIX,VIAGRA,""
255272,"Novo Nordisk Inc",NJ,100000000144,19.55,05/20/2014,"In-kind items and services",161357756,"Food and Beverage","",NovoLog,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,19.44,12/15/2014,"In-kind items and services",162264798,"Food and Beverage","",NovoLog,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,19.44,06/03/2015,"In-kind items and services",266858744,"Food and Beverage","",NovoLog,"",""
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,19.41,08/18/2014,"In-kind items and services",148208792,"Food and Beverage","","BYDUREON WEEKLY","","Informational Meal"
255272,"Daiichi Sankyo Inc.",NJ,100000000195,19.38,12/19/2013,"In-kind items and services",100787838,"Food and Beverage","",Benicar,"",""
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,18.93,09/22/2014,"In-kind items and services",156794558,"Food and Beverage","",Xarelto,Invokana,""
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,18.86,04/02/2014,"In-kind items and services",156794552,"Food and Beverage","",Xarelto,Invokana,""
255272,"Pfizer Inc.",NY,100000000286,18.72,12/11/2015,"In-kind items and services",323749540,"Food and Beverage","",CHANTIX,ELIQUIS,""
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,18.64,10/28/2014,"In-kind items and services",148570064,"Food and Beverage","","","","Educational Program"
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,18.48,03/05/2014,"In-kind items and services",156794548,"Food and Beverage","",Invokana,"",""
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,18.28,11/19/2014,"In-kind items and services",150111534,"Food and Beverage","",SYMBICORT,"","Informational Meal"
255272,"Pfizer Inc.",NY,100000000286,18.18,10/16/2014,"In-kind items and services",207128698,"Food and Beverage","",ELIQUIS,"",""
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,18.13,03/11/2015,"In-kind items and services",275743606,"Food and Beverage","",Xarelto,Invokana,""
255272,"Astellas Pharma US Inc",IL,100000000137,18.02,10/30/2013,"In-kind items and services",101653260,"Food and Beverage","",Myrbetriq,VESIcare,""
255272,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,17.83,09/25/2013,"In-kind items and services",103327778,"Food and Beverage","",Nesina,"",""
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,17.81,04/27/2015,"In-kind items and services",275743608,"Food and Beverage","",Xarelto,Invokana,""
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,17.74,07/29/2014,"In-kind items and services",156794544,"Food and Beverage","",Invokana,Xarelto,""
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,17.71,06/17/2014,"In-kind items and services",156794556,"Food and Beverage","",Xarelto,Invokana,""
255272,"Daiichi Sankyo Inc.",NJ,100000000195,17.66,11/04/2013,"In-kind items and services",100787836,"Food and Beverage","",Benicar,"",""
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,17.64,01/26/2015,"In-kind items and services",255506028,"Food and Beverage","","BYDUREON PEN","","Informational Meal"
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,17.53,03/03/2015,"In-kind items and services",256221718,"Food and Beverage","",FARXIGA,"","Informational Meal"
255272,"Astellas Pharma US Inc",IL,100000000137,17.48,03/11/2014,"In-kind items and services",168488260,"Food and Beverage","",Lexiscan,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,17.38,01/27/2015,"In-kind items and services",266048014,"Food and Beverage","",NovoLog,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,17.38,02/24/2015,"In-kind items and services",266258194,"Food and Beverage","",NovoLog,"",""
255272,"Janssen Pharmaceuticals, Inc",NJ,100000000232,17.17,04/14/2014,"In-kind items and services",156794554,"Food and Beverage","",Xarelto,Invokana,""
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,17.16,12/16/2015,"In-kind items and services",256300512,"Food and Beverage","","BYDUREON PEN","","Informational Meal"
255272,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,17.15,06/25/2014,"Cash or cash equivalent",187939092,"Food and Beverage","",ELIQUIS,"",""
255272,"Novo Nordisk Inc",NJ,100000000144,16.59,04/28/2014,"In-kind items and services",161405060,"Food and Beverage","",NovoLog,"",""
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,16.22,10/01/2014,"In-kind items and services",150508376,"Food and Beverage","","BYDUREON WEEKLY","","Informational Meal"
255272,"Pfizer Inc.",NY,100000000286,16.04,02/12/2015,"In-kind items and services",322805872,"Food and Beverage","",ELIQUIS,"",""
255272,"Purdue Pharma L.P.",CT,100000005432,15.96,04/13/2015,"Cash or cash equivalent",251066686,"Food and Beverage","","","",""
255272,"Novo Nordisk Inc",NJ,100000000144,15.86,07/15/2015,"In-kind items and services",266864794,"Food and Beverage","",Levemir,Victoza,""
255272,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,15.66,02/26/2014,"In-kind items and services",196497596,"Food and Beverage","",PRADAXA,"",""
255272,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.65,11/02/2015,"In-kind items and services",256014846,"Food and Beverage","","BYDUREON PEN","","Informational Meal"
255272,"Actavis Pharma Inc",NJ,100000010642,15.59,10/15/2015,"In-kind items and services",339533554,"Food and Beverage","",NAMZARIC,"",""
255272,"Actavis Pharma Inc",NJ,100000010642,15.59,10/15/2015,"In-kind items and services",339533560,"Food and Beverage","",NAMZARIC,"",""
