Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
19253,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,171.82,12/18/2014,GNRL,150928196
19253,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,137.61,10/23/2014,GNRL,194499764
19253,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,125.00,06/24/2015,GNRL,260089846
19253,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,112.17,10/16/2013,GNRL,103311386
19253,GNRL,"Pfizer Inc.",NY,100000000286,107.13,04/01/2015,GNRL,323119080
19253,GNRL,"Astellas Pharma US Inc",IL,100000000137,99.99,12/19/2013,GNRL,101689484
19253,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,84.15,03/19/2014,GNRL,148239826
19253,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,82.66,10/02/2013,GNRL,13971790
19253,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,79.38,10/30/2013,GNRL,13971791
19253,GNRL,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,61.04,04/06/2015,GNRL,319267934
19253,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,56.22,03/16/2015,GNRL,260101534
19253,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,41.02,08/23/2013,GNRL,104459128
19253,GNRL,"LILLY USA, LLC",IN,100000000066,29.22,12/16/2013,GNRL,100092148
19253,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,26.42,06/11/2014,GNRL,150001068
19253,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,24.23,02/25/2014,GNRL,196186368
19253,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,23.54,09/18/2015,GNRL,260047618
19253,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,23.34,09/08/2014,GNRL,196186504
19253,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,22.29,04/28/2015,GNRL,290331044
19253,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,21.71,03/24/2014,GNRL,196186364
19253,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,21.63,01/29/2015,GNRL,260115576
19253,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,21.15,05/08/2014,GNRL,196186358
19253,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,19.51,03/05/2015,GNRL,290331052
19253,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,19.49,01/28/2014,GNRL,187747322
19253,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,19.44,04/25/2014,GNRL,149784954
19253,GNRL,"Actavis Pharma Inc",NJ,100000010642,19.37,03/11/2015,GNRL,339771474
19253,GNRL,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,19.36,10/30/2013,GNRL,13971792
19253,GNRL,"Actavis Pharma Inc",NJ,100000010642,19.13,01/05/2015,GNRL,339746870
19253,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,18.97,10/22/2015,GNRL,290331056
19253,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,18.57,09/23/2013,GNRL,100434400
19253,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,18.54,03/13/2014,GNRL,196186366
19253,GNRL,"Actavis Pharma Inc",NJ,100000010642,18.19,10/05/2015,GNRL,339665334
19253,GNRL,"Novo Nordisk Inc",NJ,100000000144,18.10,07/10/2014,GNRL,161686110
19253,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,17.88,02/17/2015,GNRL,337055490
