Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
635722,"Stryker Corporation",MI,100000010503,633.62,06/25/2015,"Cash or cash equivalent",324514710,"Travel and Lodging","","","",""
635722,"Stryker Corporation",MI,100000010503,324.20,07/24/2015,"Cash or cash equivalent",316814468,"Travel and Lodging","","","",""
635722,"Stryker Corporation",MI,100000010503,98.17,07/23/2015,"Cash or cash equivalent",316844982,"Food and Beverage","","","",""
635722,"Medtronic Sofamor Danek USA, Inc.",MN,100000010386,54.23,03/16/2015,"In-kind items and services",298768282,"Food and Beverage","","","",""
635722,"Stryker Corporation",MI,100000010503,51.69,07/24/2015,"Cash or cash equivalent",316814470,"Travel and Lodging","","","",""
635722,"Stryker Corporation",MI,100000010503,42.78,12/10/2015,"Cash or cash equivalent",316844988,"Food and Beverage","","","",""
635722,"Stryker Corporation",MI,100000010503,38.46,07/24/2015,"Cash or cash equivalent",316814466,"Food and Beverage","","","",""
635722,"Stryker Corporation",MI,100000010503,30.77,07/24/2015,"Cash or cash equivalent",316814464,"Food and Beverage","","","",""
635722,"Globus Medical, Inc.",PA,100000005532,20.07,10/07/2013,"In-kind items and services",19714931,"Food and Beverage","","","",""
635722,"Stryker Corporation",MI,100000010503,9.16,07/25/2015,"Cash or cash equivalent",316844980,"Food and Beverage","","","",""
635722,"Stryker Corporation",MI,100000010503,7.62,07/24/2015,"Cash or cash equivalent",316844986,"Food and Beverage","","","",""
635722,"Stryker Corporation",MI,100000010503,5.37,07/24/2015,"Cash or cash equivalent",316844984,"Food and Beverage","","","",""
