Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
1091948,"Arthrex, Inc.",FL,100000005371,6000.00,06/11/2015,"Cash or cash equivalent",301742056,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,3000.00,06/04/2015,"Cash or cash equivalent",301742032,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,2000.00,05/08/2014,"Cash or cash equivalent",187666996,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,1806.00,05/10/2014,"In-kind items and services",187667000,Education,"","","",""
1091948,"Arthrex, Inc.",FL,100000005371,1512.00,10/17/2013,"In-kind items and services",23195587,Education,"","","",""
1091948,"Arthrex, Inc.",FL,100000005371,1235.00,08/23/2014,"In-kind items and services",187667006,Education,"","","",""
1091948,"WARDLOW ENTERPRISES",IA,100000010546,1198.19,08/23/2014,"In-kind items and services",153916238,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,1007.60,02/25/2014,"In-kind items and services",187666990,"Travel and Lodging","","","",""
1091948,"WARDLOW ENTERPRISES",IA,100000010546,670.26,05/10/2014,"In-kind items and services",153916234,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,556.40,06/24/2015,"In-kind items and services",301742076,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,554.00,01/10/2014,"In-kind items and services",187666982,Education,"","","",""
1091948,"Arthrex, Inc.",FL,100000005371,525.80,04/10/2015,"In-kind items and services",301741996,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,525.38,12/11/2013,"In-kind items and services",23195594,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,497.01,11/25/2014,"In-kind items and services",187667010,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,479.00,03/04/2014,"In-kind items and services",187666994,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,430.12,03/04/2014,"In-kind items and services",187666992,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,399.34,12/06/2013,"In-kind items and services",23195589,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,394.07,03/17/2015,"In-kind items and services",301741982,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,386.50,12/11/2013,"In-kind items and services",23195591,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,359.58,05/31/2014,"In-kind items and services",187667004,"Travel and Lodging","","","",""
1091948,"WARDLOW ENTERPRISES",IA,100000010546,350.00,05/10/2014,"In-kind items and services",153916230,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,347.90,05/31/2014,"In-kind items and services",187667002,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,256.00,01/09/2014,"In-kind items and services",187666980,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,251.90,02/25/2014,"In-kind items and services",187666986,"Travel and Lodging","","","",""
1091948,"WARDLOW ENTERPRISES",IA,100000010546,231.85,08/23/2014,"In-kind items and services",153916242,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,208.00,05/04/2015,"In-kind items and services",301742010,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,160.00,01/09/2015,"In-kind items and services",301741968,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,157.96,06/24/2015,"In-kind items and services",301742070,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,150.00,10/17/2013,"In-kind items and services",23195585,Education,"","","",""
1091948,"Arthrex, Inc.",FL,100000005371,144.00,05/01/2015,"In-kind items and services",301742006,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,144.00,06/04/2015,"In-kind items and services",301742024,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,133.10,06/06/2015,"In-kind items and services",301742047,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,104.93,02/05/2014,"In-kind items and services",187666984,"Travel and Lodging","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,100.32,02/25/2014,"In-kind items and services",187666988,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,71.98,04/10/2015,"In-kind items and services",301741989,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,67.24,01/16/2015,"In-kind items and services",301741974,"Travel and Lodging","","","",""
1091948,"WARDLOW ENTERPRISES",IA,100000010546,66.12,11/09/2015,"In-kind items and services",263814508,"Food and Beverage","","ARTHREX PRODUCT LINE BIOLOGICS","",""
1091948,"Arthrex, Inc.",FL,100000005371,43.54,05/10/2014,"In-kind items and services",187666998,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,34.60,08/23/2014,"In-kind items and services",187667008,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,28.87,06/12/2015,"In-kind items and services",301742062,"Travel and Lodging","","","",""
1091948,"WARDLOW ENTERPRISES",IA,100000010546,23.04,10/10/2013,"In-kind items and services",24237784,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,16.58,05/12/2015,"In-kind items and services",301742018,"Travel and Lodging","","","",""
1091948,"Biomet Orthopedics, LLC",IN,100000005643,15.81,05/01/2014,"In-kind items and services",195474560,"Food and Beverage","","","",""
1091948,"Arthrex, Inc.",FL,100000005371,15.33,06/06/2015,"In-kind items and services",301742040,"Food and Beverage","","","",""
