Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
20612,"Allergan Inc.",CA,100000000278,3000.00,08/16/2013,"Cash or cash equivalent",102496576,"Consulting Fee","",BOTOX,"",""
20612,"Allergan Inc.",CA,100000000278,568.80,08/02/2013,"In-kind items and services",102496572,"Travel and Lodging","",BOTOX,"",""
20612,"Allergan Inc.",CA,100000000278,200.48,08/02/2013,"In-kind items and services",102496574,"Travel and Lodging","",BOTOX,"",""
20612,"Allergan Inc.",CA,100000000278,157.58,08/02/2013,"In-kind items and services",102496570,"Food and Beverage","",BOTOX,"",""
20612,"Allergan Inc.",CA,100000000278,123.27,08/01/2013,"In-kind items and services",102496568,"Food and Beverage","",BOTOX,"",""
20612,"Janssen Scientific Affairs, LLC",NJ,100000000332,106.92,09/24/2013,"In-kind items and services",23917022,"Food and Beverage","",Zytiga,"",""
20612,"Janssen Products, LP",PA,100000000325,99.95,09/24/2013,"In-kind items and services",17399958,Education,"",Zytiga,Doxil,"Medical Textbook"
20612,"Astellas Pharma US Inc",IL,100000000137,99.00,05/31/2014,"In-kind items and services",168383934,Education,"","","",""
20612,"Janssen Products, LP",PA,100000000325,94.95,06/26/2015,"In-kind items and services",267358814,Education,"",Zytiga,"","Medical Textbook"
20612,"Allergan Inc.",CA,100000000278,79.54,08/23/2013,"In-kind items and services",102496582,"Travel and Lodging","",BOTOX,"",""
20612,"Astellas Pharma US Inc",IL,100000000137,75.95,09/06/2013,"In-kind items and services",111777012,Education,"","","",""
20612,"Allergan Inc.",CA,100000000278,75.00,08/23/2013,"In-kind items and services",102496580,"Travel and Lodging","",BOTOX,"",""
20612,"Astellas Pharma US Inc",IL,100000000137,66.60,11/19/2013,"In-kind items and services",111757032,"Food and Beverage","",Myrbetriq,"",""
20612,"Astellas Pharma US Inc",IL,100000000137,22.28,06/20/2015,"In-kind items and services",294849368,"Food and Beverage","",Myrbetriq,Vesicare,""
20612,"Boston Scientific Corporation",MA,100000005674,21.25,09/26/2015,"In-kind items and services",246076562,"Food and Beverage","","","",""
20612,"Pfizer Inc.",NY,100000000286,20.65,09/04/2015,"In-kind items and services",323267038,"Food and Beverage","",VIAGRA,"",""
20612,"AbbVie, Inc.",IL,100000000204,20.19,10/26/2015,"In-kind items and services",317230446,"Food and Beverage","",Androgel,Lupron,""
20612,"Janssen Biotech, Inc.",PA,100000000329,19.89,09/03/2013,"In-kind items and services",23870297,"Food and Beverage","",Zytiga,"",""
20612,"Janssen Biotech, Inc.",PA,100000000329,19.15,05/05/2015,"In-kind items and services",269853510,"Food and Beverage","",Zytiga,"","Related to product discussion"
20612,"AbbVie, Inc.",IL,100000000204,17.99,10/02/2013,"In-kind items and services",31116762,"Food and Beverage","","","",""
20612,"Actavis Pharma Inc",NJ,100000010642,17.86,01/20/2015,"In-kind items and services",339651302,"Food and Beverage","",RAPAFLO,"",""
20612,"Astellas Pharma US Inc",IL,100000000137,17.26,12/23/2014,"In-kind items and services",168447434,"Food and Beverage","",Myrbetriq,"",""
20612,"Astellas Pharma US Inc",IL,100000000137,17.08,10/09/2014,"In-kind items and services",168382606,"Food and Beverage","",Myrbetriq,"",""
20612,"Astellas Pharma US Inc",IL,100000000137,16.94,09/20/2013,"In-kind items and services",111772558,"Food and Beverage","",VESIcare,Myrbetriq,""
20612,"Allergan Inc.",CA,100000000278,16.83,01/31/2014,"In-kind items and services",203742756,"Food and Beverage","",BOTOX,"",""
20612,"AbbVie, Inc.",IL,100000000204,16.73,12/01/2014,"In-kind items and services",189623036,"Food and Beverage","",Lupron,"",""
20612,"Pfizer Inc.",NY,100000000286,16.62,06/26/2015,"In-kind items and services",323847382,"Food and Beverage","",VIAGRA,"",""
20612,"Astellas Pharma US Inc",IL,100000000137,16.34,05/18/2015,"In-kind items and services",294761928,"Food and Beverage","",Myrbetriq,"",""
20612,"Astellas Pharma US Inc",IL,100000000137,16.28,10/15/2014,"In-kind items and services",168665040,"Food and Beverage","",Xtandi,"",""
20612,"Bayer HealthCare Pharmaceuticals Inc.",NJ,100000005467,16.08,05/16/2014,"In-kind items and services",218991402,"Food and Beverage","",Xofigo,"",""
20612,"Pfizer Inc.",NY,100000000286,15.87,10/12/2015,"In-kind items and services",323931842,"Food and Beverage","",VIAGRA,TOVIAZ,""
20612,"AbbVie, Inc.",IL,100000000204,15.78,03/27/2015,"In-kind items and services",309473562,"Food and Beverage","",Androgel,Lupron,""
20612,"Astellas Pharma US Inc",IL,100000000137,15.51,06/25/2014,"In-kind items and services",168713810,"Food and Beverage","",Myrbetriq,"",""
20612,"Astellas Pharma US Inc",IL,100000000137,15.42,08/12/2014,"In-kind items and services",168392507,"Food and Beverage","",Myrbetriq,"",""
20612,"Allergan Inc.",CA,100000000278,15.29,08/19/2013,"In-kind items and services",102496578,"Food and Beverage","",BOTOX,"",""
20612,"AbbVie, Inc.",IL,100000000204,15.28,11/10/2014,"In-kind items and services",189590996,"Food and Beverage","",Lupron,"",""
