Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
98163,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,25.93,02/06/2015,"In-kind items and services",290140464,"Food and Beverage","","","",""
98163,"Boston Scientific Corporation",MA,100000005674,23.54,12/01/2015,"In-kind items and services",246032644,"Food and Beverage","","","",""
98163,"Boston Scientific Corporation",MA,100000005674,22.13,03/12/2015,"In-kind items and services",246032648,"Food and Beverage","","","",""
98163,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,20.44,01/06/2014,"Cash or cash equivalent",187703582,"Food and Beverage","",ELIQUIS,"",""
98163,"AstraZeneca Pharmaceuticals LP",DE,100000000146,20.07,11/12/2013,"In-kind items and services",174059092,"Food and Beverage","",BRILINTA,"","Educational Program"
98163,"AstraZeneca Pharmaceuticals LP",DE,100000000146,19.13,09/05/2014,"In-kind items and services",148303712,"Food and Beverage","",BRILINTA,"","Informational Meal"
98163,"Lantheus Medical Imaging, Inc.",MA,100000005400,18.87,02/14/2014,"In-kind items and services",182165544,"Food and Beverage","",Definity,"",""
98163,"AstraZeneca Pharmaceuticals LP",DE,100000000146,18.24,03/05/2015,"In-kind items and services",255192410,"Food and Beverage","",BRILINTA,"","Informational Meal"
98163,"AstraZeneca Pharmaceuticals LP",DE,100000000146,18.07,11/24/2014,"In-kind items and services",148298330,"Food and Beverage","",BRILINTA,"","Informational Meal"
98163,"Actelion Pharmaceuticals US, Inc.",CA,100000010813,17.75,12/19/2014,"In-kind items and services",194989192,"Food and Beverage","","OPSUMIT MACITENTAN","",""
98163,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,16.76,07/18/2014,"Cash or cash equivalent",187971490,"Food and Beverage","",ELIQUIS,"",""
98163,"AstraZeneca Pharmaceuticals LP",DE,100000000146,16.55,08/22/2014,"In-kind items and services",148796924,"Food and Beverage","",BRILINTA,"","Informational Meal"
98163,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,16.43,06/13/2014,"In-kind items and services",216227294,"Food and Beverage","",SAMSCA,"",""
98163,"AstraZeneca Pharmaceuticals LP",DE,100000000146,15.30,01/16/2015,"In-kind items and services",256004234,"Food and Beverage","",BRILINTA,"","Informational Meal"
98163,"Janssen Pharmaceuticals, Inc",NJ,100000000232,15.14,10/16/2015,"In-kind items and services",275541366,"Food and Beverage","",Xarelto,"","Related to product discussion"
98163,"Actelion Pharmaceuticals US, Inc.",CA,100000010813,14.84,08/15/2014,"In-kind items and services",194989190,"Food and Beverage","","OPSUMIT MACITENTAN","",""
98163,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.72,02/20/2015,"In-kind items and services",255109489,"Food and Beverage","",BRILINTA,"","Informational Meal"
98163,"Janssen Pharmaceuticals, Inc",NJ,100000000232,14.39,08/01/2014,"In-kind items and services",156591808,"Food and Beverage","",Xarelto,"",""
98163,"Lantheus Medical Imaging, Inc.",MA,100000005400,14.05,08/29/2014,"In-kind items and services",182165546,"Food and Beverage","",Definity,"",""
98163,"Regeneron Healthcare Solutions, Inc.",NY,100000136416,13.97,09/02/2015,"In-kind items and services",321469046,"Food and Beverage","","PRALUENT (alirocumab) Injection","",""
98163,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,13.85,03/28/2014,"Cash or cash equivalent",187832448,"Food and Beverage","",ELIQUIS,"",""
98163,"AstraZeneca Pharmaceuticals LP",DE,100000000146,13.69,02/21/2014,"In-kind items and services",150512612,"Food and Beverage","",BRILINTA,"","Informational Meal"
98163,"LILLY USA, LLC",IN,100000000066,13.32,08/30/2013,"In-kind items and services",100105442,"Food and Beverage","",EFFIENT,"",""
98163,"Pfizer Inc.",NY,100000000286,13.16,04/25/2014,"In-kind items and services",206633620,"Food and Beverage","",CHANTIX,ELIQUIS,""
98163,"Janssen Pharmaceuticals, Inc",NJ,100000000232,13.08,12/18/2015,"In-kind items and services",275541368,"Food and Beverage","",Xarelto,"","Related to product discussion"
98163,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,12.94,11/06/2015,"In-kind items and services",319429235,"Food and Beverage","",PRALUENT,"",""
98163,"AstraZeneca Pharmaceuticals LP",DE,100000000146,12.83,09/12/2014,"In-kind items and services",148919506,"Food and Beverage","",CRESTOR,"","Informational Meal"
98163,"Pfizer Inc.",NY,100000000286,12.72,01/23/2014,"In-kind items and services",206967896,"Food and Beverage","",ELIQUIS,"",""
98163,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,12.25,05/15/2015,"In-kind items and services",290548204,"Food and Beverage","",PRADAXA,"",""
