Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
40204,"AstraZeneca Pharmaceuticals LP",DE,100000000146,86.22,02/07/2014,"In-kind items and services",148258744,"Food and Beverage","",CRESTOR,SYMBICORT,"Informational Meal"
40204,"Janssen Pharmaceuticals, Inc",NJ,100000000232,74.99,08/13/2014,"In-kind items and services",156381536,Education,"",Invokana,"","Medical Textbook"
40204,"AstraZeneca Pharmaceuticals LP",DE,100000000146,25.56,01/14/2015,"In-kind items and services",256283350,"Food and Beverage","",SYMBICORT,"BYDUREON PEN","Informational Meal"
40204,"Meda Pharmaceuticals, Inc.",NJ,100000011184,20.87,02/20/2015,"In-kind items and services",326832830,"Food and Beverage","",Aerospan,"",""
40204,"AbbVie, Inc.",IL,100000000204,20.66,01/10/2014,"In-kind items and services",189118528,"Food and Beverage","",Creon,"",""
40204,"AstraZeneca Pharmaceuticals LP",DE,100000000146,20.33,09/08/2014,"In-kind items and services",148365598,"Food and Beverage","","","","Informational Meal"
40204,"AbbVie, Inc.",IL,100000000204,20.15,11/01/2013,"In-kind items and services",104616174,"Food and Beverage","",Creon,"",""
40204,"Novo Nordisk Inc",NJ,100000000144,20.14,09/02/2014,"In-kind items and services",162090000,"Food and Beverage","",Levemir,NovoLog,""
40204,"AbbVie, Inc.",IL,100000000204,19.96,09/29/2014,"In-kind items and services",189523742,"Food and Beverage","",Creon,"",""
40204,"UCB, Inc.",GA,100000000073,19.95,12/02/2013,"In-kind items and services",102068986,"Food and Beverage","",Neupro,"",""
40204,"AstraZeneca Pharmaceuticals LP",DE,100000000146,19.83,05/02/2014,"In-kind items and services",148286164,"Food and Beverage","",CRESTOR,"","Informational Meal"
40204,"Novo Nordisk Inc",NJ,100000000144,19.36,07/13/2015,"In-kind items and services",266909952,"Food and Beverage","",Levemir,NovoLog,""
40204,"Astellas Pharma US Inc",IL,100000000137,19.06,05/01/2014,"In-kind items and services",168832878,"Food and Beverage","",Myrbetriq,Vesicare,""
40204,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,18.85,05/14/2015,"In-kind items and services",290850286,"Food and Beverage","",TRADJENTA,JARDIANCE,""
40204,"Astellas Pharma US Inc",IL,100000000137,18.19,11/01/2013,"In-kind items and services",111768366,"Food and Beverage","",Myrbetriq,"",""
40204,"AstraZeneca Pharmaceuticals LP",DE,100000000146,17.73,04/03/2014,"In-kind items and services",150029312,"Food and Beverage","",CRESTOR,"","Informational Meal"
40204,"UCB, Inc.",GA,100000000073,17.69,09/09/2013,"In-kind items and services",102068982,"Food and Beverage","",Neupro,"",""
40204,"AstraZeneca Pharmaceuticals LP",DE,100000000146,17.51,02/27/2015,"In-kind items and services",255897768,"Food and Beverage","","BYDUREON PEN","","Informational Meal"
40204,"Pfizer Inc.",NY,100000000286,17.45,09/04/2013,"In-kind items and services",205282066,"Food and Beverage","","QUILLIVANT XR","",""
40204,"AstraZeneca Pharmaceuticals LP",DE,100000000146,17.18,08/04/2014,"In-kind items and services",149292066,"Food and Beverage","",SYMBICORT,"","Informational Meal"
40204,"AstraZeneca Pharmaceuticals LP",DE,100000000146,17.10,08/25/2015,"In-kind items and services",255944388,"Food and Beverage","",FARXIGA,"","Informational Meal"
40204,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,17.05,06/08/2015,"In-kind items and services",333428458,"Food and Beverage","",SAMSCA,"",""
40204,"Purdue Pharma L.P.",CT,100000005432,16.97,09/25/2014,"Cash or cash equivalent",158194152,"Food and Beverage","",OXYCONTIN,BUTRANS,""
