Physician_Profile_ID,Category,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category,Record_ID
1020522,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,74.99,11/05/2014,GNRL,156856860
1020522,GNRL,"Janssen Pharmaceuticals, Inc",NJ,100000000232,74.99,06/17/2014,GNRL,156856858
1020522,GNRL,"Otsuka America Pharmaceutical, Inc.",MD,100000010723,69.00,10/11/2013,GNRL,31981899
1020522,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,69.00,10/31/2014,GNRL,194730730
1020522,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,69.00,02/19/2015,GNRL,336886702
1020522,GNRL,"Novo Nordisk Inc",NJ,100000000144,24.92,03/28/2014,GNRL,162196148
1020522,GNRL,"AstraZeneca Pharmaceuticals LP",DE,100000000146,22.94,02/14/2014,GNRL,149427516
1020522,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,21.39,11/13/2014,GNRL,196636798
1020522,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,18.23,05/09/2014,GNRL,196636796
1020522,GNRL,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,100000000234,15.37,03/24/2015,GNRL,290778500
1020522,GNRL,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,15.23,04/23/2014,GNRL,194730732
1020522,GNRL,"Merck Sharp & Dohme Corporation",NJ,100000000053,14.25,07/31/2014,GNRL,202638284
1020522,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,12.24,01/10/2014,GNRL,147795496
1020522,GNRL,"FOREST PHARMACEUTICALS, INC.",NJ,100000005529,10.98,08/23/2013,GNRL,6790097
