Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
544168,"Optos, Inc.",MA,100000000312,1903.70,06/15/2015,"Cash or cash equivalent",337547712,"Travel and Lodging",Travizon,"","",""
544168,"OPTOS PLC","",100000010442,1121.18,06/15/2015,"Cash or cash equivalent",329864689,"Travel and Lodging","Apex Hotels","","",""
544168,"OPTOS PLC","",100000010442,379.32,06/15/2015,"Cash or cash equivalent",329864687,"Travel and Lodging","LR Executives","","",""
544168,"OPTOS PLC","",100000010442,243.45,06/15/2015,"Cash or cash equivalent",329864685,Education,"Guest Speaker","","",""
544168,"Alcon Laboratories Inc",TX,100000005405,200.00,12/31/2013,"Cash or cash equivalent",22993553,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
544168,"Alcon Laboratories Inc",TX,100000005405,150.00,12/31/2013,"Cash or cash equivalent",22993554,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",""
544168,"Optos, Inc.",MA,100000000312,21.20,06/15/2015,"Cash or cash equivalent",337547714,Gift,"Curry Printing","","",""
544168,"OPTOS PLC","",100000010442,12.30,06/15/2015,"Cash or cash equivalent",329864691,Gift,Photography,"","",""
544168,"Coopervision Inc.",NY,100000005728,12.22,08/04/2015,"In-kind items and services",330799729,"Food and Beverage","","","",""
544168,"CooperVision Inc.",NY,100000005728,11.09,12/02/2014,"In-kind items and services",169250848,"Food and Beverage","","","",""
544168,"CooperVision Inc.",NY,100000005728,10.40,09/09/2014,"In-kind items and services",169225272,"Food and Beverage","","","",""
544168,"OPTOS PLC","",100000010442,9.54,06/15/2015,"Cash or cash equivalent",329864683,"Food and Beverage","Queensferry House","","",""
544168,"Optos, Inc.",MA,100000000312,5.00,05/27/2014,"Cash or cash equivalent",127686363,"Food and Beverage",Restaurant,"","",""
