Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Nature_of_Payment_or_Transfer_of_Value,Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Contextual_Information
1074800,"Alcon Laboratories Inc",TX,100000005405,720.04,11/07/2013,"Cash or cash equivalent",23053032,"Travel and Lodging","","","",""
1074800,"Alcon Laboratories Inc",TX,100000005405,259.74,11/07/2013,"In-kind items and services",23050867,"Food and Beverage","","","",""
1074800,"Alcon Laboratories Inc",TX,100000005405,235.13,11/07/2013,"Cash or cash equivalent",23053031,"Travel and Lodging","","","",""
1074800,"Alcon Laboratories Inc",TX,100000005405,122.87,08/21/2014,"In-kind items and services",167489026,"Food and Beverage","","","",""
1074800,"Alcon Laboratories Inc",TX,100000005405,108.13,08/21/2015,"In-kind items and services",315334092,"Food and Beverage","",Durezol,"",""
1074800,"Johnson & Johnson Vision Care, Inc.",FL,100000005397,99.65,03/29/2014,"In-kind items and services",124108477,"Food and Beverage","","","",""
1074800,"Allergan Inc.",CA,100000000278,99.52,03/05/2014,"In-kind items and services",192488622,"Food and Beverage","",COMBIGAN,"",""
1074800,"Alcon Laboratories Inc",TX,100000005405,87.49,04/01/2014,"In-kind items and services",167488948,"Food and Beverage","",Simbrinza,"",""
1074800,"Allergan Inc.",CA,100000000278,84.66,02/25/2015,"In-kind items and services",289749210,"Food and Beverage","",RESTASIS,"",""
1074800,"Alcon Laboratories Inc",TX,100000005405,82.60,06/25/2014,"In-kind items and services",167489018,"Food and Beverage","","","",""
1074800,"Alcon Laboratories Inc",TX,100000005405,82.37,05/27/2014,"In-kind items and services",167489028,"Food and Beverage","","","",""
1074800,"Alcon Laboratories Inc",TX,100000005405,61.60,10/10/2013,"In-kind items and services",23028228,"Food and Beverage","","","",""
1074800,"Rapid Pathogen Screening, Inc.",FL,100000010778,34.90,01/14/2015,"Cash or cash equivalent",298646248,"Food and Beverage","Exotic Thai Food","","",""
1074800,"Allergan Inc.",CA,100000000278,26.15,05/13/2015,"In-kind items and services",288660320,"Food and Beverage","",RESTASIS,"",""
